config_id,repeat_seed,num_layers,reference_weight,phase_mix,input_phase_coupling,wrongref_mode,ordinary_ood_mean_psnr_db,common_ood_mean_psnr_db,noncommon_ood_mean_psnr_db,wrongref_ood_mean_psnr_db,common_minus_ordinary_db,common_minus_noncommon_db,common_minus_wrongref_db,risk_pair_q10_db_repeat,risk_pair_min_db_repeat,risk_pair_positive_fraction_repeat
41,4,1,0.16,0.19,1.0,anti_phase_plus_decoy,12.091199,12.596506,12.362679,12.427495,0.505307,0.233827,0.169011,-0.125387,-0.133029,0.0
41,5,1,0.16,0.19,1.0,anti_phase_plus_decoy,11.965119,12.525807,12.535937,12.262739,0.560688,-0.01013,0.263068,-0.115327,-0.124339,0.0
41,6,1,0.16,0.19,1.0,anti_phase_plus_decoy,12.121155,12.39376,12.402361,12.35138,0.272604,-0.008601,0.04238,-0.545325,-0.617924,0.5
41,7,1,0.16,0.19,1.0,anti_phase_plus_decoy,11.958714,12.562761,12.624052,12.437369,0.604047,-0.061291,0.125392,0.165753,0.162653,1.0
42,0,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.021943,12.44479,12.454151,12.424831,0.422847,-0.009362,0.019959,-0.199419,-0.236077,0.5
42,1,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.004173,12.410464,12.471574,12.353082,0.406291,-0.06111,0.057383,-0.084292,-0.09754,0.5
42,2,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.009768,12.639185,12.547378,12.464478,0.629417,0.091807,0.174708,-0.023023,-0.053995,0.5
42,3,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.020404,12.388979,12.537954,12.581436,0.368575,-0.148975,-0.192457,-0.000783,-0.005701,0.5
42,4,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.068545,12.417296,12.356106,12.522866,0.348751,0.06119,-0.10557,-0.167396,-0.170263,0.0
42,5,1,0.16,0.19,1.1,anti_phase_plus_decoy,11.97388,12.338105,12.434466,12.463466,0.364225,-0.096361,-0.12536,0.068503,0.064546,1.0
42,6,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.196416,12.507344,12.546089,12.479732,0.310927,-0.038746,0.027612,-0.044998,-0.048597,0.0
42,7,1,0.16,0.19,1.1,anti_phase_plus_decoy,12.148364,12.489594,12.634573,12.528682,0.34123,-0.144979,-0.039088,-0.052097,-0.071936,0.5
43,0,1,0.18,0.19,0.9,anti_phase_plus_decoy,12.215912,12.407015,12.46683,12.646368,0.191103,-0.059816,-0.239354,-0.468849,-0.492632,0.0
43,1,1,0.18,0.19,0.9,anti_phase_plus_decoy,11.932747,12.496008,12.560164,12.207568,0.563261,-0.064156,0.28844,0.036924,0.023452,1.0
43,2,1,0.18,0.19,0.9,anti_phase_plus_decoy,11.875962,12.321362,12.344147,12.425753,0.4454,-0.022786,-0.104391,-0.12058,-0.160598,0.5
43,3,1,0.18,0.19,0.9,anti_phase_plus_decoy,12.086123,12.494127,12.541154,12.554584,0.408005,-0.047027,-0.060457,-0.229976,-0.249304,0.0
43,4,1,0.18,0.19,0.9,anti_phase_plus_decoy,12.089914,12.421756,12.430608,12.32218,0.331842,-0.008852,0.099576,-0.196773,-0.230572,0.5
43,5,1,0.18,0.19,0.9,anti_phase_plus_decoy,12.098511,12.521617,12.549247,12.595876,0.423106,-0.02763,-0.074259,-0.170444,-0.204905,0.5
43,6,1,0.18,0.19,0.9,anti_phase_plus_decoy,11.994426,12.568383,12.361756,12.326709,0.573957,0.206628,0.241675,0.075142,0.057049,1.0
43,7,1,0.18,0.19,0.9,anti_phase_plus_decoy,12.113198,12.358541,12.506177,12.224592,0.245343,-0.147636,0.133948,-0.119272,-0.146839,0.5
44,0,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.012904,12.559537,12.380656,12.530742,0.546634,0.178881,0.028796,0.105069,0.099488,1.0
44,1,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.328224,12.588416,12.634131,12.503882,0.260192,-0.045715,0.084534,0.023244,0.002647,1.0
44,2,1,0.18,0.19,1.0,anti_phase_plus_decoy,11.994162,12.501937,12.376446,12.304166,0.507775,0.125491,0.197771,-0.219299,-0.228167,0.0
44,3,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.116974,12.383081,12.530299,12.559465,0.266107,-0.147218,-0.176384,-0.288537,-0.307201,0.0
44,4,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.027249,12.4334,12.321624,12.657911,0.406151,0.111776,-0.224511,-0.643601,-0.667272,0.0
44,5,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.260815,12.610319,12.369928,12.602051,0.349503,0.240391,0.008267,-0.045769,-0.088752,0.5
44,6,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.127292,12.474614,12.475006,12.278321,0.347322,-0.000392,0.196293,-0.001512,-0.02416,0.5
44,7,1,0.18,0.19,1.0,anti_phase_plus_decoy,12.231946,12.456684,12.537111,12.4704,0.224738,-0.080426,-0.013715,0.061784,0.026126,1.0
45,0,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.165534,12.513282,12.47316,12.435261,0.347748,0.040122,0.078021,-0.172851,-0.22453,0.5
45,1,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.078986,12.630989,12.554713,12.578859,0.552003,0.076276,0.05213,-0.0476,-0.056746,0.5
45,2,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.064356,12.321676,12.644286,12.321726,0.257321,-0.32261,-5e-05,-0.075271,-0.140954,0.5
45,3,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.02596,12.498946,12.481832,12.454024,0.472986,0.017114,0.044922,-0.094672,-0.115164,0.5
45,4,1,0.18,0.19,1.1,anti_phase_plus_decoy,11.952839,12.541015,12.450235,12.565765,0.588176,0.09078,-0.02475,-0.288667,-0.354496,0.5
45,5,1,0.18,0.19,1.1,anti_phase_plus_decoy,11.974283,12.443702,12.575031,12.592981,0.46942,-0.131329,-0.149279,-0.611218,-0.666985,0.0
45,6,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.124478,12.344824,12.313644,12.564576,0.220345,0.03118,-0.219752,-0.266157,-0.299698,0.5
45,7,1,0.18,0.19,1.1,anti_phase_plus_decoy,12.151039,12.398994,12.612587,12.464875,0.247956,-0.213593,-0.06588,-0.061713,-0.08226,0.5
46,0,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.034223,12.450639,12.460594,12.576528,0.416417,-0.009955,-0.125889,-0.156289,-0.181218,0.5
46,1,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.259718,12.292942,12.599986,12.404494,0.033224,-0.307044,-0.111552,-0.114456,-0.141499,0.5
46,2,1,0.2,0.19,0.9,anti_phase_plus_decoy,11.997704,12.411493,12.287618,12.426493,0.413789,0.123876,-0.014999,-0.275302,-0.32775,0.5
46,3,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.076065,12.453314,12.19731,12.463421,0.377249,0.256004,-0.010107,-0.180771,-0.19887,0.0
46,4,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.061825,12.555522,12.43741,12.442643,0.493698,0.118113,0.112879,-0.10399,-0.132595,0.5
46,5,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.113138,12.492548,12.194999,12.458599,0.37941,0.297549,0.03395,-0.263071,-0.282803,0.0
46,6,1,0.2,0.19,0.9,anti_phase_plus_decoy,11.992094,12.430546,12.528657,12.476118,0.438453,-0.09811,-0.045571,-0.117576,-0.127116,0.0
46,7,1,0.2,0.19,0.9,anti_phase_plus_decoy,12.107639,12.55773,12.597894,12.45176,0.45009,-0.040165,0.10597,0.164072,0.163096,1.0
47,0,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.042609,12.500153,12.476327,12.425808,0.457545,0.023826,0.074345,-0.049147,-0.063532,0.5
47,1,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.080986,12.503242,12.318332,12.426106,0.422256,0.18491,0.077136,-0.059705,-0.069742,0.5
47,2,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.155837,12.34721,12.586458,12.478913,0.191373,-0.239248,-0.131703,-0.265498,-0.28323,0.0
47,3,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.093729,12.56517,12.398079,12.562984,0.471441,0.16709,0.002186,-0.322311,-0.3652,0.5
47,4,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.106558,12.643958,12.300701,12.607236,0.5374,0.343257,0.036722,-0.20256,-0.236413,0.5
47,5,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.231968,12.564492,12.525045,12.473279,0.332523,0.039447,0.091212,0.082954,0.062342,1.0
47,6,1,0.2,0.19,1.0,anti_phase_plus_decoy,12.029674,12.419904,12.344908,12.530918,0.390229,0.074996,-0.111014,-0.234662,-0.246392,0.0
47,7,1,0.2,0.19,1.0,anti_phase_plus_decoy,11.995172,12.520914,12.395477,12.412068,0.525742,0.125437,0.108846,-0.262814,-0.278824,0.0
48,0,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.116554,12.477867,12.433028,12.425567,0.361313,0.044839,0.0523,-0.30046,-0.306371,0.0
48,1,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.032773,12.397146,12.553258,12.233096,0.364373,-0.156112,0.16405,-0.028324,-0.044803,0.5
48,2,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.109843,12.365329,12.409935,12.590179,0.255486,-0.044605,-0.224849,-0.122812,-0.12802,0.0
48,3,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.122396,12.410718,12.425359,12.563418,0.288322,-0.01464,-0.152699,-0.280414,-0.281437,0.0
48,4,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.252699,12.528578,12.540852,12.565008,0.275879,-0.012274,-0.036431,-0.112229,-0.125244,0.5
48,5,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.275422,12.499539,12.389883,12.545425,0.224117,0.109656,-0.045886,-0.350569,-0.377641,0.0
48,6,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.128008,12.316563,12.497221,12.534059,0.188555,-0.180657,-0.217496,-0.212477,-0.236229,0.5
48,7,1,0.2,0.19,1.1,anti_phase_plus_decoy,12.1022,12.43185,12.490766,12.558089,0.32965,-0.058916,-0.126239,-0.292508,-0.31756,0.0
