point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_reconstructed,E_tb_2_reconstructed,E_tb_3_reconstructed
341,10.80038725795482,-22.81277665475213,-59.28886187747028,10.597162804818815,-19.858454639113738,-62.824200445988126
342,10.85816862429839,-23.10936634222121,-59.05913528718243,10.579448542637829,-20.040089091726006,-62.64901843115672
343,10.91809679702606,-23.41042259615903,-58.82711248211017,10.545868503764293,-20.21748942763693,-62.460870871481916
344,10.98011036469356,-23.71567361731718,-58.59299265644688,10.496265528941235,-20.390136290424504,-62.260058192102534
345,11.0441402911149,-24.02483793928142,-58.35697708568262,10.430570362101552,-20.557539346268754,-62.04694496483495
346,11.11011020122587,-24.33762473021296,-58.11926912836577,10.348801890771357,-20.719236904224267,-61.821960699867226
347,11.17793668985079,-24.65373409861454,-57.88007424677811,10.251066923685393,-20.87479538888186,-61.5856003009422
348,11.24752965043387,-24.97285739937194,-57.63960004731246,10.13755951487603,-21.02380869509205,-61.33842416310338
349,11.318792620964,-25.29467753658021,-57.3980563412513,10.008559840115549,-21.165897453232546,-61.081057889974964
350,11.391623144505,-25.61886925995749,-57.1556552265338,9.864432628592802,-21.30070823289246,-60.814191605243764
351,11.46591314193484,-25.9450994519836,-56.91261119095632,9.705625150135134,-21.42791271278433,-60.53857883059408
352,11.54154929469322,-26.27302740327386,-56.66914123707379,9.532664756186485,-21.54720684511536,-60.25503489991596
353,11.61841343553049,-26.60230507411232,-56.42546502884937,9.346155971173946,-21.65831004345629,-59.96443487731263
354,11.69638294544044,-26.93257734053244,-56.18180505982512,9.146777129894364,-21.760964424207163,-59.66771094446233
355,11.77533115513878,-27.2634822238511,-55.93838684224934,8.935276556199224,-21.85493413290297,-59.36584922148524
356,11.85512774961927,-27.59465110314663,-55.69543911617922,8.7124682786269,-21.94000478761386,-59.05988598491388
357,11.93563917447448,-27.92570891083602,-55.45319407707073,8.479227279815433,-22.01598307231505,-58.75090324701943
358,12.01672904281066,-28.25627431226802,-55.21188761974664,8.236484278614771,-22.082696513027642,-58.44002366299561
359,12.09825854171213,-28.5859598711266,-54.9717595958839,7.985220046901583,-22.13999346842042,-58.128404736781775
360,12.18008683732252,-28.91437220345419,-54.73305408125648,7.7264592672628325,-22.187743364047787,-57.81723230307111
361,12.2620714777059,-29.24111212428672,-54.49601964788507,7.461263943030588,-22.22583719510631,-57.50771327274087
362,12.34406879273251,-29.56577479226315,-54.26090963495569,7.190726378659229,-22.254188316174915,-57.201067641947745
363,12.42593429030142,-29.88794985916356,-54.02798241084476,6.915961756147578,-22.272733527577476,-56.89851978174607
364,12.50752304826687,-30.20722163316965,-53.79750161680434,6.6381003420729305,-22.28143445660456,-56.60128904542593
365,12.58869010147766,-30.52316926675133,-53.56973638079457,6.358279369716986,-22.2802792178559,-56.31057975472869
366,12.66929082337094,-30.83536698248361,-53.34496148758022,6.077634651543553,-22.269284320643074,-56.02757065326354
367,12.74918130158418,-31.14338435279467,-53.12345748853647,5.797291988668711,-22.248496773231476,-55.75340394505348
368,12.82821870706277,-31.44678665262893,-52.90551073163909,5.518358455600824,-22.217996314508817,-55.48917406702571
369,12.90626165614798,-31.74513530724041,-52.69141328889013,5.241913649986237,-22.177897684570613,-55.235916374869895
370,12.98317056513065,-32.03798846074227,-52.48146275502219,4.969001007873043,-22.12835282810589,-54.9945959501197
371,13.05880799675235,-32.32490169450436,-52.2759618878525,4.700619294540036,-22.069552909942235,-54.76609676041714
372,13.13303899812746,-32.60542892783706,-52.07521805730663,4.437714388642537,-22.001730012320643,-54.55121142244954
373,13.20573142954978,-32.87912353636745,-51.87954246715311,4.181171482716561,-21.92515837996808,-54.35063182587547
374,13.27675628363362,-33.14553972575953,-51.68924911123057,3.9318078254200195,-21.840155083063905,-54.16494087489321
375,13.34598799422627,-33.4042341995204,-51.50465342484851,3.6903661298178676,-21.747079980507355,-53.994605590744285
376,13.41330473451379,-33.65476815902321,-51.32607059263665,3.4575087672110962,-21.64633488657553,-53.839971792972754
377,13.4785887037279,-33.89670967095071,-51.15381347703433,3.233812857298467,-21.53836187244475,-53.701260540177245
378,13.54172640184807,-34.12963643142907,-50.98819013752949,3.019766352862872,-21.42364066868556,-53.57856646376496
379,13.60260889168031,-34.3531389465072,-50.82950092036075,2.8157652009079785,-21.302685173597787,-53.471858073191875
380,13.66113204768339,-34.56682413473111,-50.6780351122922,2.6221116426444233,-21.176039112491317,-53.38098005140529
381,13.71719679090407,-34.77031933896302,-50.5340671706591,2.4390136925316113,-21.04427093185763,-53.305657498157004
382,13.77070930937635,-34.96327671124013,-50.39785256523565,2.266585812451983,-20.90796804699796,-53.2455020200904
383,13.82158126333599,-35.14537790677877,-50.26962329515759,2.104850771876462,-20.767730589612544,-53.20001951332512
384,13.86972997460036,-35.31633899229742,-50.14958317506737,1.9537426594673921,-20.62416482125705,-53.16861943941775
385,13.91507859946581,-35.47591544147382,-50.03790301700953,1.8131109868660988,-20.47787638836871,-53.15062536105246
386,13.95755628448072,-35.62390705916314,-49.93471586579817,1.6827258022929936,-20.32946359453091,-53.14528648068594
387,13.99709830446181,-35.76016264923507,-49.8401124723585,1.562283710829835,-20.179510856388074,-53.15178991382889
388,14.03364618213439,-35.8845842221458,-49.75413720830016,1.451414680524469,-20.028582492437415,-53.169273428051994
389,14.06714778879545,-35.99713053120933,-49.67678463214958,1.3496894992833846,-19.877216970629327,-53.19683838787057
390,14.09755742542055,-36.09781973389059,-49.60799691033414,1.2566277372626118,-19.725921713413893,-53.23356266264351
391,14.12483588366223,-36.18673099800881,-49.5476622724719,1.1717060633365755,-19.575168529764817,-53.27851327753382
392,14.14895048622023,-36.26400491247242,-49.49561464082225,1.0943667622551636,-19.425389714866387,-53.33075861439011
393,14.16987510610084,-36.32984261598764,-49.45163451996704,1.024026301171109,-19.276974831352533,-53.38937999820416
394,14.18759016432582,-36.38450362103875,-49.41545116898383,0.9600838000716144,-19.130268162656954,-53.45348253390868
395,14.20208260570028,-36.42830237869183,-49.38674601016402,0.9019292698916652,-18.985566810148274,-53.522205086332164
396,14.21334585230361,-36.46160369598756,-49.36515716217515,0.8489514942350118,-18.843119391824125,-53.59472932209416
397,14.22137973442918,-36.48481717552981,-49.35028492778326,0.8005454451224432,-18.703125291553302,-53.67028775542249
398,14.22619039876601,-36.49839089108793,-49.34169802211166,0.7561191394223425,-18.565734403968413,-53.74817075991052
399,14.22779019369042,-36.50280454014818,-49.33894030036956,0.7150998599804931,-18.43104732061857,-53.827732525000364
400,14.22779019369042,-36.50280454014818,-49.33894030036956,0.6769396833542248,-18.299115907201475,-53.908395949570206
401,14.22621347788312,-36.4986044183308,-49.34151209864535,0.6411202739119953,-18.169944228779475,-53.98965647568216
402,14.22150024157357,-36.48634889254877,-49.348907737487,0.6071569213835248,-18.043489788972177,-54.07108487369798
403,14.21368002880582,-36.46656187188892,-49.36064550875664,0.5746018153180119,-17.91966505932846,-54.15232899603542
404,14.20278779009251,-36.43977103448731,-49.37624586632807,0.5430465649846722,-17.79833928558264,-54.23311452132861
405,14.18886366030318,-36.40650188426326,-49.39523713902472,0.5121239867785069,-17.67934056752704,-54.31324471416143
406,14.17195271545626,-36.36727240045412,-49.41716062900612,0.48150919299842115,-17.562458218119335,-54.392599228374394
407,14.15210470897037,-36.3225883380453,-49.44157503807231,0.4509200258426611,-17.44744541462041,-54.47113198465591
408,14.12937378805142,-36.2729392019525,-49.46806019971117,0.42011688858119667,-17.334022159562736,-54.54886815615255
409,14.10381819101703,-36.21879488834598,-49.49622012430649,0.38890203212818103,-17.22187857183982,-54.62590029951887
410,14.07549992648789,-36.16060296357238,-49.52568538798899,0.3571183597062923,-17.110678527938877,-54.70238367348206
411,14.04448443550685,-36.09878653473744,-49.55611491213728,0.3246478150535553,-17.000063670198465,-54.77853079281469
412,14.01084023777854,-36.03374265564877,-49.58719719102844,0.2914094207844513,-16.889657792955617,-54.854605272705825
413,13.9746385633548,-35.96584120663617,-49.61865103045974,0.25735703320380837,-16.77907160868234,-54.93091502690088
414,13.93595297122211,-35.89542418575195,-49.65022586130132,0.22247687822800444,-16.667907884953344,-55.00780489251842
