point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_kspace_sparse,E_tb_2_kspace_sparse,E_tb_3_kspace_sparse
382,13.77070930937635,-34.96327671124013,-50.39785256523565,4.549978192615237,-20.840555225288874,-55.59630635126223,15.119989625372757,-35.51412417579334,-49.94674244930826
383,13.82158126333599,-35.14537790677877,-50.26962329515759,4.5022811493149835,-20.861294252961397,-55.50388543009116,15.125343465908513,-35.56702929392947,-50.053817441034404
384,13.86972997460036,-35.31633899229742,-50.14958317506737,4.448966994176626,-20.88091065206835,-55.40709721863686,15.290247447029747,-35.81572771262071,-50.187857588570985
385,13.91507859946581,-35.47591544147382,-50.03790301700953,4.390272782878045,-20.899040271574066,-55.30662262097613,15.672186975215157,-36.190682208580874,-50.423176875163755
386,13.95755628448072,-35.62390705916314,-49.93471586579817,4.326469097614974,-20.915294102188053,-55.20319868630091,16.25408391358737,-36.58616042287196,-50.81789356613515
387,13.99709830446181,-35.76016264923507,-49.8401124723585,4.257857218586821,-20.929258988113798,-55.0976147775698,16.9021433683008,-36.88588499033119,-51.349097827389215
388,14.03364618213439,-35.8845842221458,-49.75413720830016,4.184766024461728,-20.94049885307362,-54.99070796764167,17.35006608005634,-36.998762449533565,-51.855201045686975
389,14.06714778879545,-35.99713053120933,-49.67678463214958,4.107548645873477,-20.948556504780523,-54.883357623893005,17.23550569332196,-36.86219344113721,-52.05754801480514
390,14.09755742542055,-36.09781973389059,-49.60799691033414,4.026578897142107,-20.952956071277203,-54.77647915415449,16.202487131502735,-36.39205212080744,-51.69964670703582
391,14.12483588366223,-36.18673099800881,-49.5476622724719,3.9422475125763303,-20.953206108108592,-54.67101690235654,14.054488640231064,-35.4179966806964,-50.7534886233083
392,14.14895048622023,-36.26400491247242,-49.49561464082225,3.8549582149020263,-20.948803396891364,-54.56793620180014,10.908122368422593,-33.70853994431974,-49.54190075592721
393,14.16987510610084,-36.32984261598764,-49.45163451996704,3.7651236445580616,-20.939237433452895,-54.468214617482545,7.271531987508181,-31.243060675333467,-48.54713482009639
394,14.18759016432582,-36.38450362103875,-49.41545116898383,3.673161179799782,-20.923995577576882,-54.372832436172324,3.9575985808264975,-28.54683124997532,-48.001489673274726
395,14.20208260570028,-36.42830237869183,-49.38674601016402,3.579488678747963,-20.902568807112928,-54.28276249332467,1.7389128690677744,-26.45188307496792,-47.802287253157985
396,14.21334585230361,-36.46160369598756,-49.36515716217515,3.4845201757134836,-20.8744579877929,-54.19895945845893,0.8300647556968319,-25.376909794164607,-47.736779288180465
397,14.22137973442918,-36.48481717552981,-49.35028492778326,3.3886615653207715,-20.839180537988387,-54.122348733835494,0.8090981006413935,-25.08624217045366,-47.65837544665416
398,14.22619039876601,-36.49839089108793,-49.34169802211166,3.29230630915187,-20.796277336688476,-54.05381515334132,1.2196982435569765,-25.223425134550435,-47.55081124769987
399,14.22779019369042,-36.50280454014818,-49.33894030036956,3.195831200846859,-20.745319695347188,-53.99419169724972,2.0076169055069544,-25.741118608499676,-47.5097105495022
400,14.22779019369042,-36.50280454014818,-49.33894030036956,3.099592226834717,-20.68591619229311,-53.944248461625875,3.4709513327615906,-26.864432482068853,-47.69229441830974
401,14.22621347788312,-36.4986044183308,-49.34151209864535,3.003920561131728,-20.617719154436198,-53.90468213628414,5.916843230446927,-28.756091952973346,-48.275675537878065
402,14.22150024157357,-36.48634889254877,-49.348907737487,2.9091187339291067,-20.540430567091672,-53.876106250308595,9.203628934868354,-31.125504843409047,-49.37675378089206
403,14.21368002880582,-36.46656187188892,-49.36064550875664,2.815457014972349,-20.45380720038064,-53.85904243770314,12.637022268292222,-33.32182805918191,-50.86888217173561
404,14.20278779009251,-36.43977103448731,-49.37624586632807,2.7231700539756636,-20.357664760585006,-53.85391295696621,15.348058779090525,-34.87377828644075,-52.25362440694423
405,14.18886366030318,-36.40650188426326,-49.39523713902472,2.6324538214495457,-20.25188090679273,-53.861034667473504,16.751447465635565,-35.71600823774438,-52.93039283576792
406,14.17195271545626,-36.36727240045412,-49.41716062900612,2.5434628942632957,-20.13639701588617,-53.88061462368836,16.780821534016585,-35.99065813463208,-52.655590070379326
407,14.15210470897037,-36.3225883380453,-49.44157503807231,2.4563081309060517,-20.011218630113376,-53.91274739758509,15.840882712414833,-35.88024659143504,-51.66682826385998
408,14.12937378805142,-36.2729392019525,-49.46806019971117,2.3710547816187733,-19.876414578023642,-53.95741418325132,14.562012871007814,-35.58364331817239,-50.4483283180867
409,14.10381819101703,-36.21879488834598,-49.49622012430649,2.2877210782030635,-19.732114817783202,-54.014483678948224,13.514740260733657,-35.31769193959885,-49.421595885459
410,14.07549992648789,-36.16060296357238,-49.52568538798899,2.206277347224352,-19.578507107971777,-54.08371468464997,13.025745940133138,-35.263145997010426,-48.794547743914066
411,14.04448443550685,-36.09878653473744,-49.55611491213728,2.1266456883819465,-19.415832661259394,-54.16476030076011,13.141558019988937,-35.4846732302606,-48.59180952437877
412,14.01084023777854,-36.03374265564877,-49.58719719102844,2.0487002569046924,-19.244380977803022,-54.25717356926797,13.692640004338266,-35.91529907557878,-48.729728724744895
413,13.9746385633548,-35.96584120663617,-49.61865103045974,1.9722681848823669,-19.06448408555048,-54.36041436423848,14.39718708858532,-36.42342968575832,-49.0548734113683
414,13.93595297122211,-35.89542418575195,-49.65022586130132,1.897131171445318,-18.876510432668194,-54.47385731542698,14.97150557666965,-36.893117752071355,-49.37871006455801
415,13.89485895637514,-35.82280535099734,-49.68170168993201,1.8230277657165521,-18.680858682832454,-54.596800537232795,15.220594417401475,-37.25529186616155,-49.54170083466958
416,13.85143354708419,-35.74827015756006,-49.71288874329076,1.749656359617855,-18.47795165791919,-54.72847493450112,15.084456049702501,-37.47588972124992,-49.475493742091516
417,13.80575489418121,-35.67207593977665,-49.74362686066834,1.6766789001314302,-18.26823065626356,-54.868053865506084,14.63295701157483,-37.539679977491126,-49.21797131048082
418,13.75790185429817,-35.594452293971,-49.77378467803352,1.6037253227973343,-18.052150350267397,-55.01466295896343,14.021940583183815,-37.450129715433164,-48.87506624296538
419,13.70795356909002,-35.51560162496088,-49.80325864414745,1.5303987004269117,-17.830174437154085,-55.16738990404796,13.433141695572665,-37.24000725583813,-48.55833147233511
420,13.65598904256189,-35.43569982548818,-49.83197190134617,1.4562810936465775,-17.602772183620893,-55.32529405802775,13.019491348748389,-36.973997354317504,-48.33792482114318
421,13.60208671869282,-35.35489706384978,-49.85987305791829,1.3809400833917074,-17.370415971407215,-55.48741574332218,12.869598496927637,-36.73115804588046,-48.23384228954256
422,13.54632406160573,-35.27331866043723,-49.88693487363766,1.3039359602804097,-17.133579918484863,-55.652785132875835,12.995467882674955,-36.5769770033225,-48.23485374924228
423,13.48877714057408,-35.1910660386263,-49.91315287531405,1.2248295423059654,-16.89273962140002,-55.820430648395885,13.34037030002054,-36.54358389054154,-48.319338294314676
424,13.42952022217681,-35.10821773947347,-49.93854391523343,1.1431905908158007,-16.648373039523296,-55.98938681927535,13.800875295464984,-36.6252115263832,-48.464490698989756
425,13.36862537191456,-35.02483049296428,-49.96314468207357,1.0586067954960683,-16.400962522397915,-56.15870157032285,14.256483790454766,-36.785148709551905,-48.64600770029975
426,13.30616206758157,-34.94094034115128,-49.98701017126724,0.9706933020996142,-16.150997967345813,-56.32744292345364,14.599884215359957,-36.968501371969225,-48.835818049684974
427,13.24219682664525,-34.85656381045683,-50.01021211980974,0.8791027617670668,-15.898981085864717,-56.49470511222592,14.760836593136222,-37.1163529445609,-49.00381676924387
428,13.17679284982306,-34.77169913174657,-50.03283740911131,0.7835358875383193,-15.64543075351933,-56.659614118681404,14.718371455239772,-37.17827551565807,-49.12490452343645
429,13.11000968296058,-34.68632750755951,-50.05498643863151,0.6837525111930579,-15.390889417878771,-56.82133264964408,14.499453785129425,-37.12205980483305,-49.187168538828026
430,13.04190289920692,-34.60041442616694,-50.07677147264001,0.5795831405358721,-15.135930540872069,-56.97906457479513,14.166201651725467,-36.94089699790424,-49.19460269319591
431,12.97252380335542,-34.51391102197638,-50.09831496247311,0.4709410215779858,-14.881167053268554,-57.132058851860776,13.796634536112451,-36.65696962842609,-49.161556831669444
432,12.90191916006903,-34.42675548126687,-50.11974784704135,0.3578347087107499,-14.627260796399796,-57.27961296549945,13.464857562222647,-36.31811914997928,-49.1031987615221
433,12.83013094754237,-34.33887449138211,-50.14120783503254,0.24038113450295712,-14.374932914957588,-57.42107590632146,13.225545255841125,-35.98567802672403,-49.02911394719723
434,12.75719613796855,-34.25018473039278,-50.1628376731889,0.11881914296434302,-14.124975138177899,-57.5558507152398,13.105319024230793,-35.71706853367652,-48.94309084095088
435,12.68314650598064,-34.16059439291904,-50.18478340615765,-0.0064766025844640975,-13.878261836088933,-57.68339661631645,13.1012324020214,-35.550553170202136,-48.846713788666136
436,12.60800846602671,-34.07000474635051,-50.20719263465836,-0.13498151497099692,-13.635762651061587,-57.803230758674275,13.184988945271447,-35.49778149758902,-48.74291974236921
437,12.53180293941733,-33.97831171017783,-50.23021278001533,-0.26600709996891236,-13.398555367832994,-57.914929585085744,13.310982208271568,-35.545075638516856,-48.63748331707258
438,12.4545452515583,-33.88540744962209,-50.25398936440012,-0.3986876208989611,-13.167838479938188,-58.018129841681,13.426438248979537,-35.66075796578969,-48.53850880659314
439,12.37624505965045,-33.79118197329484,-50.27866431735936,-0.5319682325874383,-12.94494261870349,-58.112529239968026,13.482322269181303,-35.804637584226526,-48.455075557159304
440,12.29690631090865,-33.69552472329798,-50.30437432029123,-0.6645958024731282,-12.7313396180143,-58.19788677911956,13.443801238672844,-35.936450804294,-48.396225501474035
441,12.21652723112338,-33.59832614505272,-50.33124920142848,-0.7951141357585542,-12.52864749217699,-58.274022733339024,13.298716655048594,-36.02171293385658,-48.370707494890084
442,12.13510034316646,-33.4994792232873,-50.35941039452223,-0.9218658971611546,-12.338629031592715,-58.34081830612596,13.061867483047099,-36.03527270030774,-48.38668259983014
443,12.05261251482825,-33.39888097006406,-50.38896947475762,-1.0430040977519948,-12.163181147881252,-58.39821495048302,12.772580591655146,-35.963758797109875,-48.45000966679988
444,11.96904503517054,-33.29643385052875,-50.42002678542518,-1.1565164399348584,-12.004311678126463,-58.44621335158615,12.483985782696124,-35.8071485719477,-48.56091846185346
445,11.88437371839076,-33.19204713224411,-50.45267016850476,-1.2602658421436221,-11.864100331676884,-58.48487206623014,12.2451449937724,-35.577773827385755,-48.71115917054524
446,11.79856903401813,-33.08563814454212,-50.48697381157353,-1.3520497722694338,-11.744641157427013,-58.5143058115203,12.081092731606562,-35.29501562114773,-48.88433988638691
447,11.71159626210733,-32.97713343527904,-50.52299722234107,-1.4296792746591647,-11.647965655171229,-58.53468339386856,11.979002085340236,-34.97693510690708,-49.059827925593495
448,11.62341567195651,-32.8664698136969,-50.56078434065974,-1.4910756056757677,-11.575948625468206,-58.54622526844628,11.888580873426053,-34.633263194994235,-49.217850771470225
449,11.53398272275912,-32.75359526973188,-50.60036279610352,-1.5343784091583554,-11.530202836514722,-58.54920071892583,11.739807461258092,-34.263925701973655,-49.343189527136104
450,11.44324828450197,-32.63846976202326,-50.6417433171965,-1.5580551560834095,-11.511972793286994,-58.54392464771079,11.472409148658048,-33.86361404902507,-49.42659470565657
451,11.35115887734486,-32.52106586899355,-50.68491929618126,-1.4109520756044769,-11.544859259553023,-58.65805160964943,11.564750360334177,-33.97595916062315,-49.43432237526698
452,11.25765692766164,-32.40136929962325,-50.72986651090577,-1.2527947248698101,-11.588637471043173,-58.77218105150749,11.518868769433867,-34.0013303850426,-49.42424434424549
453,11.16268103888703,-32.27937926285203,-50.77654300306619,-1.0843815046671392,-11.642820611888405,-58.88603154288475,11.376217523101781,-33.96344623318231,-49.400077449689235
454,11.06616627529733,-32.1551086968256,-50.82488910973728,-0.906571341261889,-11.706869751418926,-58.99931485110649,11.187682113064202,-33.88742622659769,-49.367621376456555
455,10.9680444568559,-32.02858436139849,-50.87482764293569,-0.7202656653744208,-11.780211426104927,-59.11173634434648,11.00382931745667,-33.79625303584683,-49.33466016942562
456,10.86824446327419,-31.89984679933071,-50.926264209951,-0.5263922012687784,-11.862253383168083,-59.22299541943944,10.865891373980354,-33.70757643128668,-49.31096834932215
457,10.76669254547493,-31.76895017342336,-50.97908766541032,-0.3258909705067244,-11.952398081729786,-59.33278595400961,10.799579397255348,-33.63154944988494,-49.308246594342904
458,10.66331264269422,-31.63596198838195,-51.03317068454714,-0.11970265706690407,-12.05005380529039,-59.440796782473086,10.812750691477223,-33.5700809783964,-49.33966786330197
459,10.55802670352191,-31.50096270744157,-51.08837044596262,0.09124071749043831,-12.154643437440617,-59.54671219539203,10.896793331710146,-33.5175131729225,-49.41874398628364
460,10.4507550092537,-31.36404527472352,-51.14452941130586,0.3060229946453322,-12.265611087309876,-59.65021246157316,11.030762155059223,-33.46243511221557,-49.55743253171229
461,10.3414164980109,-31.22531455491321,-51.20147618876123,0.5237492185827893,-12.382426828783037,-59.750974372207914,11.186964881693132,-33.39021047099274,-49.76368967614167
462,10.22992908817374,-31.08488670216254,-51.25902646700912,0.7435494100764345,-12.504589849542775,-59.848671806250984,11.336767887885394,-33.285810864254714,-50.03891433900131
463,10.11620999977066,-30.94288847014927,-51.31698400638914,0.9645810690624598,-12.63163030540177,-59.94297631612895,11.455672012677939,-33.136616056197845,-50.37587076975194
464,10.00017607256482,-30.7994564750004,-51.37514167432452,1.1860306788194386,-12.763110153948022,-60.033557732761984,11.52702912589894,-32.934873060428025,-50.757732933972314
465,9.881744079682035,-30.65473642233568,-51.43328251261535,1.4071144517576069,-12.898623208730065,-60.12008478877205,11.544043414824815,-32.67947832223525,-51.1588556948522
466,9.760831035727,-30.50888230905732,-51.49118082494211,1.6270785194845685,-13.037794617988268,-60.202225758640125,11.509920106417994,-32.376731922606325,-51.54767161798706
467,9.637354498437988,-30.36205560973748,-51.54860327379978,1.8451987326617152,-13.180279934899092,-60.279649114467816,11.436227427349673,-32.03980564117388,-51.89166550492519
468,9.511232863031339,-30.21442445657541,-51.60530997706113,2.06078020193255,-13.325763912176292,-60.35202419589416,11.339768314847836,-31.68689966578287,-52.16372985657878
469,9.38238564848584,-30.06616282095307,-51.66105559541044,2.2731566812609882,-13.473959124034879,-60.419021892618126,11.238525014996096,-31.338376570101147,-52.3485446270144
470,9.250733775113133,-29.91744970363997,-51.71559040296175,2.481689869813813,-13.624604493417543,-60.480315337884385,11.14749149935083,-31.013443919220563,-52.44723503002629
471,9.116199832850883,-29.76846833971893,-51.76866133444682,2.6857686879362825,-13.777463781888947,-60.53558061120489,11.075341378804294,-30.72709819482319,-52.47868877488356
472,8.97870833980266,-29.61940542334669,-51.82001300339963,2.8848085663728087,-13.932324083287932,-60.58449744851118,11.022775895211883,-30.48797720038486,-52.47664143694386
473,8.83818599062992,-29.4704503565488,-51.86938868676162,3.078250775108526,-14.088994349522322,-60.626749957865,10.982995975635234,-30.29750526370269,-52.48280250357588
474,8.694561894476756,-29.3217945253913,-51.9165312722637,3.2655618084488074,-14.247303967194606,-60.66202733879849,10.944107375658849,-30.150345942074487,-52.53751506759717
475,8.547767802179122,-29.17363060608344,-51.96118416579841,3.446232835651244,-14.407101396493463,-60.690024603309055,10.892615128800967,-30.035839457017538,-52.67027859735428
476,8.397738322573707,-29.026151902854,-52.00309215677125,3.6197792210707664,-14.56825287847141,-60.710443296497836,10.816798936392834,-29.939923241137265,-52.89261638415275
477,8.244411127780346,-28.87955171881062,-52.0420022401124,3.7857401139485356,-14.730641213025432,-60.72299221481828,10.708911231539464,-29.847071189585844,-53.19518943364153
478,8.087727147384372,-28.73402276043711,-52.07766439423254,3.9436781053122134,-14.894164607251039,-60.72738811988849,10.565767177942464,-29.74200202497838,-53.54992399045476
479,7.927630751491557,-28.5897565759106,-52.1098323147316,4.09317894767865,-15.05873559206666,-60.723356445819505,10.388068869233209,-29.61117749102356,-53.9165452121397
480,7.764069922669905,-28.44694302701623,-52.13826410410766,4.233851332128935,-15.22428000387846,-60.71063199802127,10.179296325020546,-29.444282731996125,-54.251683644797666
481,7.596996416827953,-28.30576979410718,-52.16272291808311,4.365326716689244,-15.390736027401045,-60.688959641467164,9.944966178179802,-29.23584476891663,-54.51803768517247
482,7.42636591311004,-28.16642191328699,-52.182977569463,4.48725919965993,-15.558053295431558,-60.65809497642931,9.692589466891812,-28.986898993639798,-54.691193618532324
483,7.252138152914798,-28.02908134478066,-52.19880309067787,4.599325431489322,-15.726192041291666,-60.617804999732634,9.43206254957513,-28.706274310678094,-54.76259779016156
484,7.074277068164379,-27.89392657129829,-52.2099812563452,4.70122455891016,-15.895122299727518,-60.567868749626214,9.175827161475258,-28.410818534346316,-54.73850061171134
485,6.892750898969256,-27.7611322250775,-52.21630106731991,4.792678195287047,-16.06482315223484,-60.50807793242227,8.938120623135216,-28.123894661742405,-54.635939691499985
486,6.707532300846608,-27.63086874221064,-52.21755919779428,4.873430411422506,-16.235282013014928,-60.43823752911685,8.732988084357949,-27.871818436730486,-54.47755138372266
487,6.518598441660165,-27.50330204281386,-52.21356040706814,4.943247741406042,-16.40649395203588,-60.358166380273715,8.571260181882232,-27.67851237660106,-54.286986066358764
488,6.325931088456189,-27.37859323557324,-52.20411791763711,5.001919198442789,-16.578461051953795,-60.2676977475256,8.457164519907927,-27.559334181513375,-54.08603998477355
489,6.129516684373713,-27.25689834520081,-52.18905376125143,5.049256295952379,-16.751191795924157,-60.166679850125995,8.385478359664358,-27.51557190898517,-53.89364352237339
490,5.929346415808904,-27.13836806134952,-52.16819909458335,5.085093069573144,-16.924700483596485,-60.054976375065024,8.340158458596992,-27.531312869089074,-53.72601375375317
491,5.725416270012065,-27.02314750756497,-52.14139448611029,5.109286096035469,-17.09900667282892,-59.9324669593481,8.295295422412337,-27.57418838444228,-53.59694946223826
492,5.517727083293265,-26.91137602888813,-52.1084901757802,5.121714505177534,-17.274134644880807,-59.79904764312363,8.218984737552955,-27.600789606861934,-53.51750131991152
493,5.306284580007801,-26.80318699676875,-52.06934630897628,5.122279981663441,-17.450112891038366,-59.654631292433386,8.080051870039064,-27.566302422475115,-53.494849896819126
494,5.09109940248717,-26.69870762999729,-52.02383314624161,5.110906753228019,-17.62697361880188,-59.49914799044979,7.856411952381078,-27.4363195073789,-53.53078332305529
495,4.872187132073607,-26.59805883041358,-51.97183125016807,5.087541562514186,-17.804752275912012,-59.3325453961546,7.54257741154941,-27.197423591861906,-53.620423645604454
496,4.64956830140945,-26.50135503220088,-51.91323165079324,5.052153619787481,-17.983487090619946,-59.15478906950258,7.1532712621934955,-26.86275695308124,-53.751812422287365
497,4.423268398122827,-26.4087040636239,-51.84793599079031,5.004734534010569,-18.16321862671152,-58.96586276220519,6.7209665571981185,-26.4699241392593,-53.90678864861673
498,4.19331786004302,-26.32020702011688,-51.77585665167943,4.945298219937996,-18.343989351882307,-58.76576867335619,6.287426572581031,-26.071125437556752,-54.063341909315625
499,3.959752062069508,-26.23595814767145,-51.69691686223395,4.8738807790511425,-18.525843218128966,-58.554527669209946,5.891957624676845,-25.718484296312422,-54.199209545234574
500,3.722611294809103,-26.156044735515,-51.61105079020525,4.790540352295381,-18.708825252875517,-58.33217946650946,5.560532804685726,-25.449579455289303,-54.29588406464421
501,3.481940735086957,-26.08054701710597,-51.51820361844305,4.695356942708276,-18.892981159591766,-58.09878277884386,5.299196921016143,-25.27794575349265,-54.34169160996238
502,3.237790408427638,-26.00953807850399,-51.41833160644853,4.588432206140674,-19.078356926688112,-57.85441542560046,5.092911181716567,-25.19098479136902,-54.33267365377355
503,2.990215143595277,-25.94308377319898,-51.31140213836028,4.46988920837318,-19.26499844348696,-57.599174403153796,4.909145683804715,-25.155035208388632,-54.27085205303652
504,2.739274519272613,-25.88124264250381,-51.19739375834539,4.339872147020868,-19.452951122078233,-57.333175918014696,4.705031444720908,-25.12565792330228,-54.16066780019257
505,2.485032802952579,-25.82406584063141,-51.07629619434427,4.198546036699832,-19.642259523866922,-57.056555381739486,4.4368012960198735,-25.06030935735992,-54.00519746466871
506,2.227558882110404,-25.77159706358604,-50.94811037109987,4.046096356003963,-19.83296698961469,-56.7694673674711,4.069591746015594,-24.9299599199814,-53.80372125564837
507,1.966926187717607,-25.72387248100345,-50.81284841339418,3.88272865490826,-20.025115271768584,-56.472085528060845,3.5850290758195325,-24.726251159287106,-53.551537467671324
508,1.703212610157077,-25.6809206700725,-50.67053364041007,3.7086681212808683,-20.218744167857505,-56.16460247578898,2.984528583279084,-24.462087635020257,-53.242119293856106
509,1.436500407594813,-25.64276255066269,-50.52120055214156,3.524159105248815,-20.41389115372462,-55.847229623774055,2.2879254969928855,-24.165817816411877,-52.87113163151715
510,1.166876106862739,-25.60941132076997,-50.3648948087875,3.329464600227494,-20.61059101535088,-55.52019698923134,1.5287924468009613,-23.871289766136762,-52.44141382346384
511,0.8944303969082328,-25.58087239137102,-50.20167320408272,3.1248656794895635,-20.80887547801485,-55.183752958813564,0.7484195484954514,-23.607163665971115,-51.96753793242429
512,0.6192580148664891,-25.55714331975207,-50.03160363354877,2.910660887221263,-21.00877283152605,-54.8381640163383,-0.010296279965478217,-23.388804891426794,-51.47785814187908
513,0.3414576248175745,-25.53821374034383,-49.85476505868149,2.6871655830927113,-21.210307550266002,-54.483714433282856,-0.709002928006369,-23.21542292428944,-51.01140716440836
514,0.0611316892934227,-25.52406529205514,-49.67124746813847,2.454711239457395,-21.413499906772962,-54.120705922508925,-1.3203110277706127,-23.074230079355807,-50.607594976030754
515,-0.2216136663904225,-25.5146715410513,-49.48115183704156,2.213644690396398,-21.61836557761379,-53.74945725576429,-1.8334487528991033,-22.951443950113575,-50.2898609320425
516,-0.5066687968956057,-25.50999789786786,-49.28459008557434,1.9643273319391286,-21.82491524029962,-53.37030384560558,-2.25652265891613,-22.845828906850105,-50.050160293638264
517,-0.7939206866189179,-25.51000152768911,-49.08168503812587,1.7071342729244672,-22.033154160020292,-52.98359729249254,-2.6129251216643974,-22.776320108374083,-49.84515632521704
518,-1.083253106339194,-25.51463125255074,-48.87257038431646,1.4424534361190966,-22.243081764994947,-52.58970489792963,-2.9320457504483586,-22.776774291613062,-49.610889134845166
519,-1.374546776628545,-25.52382744414681,-48.65739064333369,1.1706846093837642,-22.454691209259863,-52.18900914467101,-3.2378772209352737,-22.879310746775737,-49.29086215912818
520,-1.667679537886044,-25.53752190583455,-48.43630113311205,0.8922384468774288,-22.66796892173611,-51.78190714517821,-3.5411048809099936,-23.095676726788934,-48.86253842672412
521,-1.962526526831588,-25.55563774233443,-48.20946794600394,0.6075354205127328,-22.882894140433553,-51.368810059720346,-3.8393709135503595,-23.40675095452917,-48.347472432870006
522,-2.258960359276212,-25.57808921551916,-47.97706793271622,0.31700472212745595,-23.099438430646515,-50.95014248575231,-4.126016689233348,-23.76487189451112,-47.80012190541237
523,-2.556851318960719,-25.6047815845717,-47.73928869642123,0.021083117115610908,-23.317565185969972,-50.52634182050469,-4.401041815359094,-24.10719291678732,-47.28342698867154
524,-2.856067552229549,-25.63561092867322,-47.49632859909738,-0.2797862494319246,-23.537229110900135,-50.09785759908261,-4.674334390290184,-24.37417422420033,-46.847006938536566
525,-3.156475268278888,-25.67046395025651,-47.2483967823058,-0.5851550926943304,-23.758375683662425,-49.66515081081666,-4.956552191867342,-24.526547447556116,-46.519258402904526
526,-3.457938944689595,-25.70921775672988,-46.99571320476731,-0.8945712724535398,-23.980940597712063,-49.228693197159224,-5.245522921106995,-24.555747877077426,-46.310482506563055
527,-3.760321537925714,-25.75173961844862,-46.73850869926257,-1.2075801196694336,-24.20484918004868,-48.788966535096286,-5.522910945231777,-24.485603571496657,-46.21449407596441
528,-4.06348469844778,-25.79788670058681,-46.47702505153291,-1.523725802773912,-24.430015784044528,-48.34646191087948,-5.767126190387192,-24.366135135564,-46.201881710845804
529,-4.367288990059428,-25.84750576644981,-46.21151510400173,-1.8425527307438785,-24.656343153861197,-47.90167898991777,-5.97146102603008,-24.262132787132636,-46.21327611682614
530,-4.671594113073082,-25.90043284967938,-45.94224288725702,-2.1636069895871204,-24.883721756671665,-47.45512528994265,-6.150111441329935,-24.2386535197712,-46.16784624857648
531,-4.976259130849034,-25.95649289275013,-45.66948378232093,-2.486437808444994,-25.112029077748883,-47.00731546614084,-6.32655979371052,-24.345118974569747,-45.99088475963012
532,-5.281142699230553,-26.01549934915629,-45.39352471676126,-2.810599051087451,-25.341128871949593,-46.55877061890161,-6.514834401356379,-24.601670849148512,-45.64632146292659
533,-5.586103298366357,-26.07725374676922,-45.11466439765027,-3.13565072815446,-25.57087036311813,-46.110017637242336,-6.70830891125547,-24.993131816064803,-45.1541496813966
534,-5.890999466383383,-26.14154521003709,-44.83321358421463,-3.46116052509257,-25.80108738034309,-45.66158859396809,-6.883044789996576,-25.474005876308993,-44.58230787361779
535,-6.19569003434269,-26.20814993904179,-44.54949540270258,-3.7867053403466846,-26.031597416678554,-45.21402021232153,-7.012413204844811,-25.983508682509108,-44.017257243025774
536,-6.500034361886428,-26.2768306439812,-44.26384570546994,-4.111872828004014,-26.262200591718305,-44.76785342846077,-7.083250463629633,-26.465345804298394,-43.528245214648415
537,-6.803892572958913,-26.34733593447213,-43.97661347548166,-4.43626293874808,-26.492678494078064,-44.323633079765564,-7.103898409678603,-26.884392546170613,-43.14271275397465
538,-7.107125790962125,-26.41939966426111,-43.68816127625627,-4.7594894526691265,-26.722792873147803,-43.88190775597346,-7.101292918234249,-27.23296860006317,-42.84295759410709
539,-7.409596372687371,-26.49274023359382,-43.39886574563615,-5.08118149719014,-26.952284141119694,-43.44322985878064,-7.112605409612321,-27.524108868693492,-42.5811242138138
540,-7.711168140346259,-26.56705985376427,-43.10911812951339,-5.400985043099534,-27.18086963592937,-43.00815592617455,-7.178702308714806,-27.776221630846027,-42.30085369860585
541,-8.011706611010336,-26.64204378140158,-42.8193248486194,-5.718564371428695,-27.40824158296161,-42.57724729079613,-7.340257004393507,-27.998461408565987,-41.9554386674716
542,-8.311079222753994,-26.71735953404763,-42.5299080875033,-6.0336035036627,-27.634064677728432,-42.15107115751923,-7.630705137261379,-28.185555419397765,-41.51958600544931
543,-8.609155556785034,-26.7926561037518,-42.24130638966322,-6.345807587515999,-27.85797319278366,-41.730202204624824,-8.061812627152598,-28.323872840868614,-40.997292287957336
544,-8.905807554835398,-26.8675631920022,-41.95397523621232,-6.6549042302309855,-28.079567489540132,-41.31522483581726,-8.60696194300726,-28.400867353165644,-40.42868870888452
545,-9.200909731073168,-26.94169049757965,-41.668387577205,-6.960644771052764,-28.298409789286005,-40.90673623699774,-9.19621666202956,-28.405993601656952,-39.893802445687314
546,-9.494339377784975,-27.01462709910441,-41.38503427457847,-7.262805484189365,-28.51401902799328,-40.50535042174932,-9.736592710375112,-28.32146132866416,-39.501537159303545
547,-9.7859767640613,-27.08594098633863,-41.10442440338716,-7.56118870317665,-28.725864588014232,-40.11170348137461,-10.154635612986873,-28.123277317705487,-39.3463707923
548,-10.07570532669654,-27.15517880879373,-40.82708534354175,-7.855623857127283,-28.933358670064695,-39.72646028545389,-10.433979233625177,-27.811838589105662,-39.44080365696819
549,-10.36341185248792,-27.22186592676589,-40.55356257771921,-8.145968408862737,-29.135847048302043,-39.35032289996244,-10.61737185806489,-27.44062427077256,-39.685411420336415
550,-10.64898665107846,-27.28550686816483,-40.28441909290641,-8.432108684413402,-29.33259795350824,-38.98404098829035,-10.773334994727271,-27.098193028625786,-39.920955326765714
551,-10.93232371743852,-27.34558631353486,-40.02023426405641,-8.713960582852648,-29.522788878725407,-38.62842441168553,-10.955566589216172,-26.86384801874363,-40.01388457566052
