case,phi,phi_frac_pi,voltage,observable,abs_glr,gll_proxy,grr_proxy,glr_proxy
positive_control,0.973893722612836,0.31,-0.15,1.510743929519912e-06,3.0227726408648456e-06,1.95835667612804,2.07596869850719,3.0227726408648456e-06
positive_control,0.973893722612836,0.31,-0.14,1.5323936353216945e-06,3.066085669011999e-06,1.962235366143664,2.079856966134805,3.066085669011999e-06
positive_control,0.973893722612836,0.31,-0.13,1.5793652595206857e-06,3.1600706388697902e-06,1.9656878846955936,2.0836035218374795,3.1600706388697902e-06
positive_control,0.973893722612836,0.31,-0.12,1.6538317723931815e-06,3.309073264090107e-06,1.9687761486375173,2.087154529149458,3.309073264090107e-06
positive_control,0.973893722612836,0.31,-0.11,1.7582461760186211e-06,3.5179991795882747e-06,1.971534338029829,2.090408143853616,3.5179991795882747e-06
positive_control,0.973893722612836,0.31,-0.1,1.8948529102311724e-06,3.7913351171143497e-06,1.9739715041424344,2.093195687230877,3.7913351171143497e-06
positive_control,0.973893722612836,0.31,-0.09,2.064291448473713e-06,4.130353077938952e-06,1.976069458565596,2.095253826247204,4.130353077938952e-06
positive_control,0.973893722612836,0.31,-0.08,2.2624809481182787e-06,4.526874421930977e-06,1.977776070930338,2.0961866735272907,4.526874421930977e-06
positive_control,0.973893722612836,0.31,-0.07,2.474251564623695e-06,4.950524669500983e-06,1.978993605416562,2.0954199735652743,4.950524669500983e-06
positive_control,0.973893722612836,0.31,-0.06,2.6613328131757976e-06,5.324701919039568e-06,1.9795627258678443,2.0921589980614903,5.324701919039568e-06
positive_control,0.973893722612836,0.31,-0.05,2.742403360620599e-06,5.486677529096079e-06,1.97924776545183,2.085382840473256,5.486677529096079e-06
positive_control,0.973893722612836,0.31,-0.04,2.5679800982393718e-06,5.1374084873912565e-06,1.977743357956809,2.073943590815289,5.1374084873912565e-06
positive_control,0.973893722612836,0.31,-0.03,1.912135314402299e-06,3.825064217269494e-06,1.9747524834398524,2.0568728624943424,3.825064217269494e-06
positive_control,0.973893722612836,0.31,-0.02,5.410771804815902e-07,1.0822915271853478e-06,1.9702129055688733,2.0339607643188766,1.0822915271853478e-06
positive_control,0.973893722612836,0.31,-0.01,1.5761585252243886e-06,3.152491535372022e-06,1.9646666826646852,2.006447151856855,-3.152491535372022e-06
positive_control,0.973893722612836,0.31,0.0,4.023997611707094e-06,8.04807794703434e-06,1.959436860541374,1.977286004738724,-8.04807794703434e-06
positive_control,0.973893722612836,0.31,0.0099999999999999,6.0461036480938344e-06,1.2092220047025096e-05,1.956072769601644,1.9503997284319443,-1.2092220047025096e-05
positive_control,0.973893722612836,0.31,0.0199999999999999,7.089320893201631e-06,1.4178964294840354e-05,1.9553352449680468,1.9291357634912365,-1.4178964294840354e-05
