case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
dot_mimic,0.5969026041820606,-0.11000000000000001,9.363720994484751e-09,2.1215132428861745e-08,-1.1851411434376994e-08,1.9321585504224055,2.1117183330057263,0.07706101238243325,0.15409275229466746,0.14490245010861624,0.04237440743752972
dot_mimic,0.5969026041820606,-0.1,8.943229792512209e-09,2.1367392198614596e-08,-1.2424162406102387e-08,1.9264463491675874,2.1076754408435234,0.09061661106114921,0.14620054324183596,0.16417024946939932,0.03852508997415015
dot_mimic,0.5969026041820606,-0.09000000000000001,9.002235919922672e-09,2.2466188206659004e-08,-1.3463952286736331e-08,1.9199279099087978,2.103950097476797,0.10830666736128604,0.1395480050346749,0.18837874398853582,0.035597894093925955
dot_mimic,0.5969026041820606,-0.08000000000000002,9.53634264656525e-09,2.4728067562530862e-08,-1.5191724915965613e-08,1.91246813683384,2.1004776494835484,0.13187760856720737,0.13395758299126978,0.21940945654164218,0.03347991831599633
dot_mimic,0.5969026041820606,-0.07,1.060023713496108e-08,2.8599487108639794e-08,-1.7999249973678714e-08,1.9039608481905157,2.0972036258905766,0.16401586828458187,0.12928865219324595,0.26005500209481613,0.03208500830341947
dot_mimic,0.5969026041820606,-0.06,1.2303541792214106e-08,3.4926953092716e-08,-2.2623411300501897e-08,1.8944285124350226,2.0940811607334675,0.2089189249434098,0.12542990953416427,0.31449038988497585,0.031348726177285485
dot_mimic,0.5969026041820606,-0.05000000000000002,1.4782822540504803e-08,4.532535435353184e-08,-3.054253181302704e-08,1.8842868477606727,2.091068970334569,0.27313839369707144,0.12229365887221086,0.38885151539386686,0.031224657995110264
dot_mimic,0.5969026041820606,-0.04000000000000001,1.8058775426928753e-08,6.301587262050955e-08,-4.4957097193580795e-08,1.8750157340660127,2.088129727863981,0.36642719521522515,0.11981152395456812,0.49141141619211515,0.03168175113348993
dot_mimic,0.5969026041820606,-0.03,2.1483961539194966e-08,9.498169609677339e-08,-7.349773455757842e-08,1.8707102705866814,2.085228716620677,0.5007009293306068,0.11793125143542936,0.6299905852461909,0.03270246131701772
dot_mimic,0.5969026041820606,-0.020000000000000018,2.2299813049566817e-08,1.5974975962181156e-07,-1.3744994657224473e-07,1.8807405619862645,2.08233267096334,0.6796120129062067,0.11661436003685119,0.7988713134699956,0.03428155162356434
dot_mimic,0.5969026041820606,-0.010000000000000009,2.5335774663574657e-08,3.5262305128616065e-07,-3.27287276622586e-07,1.9200854896295407,2.0794087279111904,0.862337929343868,0.11583444979817024,0.9422521124270506,0.03642539459970342
dot_mimic,0.5969026041820606,0.0,5.517488333582738e-06,5.762060581161114e-06,-2.4457224757837524e-07,2.0015446916273367,2.076419748976794,0.5612363834492476,0.11557395809709217,0.5596914472496635,0.0391539645480507
dot_mimic,0.5969026041820606,0.009999999999999981,3.475886762106171e-07,4.696874528454624e-08,3.006199309260709e-07,2.050353504511551,2.0733415371785404,0.8623379293438677,0.11583444979817009,0.8119847254522472,0.04249321323956046
dot_mimic,0.5969026041820606,0.01999999999999999,1.7087118648398622e-07,5.1123862972344296e-08,1.1974732351164191e-07,2.0912148127570567,2.0701260634986287,0.6796120129062089,0.11661436003685108,0.5883973198964761,0.0464884162855458
dot_mimic,0.5969026041820606,0.03,1.123190226877014e-07,5.290277178214579e-08,5.941625090555562e-08,2.1030366486563596,2.0667351273776204,0.5007009293306065,0.11793125143542948,0.39766434009049756,0.05119618347405969
dot_mimic,0.5969026041820606,0.03999999999999998,8.268128564835576e-08,4.971356605055093e-08,3.2967719597804826e-08,2.1000856560175793,2.063122246158476,0.36642719521522604,0.11981152395456818,0.2663415721653666,0.05668931076381163
dot_mimic,0.5969026041820606,0.04999999999999999,6.583642210016618e-08,4.612698035197712e-08,1.970944174818906e-08,2.0917355341845347,2.059234173786106,0.2731383936970713,0.12229365887221084,0.18140287922197815,0.06305950479554658
dot_mimic,0.5969026041820606,0.06,5.5889673587201175e-08,4.358959815497512e-08,1.2300075432226055e-08,2.08219898424075,2.055009006081577,0.20891892494340958,0.12542990953416416,0.1267199530027354,0.07042091575266272
