phi,mode_index,energy
0.8639379797371931,8,0.19780714277611058
0.8639379797371931,9,-0.19780714277611072
0.8639379797371931,10,0.22068205402731686
0.8639379797371931,11,-0.22068205402731728
0.9424777960769378,0,-2.104316228587992e-05
0.9424777960769378,1,2.1043162286160352e-05
0.9424777960769378,2,-0.19936351530528196
0.9424777960769378,3,0.1993635153052823
0.9424777960769378,4,0.20731985732732053
0.9424777960769378,5,-0.20731985732732053
0.9424777960769378,6,0.22030735506721721
0.9424777960769378,7,-0.22030735506721752
0.9424777960769378,8,-0.23799547163492246
0.9424777960769378,9,0.23799547163492296
0.9424777960769378,10,0.26005219753175896
0.9424777960769378,11,-0.260052197531759
1.0210176124166828,0,1.5364307392006442e-05
1.0210176124166828,1,-1.5364307392660748e-05
1.0210176124166828,2,-0.24327280819157746
1.0210176124166828,3,0.243272808191578
1.0210176124166828,4,-0.2508297982439815
1.0210176124166828,5,0.25082979824398177
1.0210176124166828,6,-0.26324978486258255
1.0210176124166828,7,0.2632497848625829
1.0210176124166828,8,-0.28024753886709153
1.0210176124166828,9,0.2802475388670923
1.0210176124166828,10,0.30163394347359174
1.0210176124166828,11,-0.3016339434735918
1.0995574287564276,0,5.779432261258503e-05
1.0995574287564276,1,-5.7794322613485096e-05
1.0995574287564276,2,-0.2881188393037548
1.0995574287564276,3,0.288118839303755
1.0995574287564276,4,0.2881422512945851
1.0995574287564276,5,-0.2881422512945857
1.0995574287564276,6,0.29388150464931195
1.0995574287564276,7,-0.293881504649312
1.0995574287564276,8,-0.2954698382089959
1.0995574287564276,9,0.2954698382089967
1.0995574287564276,10,-0.3075161856414808
1.0995574287564276,11,0.30751618564148125
1.1780972450961724,0,6.243598173756132e-05
1.1780972450961724,1,-6.243598173930942e-05
1.1780972450961724,2,0.2729787314780552
1.1780972450961724,3,-0.27297873147805546
1.1780972450961724,4,-0.2762515939118502
1.1780972450961724,5,0.27625159391185067
1.1780972450961724,6,0.31599821892476115
1.1780972450961724,7,-0.315998218924762
1.1780972450961724,8,-0.3244840732902303
1.1780972450961724,9,0.32448407329023043
1.1780972450961724,10,-0.3336428186139161
1.1780972450961724,11,0.3336428186139163
1.2566370614359172,0,0.00013727416605173896
1.2566370614359172,1,-0.0001372741660520799
1.2566370614359172,2,0.25605039697781196
1.2566370614359172,3,-0.25605039697781207
1.2566370614359172,4,0.26300222425948816
1.2566370614359172,5,-0.2630022242594888
1.2566370614359172,6,0.2977095451765081
1.2566370614359172,7,-0.2977095451765085
1.2566370614359172,8,0.31834940116920646
1.2566370614359172,9,-0.31834940116920735
1.2566370614359172,10,0.3572368004081768
1.2566370614359172,11,-0.35723680040817724
1.335176877775662,0,0.00018494671115081176
1.335176877775662,1,-0.00018494671115102857
1.335176877775662,2,-0.24196765341780743
1.335176877775662,3,0.2419676534178079
1.335176877775662,4,0.24727005407908922
1.335176877775662,5,-0.24727005407908983
1.335176877775662,6,0.2882410378590427
1.335176877775662,7,-0.28824103785904276
1.335176877775662,8,0.30157326256879274
1.335176877775662,9,-0.3015732625687929
1.335176877775662,10,-0.35433762663756685
1.335176877775662,11,0.3543376266375674
1.4137166941154067,0,0.0002802568317934798
1.4137166941154067,1,-0.0002802568317937056
1.4137166941154067,2,-0.22699313569487387
1.4137166941154067,3,0.226993135694874
1.4137166941154067,4,0.23495222434909538
1.4137166941154067,5,-0.23495222434909566
1.4137166941154067,6,0.27272155394021574
1.4137166941154067,7,-0.2727215539402162
1.4137166941154067,8,0.29527862138267585
1.4137166941154067,9,-0.29527862138267613
1.4137166941154067,10,0.3362543982676201
1.4137166941154067,11,-0.33625439826762027
1.4922565104551515,0,0.000475130814610957
1.4922565104551515,1,-0.0004751308146112696
1.4922565104551515,2,-0.21364261694171763
1.4922565104551515,3,0.2136426169417181
1.4922565104551515,4,0.2218268486464367
1.4922565104551515,5,-0.2218268486464372
1.4922565104551515,6,-0.26274814117536194
1.4922565104551515,7,0.2627481411753637
1.4922565104551515,8,0.28209807305608814
1.4922565104551515,9,-0.2820980730560884
1.4922565104551515,10,-0.3321347507436552
1.4922565104551515,11,0.33213475074365617
1.5707963267948963,0,-0.0004509033311715593
1.5707963267948963,1,0.00045090333117198773
1.5707963267948963,2,0.20123864918921455
1.5707963267948963,3,-0.20123864918921489
1.5707963267948963,4,-0.2092564575894777
1.5707963267948963,5,0.20925645758947845
1.5707963267948963,6,-0.2517195644093472
1.5707963267948963,7,0.2517195644093479
1.5707963267948963,8,-0.2734898843324843
1.5707963267948963,9,0.27348988433248517
1.5707963267948963,10,-0.3190855385386637
1.5707963267948963,11,0.31908553853866395
1.6493361431346412,0,0.0011018484656907723
1.6493361431346412,1,-0.0011018484656908222
1.6493361431346412,2,-0.18767454617715185
1.6493361431346412,3,0.1876745461771519
1.6493361431346412,4,-0.20031706848424022
1.6493361431346412,5,0.2003170684842407
1.6493361431346412,6,-0.23873295110460746
1.6493361431346412,7,0.23873295110460888
1.6493361431346412,8,0.2670812153038421
1.6493361431346412,9,-0.2670812153038423
1.6493361431346412,10,0.31018200799152984
1.6493361431346412,11,-0.3101820079915299
1.727875959474386,0,-0.00039092687114756407
1.727875959474386,1,0.00039092687114782964
1.727875959474386,2,0.1793945083636154
1.727875959474386,3,-0.1793945083636158
1.727875959474386,4,-0.1848297112474664
1.727875959474386,5,0.184829711247467
1.727875959474386,6,-0.23602392260987512
1.727875959474386,7,0.23602392260987567
1.727875959474386,8,-0.25117191528836197
1.727875959474386,9,0.2511719152883625
1.727875959474386,10,0.3072690521607383
1.727875959474386,11,-0.3072690521607388
1.8064157758141308,0,-0.0022042135147122776
1.8064157758141308,1,0.0022042135147137608
1.8064157758141308,2,-0.16409529091951472
1.8064157758141308,3,0.16409529091951489
