candidate,eta,alpha,barrier_Z,bias,conductance,conductance_minus_one,conductance_minus_curve_min,mean_frustration
chiral,0.0,1.0471975511965976,0.0,-0.055999999999999994,2.3299017079988626,1.3299017079988626,1.097782839174728,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.04799999999999999,2.4056478251105684,1.4056478251105684,1.1735289562864337,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.03999999999999998,2.4518499140571044,1.4518499140571044,1.2197310452329697,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.03199999999999997,2.472635934485036,1.472635934485036,1.2405170656609013,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.023999999999999994,2.477256650095799,1.477256650095799,1.2451377812716644,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.015999999999999986,2.470217351870017,1.470217351870017,1.2380984830458823,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,-0.00799999999999998,2.457033524895861,1.457033524895861,1.2249146560717263,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.0,2.4499343371484117,1.4499343371484117,1.217815468324277,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.008000000000000007,2.457033524895861,1.457033524895861,1.2249146560717263,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.016000000000000014,2.470217351870017,1.470217351870017,1.2380984830458823,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.02400000000000002,2.4772566500957995,1.4772566500957995,1.2451377812716649,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.03200000000000003,2.472635934485036,1.472635934485036,1.2405170656609013,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.040000000000000036,2.4518499140571044,1.4518499140571044,1.2197310452329697,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.04800000000000004,2.4056478251105684,1.4056478251105684,1.1735289562864337,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.055999999999999994,2.3299017079988626,1.3299017079988626,1.097782839174728,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.064,2.2362730823277603,1.2362730823277603,1.0041542135036257,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.07200000000000001,2.140288266598089,1.140288266598089,0.9081693977739542,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.08000000000000002,2.0498359263744996,1.0498359263744996,0.817717057550365,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.08800000000000002,1.966792454812,0.9667924548119999,0.7346735859878653,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.09600000000000003,1.890894331780479,0.8908943317804789,0.6587754629563443,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.10400000000000004,1.8214727562385018,0.8214727562385018,0.5893538874143671,0.5341523573575565
chiral,0.0,1.0471975511965976,0.0,0.11199999999999999,1.7579066345868999,0.7579066345868999,0.5257877657627652,0.5341523573575565
