point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_corrected,E_tb_2_corrected,E_tb_3_corrected
165,12.75719613796855,-34.25018473039281,-50.1628376731889,-0.5192375559273991,-13.719543310282305,-57.329353681520146,12.803249390557664,-33.45624938825044,-51.0028262645569
166,12.83013094754238,-34.33887449138212,-50.14120783503252,-0.494182506037899,-13.888414818442383,-57.17940885316622,12.689561312268838,-33.38433522567009,-50.95492422645112
167,12.90191916006904,-34.42675548126685,-50.11974784704132,-0.4670888308504535,-14.056108350057366,-57.032429948892755,12.960882117734132,-33.48195319893638,-51.12351309793542
168,12.97252380335543,-34.51391102197636,-50.09831496247311,-0.43809990040008334,-14.222085115846173,-56.888853457238525,12.859636645051053,-33.427772021087044,-51.06986431204192
169,13.04190289920692,-34.60041442616692,-50.07677147264,-0.40736623703723235,-14.38586131830402,-56.74905672728036,12.764164037290385,-33.381567370730636,-51.0138461065191
170,13.11000968296059,-34.68632750755954,-50.05498643863151,-0.37504469015792896,-14.547012315552157,-56.61335434882897,13.157557670066627,-33.55023468459001,-51.23862723998432
171,13.17679284982306,-34.77169913174657,-50.03283740911131,-0.3412975667555803,-14.705175982671648,-56.481995368271996,13.074619932825371,-33.51851161781361,-51.180475083867556
172,13.24219682664526,-34.85656381045684,-50.01021211980976,-0.3062917035182467,-14.860055198179976,-56.355161427979425,12.997157603651464,-33.49294371883313,-51.12162356779666
173,13.30616206758158,-34.94094034115126,-49.98701017126725,-0.27019746465240063,-15.011419401388538,-56.23296590068637,13.37214415109767,-33.667857087356644,-51.32607553158353
174,13.36862537191455,-35.02483049296426,-49.96314468207356,-0.23318764884956178,-15.159105186959469,-56.11545407048335,13.305895925471816,-33.652655972937126,-51.26819685384433
175,13.42952022217681,-35.10821773947349,-49.93854391523344,-0.19543628883014608,-15.303015925392708,-56.002604389639515,13.244456119914569,-33.64140692102969,-51.21131579776449
176,13.48877714057409,-35.19106603862629,-49.91315287531405,-0.1571173277035884,-15.443120421566409,-55.894330816306315,13.187643857951876,-33.63345992730955,-51.15597583356292
177,13.54632406160574,-35.27331866043727,-49.88693487363768,-0.11840315797076795,-15.57945064683997,-55.790486213191656,13.586132007349871,-33.8291740961605,-51.37088735344467
178,13.60208671869282,-35.35489706384979,-49.85987305791829,-0.07946301135547358,-15.712098602567737,-55.69086676260207,13.537464278848605,-33.82531506592684,-51.32017384590034
179,13.6559890425619,-35.43569982548816,-49.83197190134617,-0.04046119076612701,-15.841212393131263,-55.59521732987954,13.491857624292214,-33.82211272352784,-51.2722365611387
180,13.70795356909001,-35.51560162496089,-49.80325864414744,-0.0015551395235506086,-15.966991603850063,-55.50323768616924,13.448922504068298,-33.81875152180703,-51.227559459583546
181,13.75790185429815,-35.59445229397099,-49.77378467803351,0.03710665250225051,-16.089682092609642,-55.41458948346032,13.8021005133844,-33.992620425783784,-51.41981521385035
182,13.80575489418121,-35.67207593977666,-49.74362686066834,0.07538690109343134,-16.209570313211817,-55.32890386054977,13.763337902335087,-33.98695668714326,-51.382639591282825
183,13.8514335470842,-35.74827015756004,-49.71288874329076,0.11316192784301875,-16.326977293027504,-55.24578954835766,13.725712322535715,-33.97886266836255,-51.349625671138064
184,13.89485895637512,-35.82280535099732,-49.68170168993199,0.15032419185399887,-16.44225238750643,-55.16484133698407,13.689007463440849,-33.96771641635176,-51.32124589845053
185,13.93595297122212,-35.89542418575198,-49.65022586130133,0.18678493024032305,-16.555766929729124,-55.085648764915064,13.652265800330149,-33.95252380456211,-51.297563880367115
186,13.9746385633548,-35.96584120663618,-49.61865103045977,0.2224768782280009,-16.66790788495334,-55.00780489251842,14.023878024185015,-34.11772172877309,-51.516009975594905
187,14.01084023777854,-36.03374265564879,-49.58719719102844,0.25735703320381215,-16.77907160868234,-54.93091502690085,13.986357670017295,-34.09337742820597,-51.50222804152858
188,14.04448443550683,-36.0987865347374,-49.55611491213726,0.29140942078445176,-16.889657792955617,-54.854605272705825,13.947766464890144,-34.06333775620088,-51.49390078151637
189,14.07549992648788,-36.16060296357239,-49.52568538798902,0.32464781505354995,-17.000063670198465,-54.77853079281469,13.907721423337742,-34.0271404636868,-51.49114609022297
190,14.10381819101704,-36.21879488834595,-49.4962201243065,0.35711835970628564,-17.110678527938894,-54.702383673482075,13.865912453295499,-33.9843569580678,-51.494117486328285
191,14.12937378805142,-36.27293920195248,-49.46806019971119,0.38890203212819546,-17.221878571839817,-54.62590029951885,13.822077645410426,-33.934620752281184,-51.50295093708259
192,14.15210470897037,-36.32258833804529,-49.44157503807228,0.420116888581188,-17.334022159562743,-54.54886815615258,13.776227895672333,-33.877693203131955,-51.51791995476449
193,14.17195271545623,-36.36727240045406,-49.41716062900608,0.450920025842662,-17.447445414620404,-54.47113198465594,14.231330643836843,-34.03219112573439,-51.811619841791305
194,14.18886366030317,-36.40650188426328,-49.3952371390247,0.48150919299841916,-17.562458218119335,-54.39259922837438,14.18074323968312,-33.96066409318713,-51.838443643728866
195,14.2027877900925,-36.43977103448736,-49.37624586632806,0.5121239867785109,-17.67934056752704,-54.31324471416145,14.127677138921577,-33.88146326063237,-51.87147965152208
196,14.21368002880584,-36.46656187188893,-49.36064550875664,0.5430465649846757,-17.79833928558264,-54.233114521328616,14.07217772620611,-33.79428492723695,-51.9111045192187
197,14.22150024157357,-36.48634889254878,-49.348907737487,0.5746018153180168,-17.91966505932846,-54.15232899603542,14.014422030200468,-33.69943602339601,-51.95715495048695
198,14.22621347788311,-36.49860441833076,-49.34151209864534,0.6071569213835251,-18.043489788972174,-54.07108487369796,13.954391410205945,-33.59663704893687,-52.0099488061923
199,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6411202739120011,-18.169944228779478,-53.989656475682175,13.892631367693497,-33.48644346885399,-52.069396885734406
200,14.22779019369044,-36.50280454014818,-49.33894030036957,0.6769396833542319,-18.299115907201465,-53.90839594957022,13.829137092837025,-33.36859111319694,-52.135831732072
201,14.22619039876601,-36.49839089108794,-49.34169802211166,0.715099859980487,-18.431047320618568,-53.82773252500038,13.76428924154802,-33.243470712660546,-52.20921209354038
202,14.22137973442918,-36.48481717552979,-49.35028492778327,0.7561191394223425,-18.565734403968413,-53.74817075991052,14.309916804385468,-33.346218486072395,-52.57742068373388
203,14.21334585230362,-36.46160369598757,-49.36515716217517,0.8005454451224381,-18.70312529155331,-53.670287755422514,14.244222801154587,-33.207648627300344,-52.66537811667187
204,14.20208260570028,-36.42830237869182,-49.38674601016404,0.8489514942350049,-18.843119391824118,-53.59472932209415,14.178574454923787,-33.06253827496938,-52.760838621209125
205,14.18759016432582,-36.38450362103874,-49.41545116898382,0.9019292698916639,-18.985566810148278,-53.52220508633216,14.113767477517804,-32.91153219054506,-52.86398313513302
206,14.16987510610083,-36.32984261598762,-49.45163451996704,0.9600838000716204,-19.130268162656943,-53.453482533908726,14.050475665913295,-32.75483848671682,-52.97509319178323
207,14.14895048622023,-36.26400491247242,-49.49561464082225,1.0240263011711128,-19.276974831352536,-53.38937999820415,14.249357356719115,-33.02538878947505,-52.83463761760096
208,14.12483588366223,-36.18673099800883,-49.5476622724719,1.094366762255164,-19.425389714866395,-53.33075861439011,14.218496942539845,-33.22068759044917,-52.60736675376995
209,14.09755742542056,-36.09781973389059,-49.60799691033414,1.171706063336578,-19.575168529764802,-53.27851327753382,14.183604806357188,-33.416100719087446,-52.37576330134482
210,14.06714778879544,-35.99713053120934,-49.67678463214961,1.2566277372626067,-19.725921713413893,-53.23356266264349,14.14641773177458,-33.61143475308378,-52.14175035898687
211,14.0336461821344,-35.88458422214581,-49.75413720830016,1.3496894992833905,-19.877216970629338,-53.196838387870585,14.10747228069826,-33.80576206570443,-51.9067854735581
212,13.9970983044618,-35.76016264923507,-49.84011247235848,1.451414680524473,-20.028582492437405,-53.169273428052,14.064909678969087,-33.99698366506299,-51.67110284046636
213,13.95755628448071,-35.62390705916315,-49.93471586579816,1.562283710829837,-20.179510856388074,-53.15178991382888,14.019949810322576,-34.184332732812464,-51.436683717051054
214,13.91507859946579,-35.4759154414738,-50.03790301700955,1.682725802292998,-20.329463594530914,-53.145286480685954,13.96990418822033,-34.365422096818165,-51.20322195924931
215,13.86972997460036,-35.31633899229745,-50.14958317506736,1.8131109868660968,-20.47787638836871,-53.15062536105246,13.9089199893449,-34.53627110747857,-50.96884106894702
216,13.82158126333598,-35.14537790677878,-50.26962329515758,1.9537426594674003,-20.624164821257047,-53.16861943941775,13.837462634226247,-34.69583228093778,-50.735050281481456
217,13.77070930937633,-34.96327671124015,-50.39785256523565,2.1048507718764733,-20.767730589612537,-53.2000195133251,13.774535875646665,-34.85119509800026,-50.513760744798745
218,13.71719679090408,-34.77031933896301,-50.53406717065911,2.266585812451983,-20.90796804699796,-53.2455020200904,13.717196790904081,-34.77031933896301,-50.53406717065909
219,13.66113204768338,-34.5668241347311,-50.67803511229219,2.43901369253162,-21.044270931857618,-53.30565749815699,13.661132047683381,-34.56682413473109,-50.6780351122922
220,13.60260889168033,-34.35313894650721,-50.82950092036076,2.622111642644419,-21.176039112491324,-53.38098005140529,13.602608891680326,-34.35313894650721,-50.829500920360765
221,13.54172640184807,-34.12963643142906,-50.98819013752947,2.8157652009079777,-21.30268517359779,-53.47185807319188,13.54172640184807,-34.12963643142907,-50.98819013752947
222,13.4785887037279,-33.89670967095073,-51.15381347703432,3.0197663528628818,-21.423640668685564,-53.57856646376495,13.478588703727908,-33.89670967095071,-51.15381347703432
223,13.4133047345138,-33.65476815902323,-51.32607059263663,3.2338128572984695,-21.53836187244475,-53.701260540177216,13.413304734513794,-33.65476815902323,-51.326070592636626
224,13.34598799422628,-33.40423419952042,-51.50465342484851,3.457508767211101,-21.646334886575527,-53.83997179297275,13.345987994226277,-33.40423419952042,-51.504653424848506
225,13.27675628363361,-33.14553972575954,-51.68924911123057,3.6903661298178703,-21.74707998050735,-53.994605590744285,13.27675628363361,-33.14553972575954,-51.68924911123058
226,13.20573142954978,-32.87912353636742,-51.87954246715314,3.9318078254200257,-21.840155083063895,-54.16494087489321,13.205731429549783,-32.87912353636742,-51.87954246715314
227,13.13303899812746,-32.60542892783703,-52.07521805730664,4.181171482716574,-21.925158379968096,-54.35063182587548,13.133038998127462,-32.60542892783704,-52.07521805730663
228,13.05880799675234,-32.32490169450433,-52.27596188785252,4.437714388642543,-22.001730012320635,-54.55121142244953,13.058807996752348,-32.32490169450432,-52.275961887852525
229,12.98317056513066,-32.03798846074228,-52.48146275502219,4.7006192945400445,-22.069552909942228,-54.76609676041717,12.983170565130653,-32.037988460742284,-52.481462755022186
230,12.90626165614798,-31.74513530724041,-52.69141328889015,4.969001007873037,-22.128352828105886,-54.9945959501197,12.906261656147995,-31.74513530724041,-52.69141328889017
231,12.82821870706277,-31.44678665262891,-52.90551073163908,5.2419136499862375,-22.177897684570617,-55.235916374869895,12.828218707062783,-31.44678665262891,-52.90551073163908
232,12.74918130158418,-31.14338435279469,-53.12345748853647,5.518358455600831,-22.21799631450882,-55.48917406702573,12.74918130158418,-31.143384352794694,-53.123457488536474
233,12.66929082337093,-30.83536698248363,-53.34496148758021,5.797291988668717,-22.248496773231476,-55.75340394505348,12.669290823370929,-30.835366982483627,-53.344961487580186
234,12.58869010147765,-30.52316926675134,-53.56973638079456,6.077634651543561,-22.269284320643084,-56.027570653263524,12.588690101477656,-30.52316926675134,-53.56973638079455
235,12.50752304826688,-30.20722163316964,-53.79750161680434,6.358279369716986,-22.2802792178559,-56.31057975472869,12.507523048266888,-30.20722163316965,-53.79750161680435
236,12.42593429030141,-29.88794985916357,-54.02798241084474,6.638100342072933,-22.281434456604558,-56.60128904542593,12.425934290301408,-29.887949859163573,-54.027982410844736
237,12.34406879273251,-29.56577479226315,-54.26090963495572,6.915961756147591,-22.272733527577476,-56.898519781746074,12.344068792732504,-29.56577479226315,-54.26090963495573
238,12.26207147770588,-29.24111212428672,-54.49601964788508,7.190726378659213,-22.254188316174922,-57.201067641947745,12.262071477705877,-29.24111212428672,-54.49601964788506
239,12.18008683732251,-28.91437220345416,-54.73305408125648,7.461263943030587,-22.22583719510631,-57.50771327274086,12.180086837322508,-28.914372203454164,-54.733054081256455
240,12.09825854171213,-28.58595987112659,-54.97175959588391,7.7264592672628485,-22.18774336404779,-57.817232303071144,12.09825854171213,-28.585959871126594,-54.971759595883896
241,12.01672904281066,-28.25627431226802,-55.21188761974665,7.985220046901568,-22.139993468420425,-58.128404736781754,12.016729042810674,-28.25627431226805,-55.21188761974666
242,11.93563917447449,-27.92570891083598,-55.45319407707076,8.236484278614787,-22.082696513027642,-58.44002366299562,11.935639174474549,-27.925708910836025,-55.45319407707077
243,11.85512774961927,-27.59465110314662,-55.69543911617923,8.479227279815433,-22.01598307231505,-58.75090324701943,11.855127749619282,-27.594651103146617,-55.69543911617923
244,11.77533115513878,-27.26348222385111,-55.93838684224934,8.712468278626908,-21.940004787613866,-59.05988598491391,11.775331155138797,-27.263482223851124,-55.938386842249336
245,11.69638294544045,-26.93257734053243,-56.18180505982512,8.935276556199234,-21.854934132902972,-59.365849221485256,11.696382945440458,-26.932577340532433,-56.18180505982514
246,11.6184134355305,-26.60230507411231,-56.42546502884936,9.146777129894378,-21.760964424207156,-59.667710944462364,11.618413435530515,-26.6023050741123,-56.42546502884936
247,11.54154929469322,-26.27302740327385,-56.66914123707379,9.346155971173946,-21.65831004345629,-59.96443487731263,11.541549294693212,-26.27302740327385,-56.66914123707379
248,11.46591314193484,-25.94509945198359,-56.91261119095633,9.532664756186488,-21.54720684511538,-60.255034899916,11.465913141934832,-25.945099451983605,-56.912611190956326
249,11.391623144505,-25.61886925995749,-57.1556552265338,9.705625150135136,-21.427912712784337,-60.53857883059408,11.39162314450501,-25.618869259957492,-57.1556552265338
250,11.31879262096399,-25.29467753658022,-57.39805634125128,9.864432628592809,-21.300708232892454,-60.81419160524378,11.318792620964006,-25.29467753658022,-57.39805634125129
251,11.24752965043387,-24.97285739937193,-57.63960004731248,10.008559840115538,-21.165897453232542,-61.08105788997498,11.24752965043388,-24.972857399371925,-57.63960004731246
252,11.17793668985079,-24.65373409861454,-57.88007424677811,10.137559514876024,-21.02380869509205,-61.33842416310339,11.177936689850789,-24.65373409861455,-57.88007424677814
253,11.11011020122587,-24.33762473021298,-58.11926912836574,10.251066923685388,-20.874795388881857,-61.58560030094219,11.110110201225886,-24.33762473021298,-58.119269128365765
254,11.0441402911149,-24.02483793928143,-58.35697708568262,10.348801890771353,-20.719236904224267,-61.82196069986727,11.044140291114887,-24.02483793928143,-58.35697708568262
255,10.98011036469355,-23.71567361731719,-58.59299265644687,10.43057036210156,-20.557539346268758,-62.04694496483495,10.980110364693532,-23.71567361731719,-58.59299265644685
256,10.91809679702604,-23.41042259615904,-58.82711248211017,10.496265528941235,-20.390136290424504,-62.260058192102534,10.918096797026033,-23.410422596159048,-58.827112482110174
257,10.85816862429838,-23.10936634222123,-59.05913528718241,10.54586850376429,-20.21748942763693,-62.46087087148192,10.858168624298372,-23.109366342221225,-59.05913528718237
258,10.80038725795483,-22.81277665475214,-59.28886187747025,10.579448542637818,-20.04008909172601,-62.649018431156705,10.800387257954828,-22.812776654752135,-59.28886187747021
259,10.74480622482226,-22.52091537208032,-59.51609515637193,10.597162804818812,-19.858454639113738,-62.824200445988126,10.744806224822277,-22.520915372080317,-59.51609515637191
260,10.69147093642387,-22.23403408998193,-59.74064015831731,10.59925563657829,-19.67313464949106,-62.98617952837425,10.69147093642387,-22.234034089981932,-59.74064015831733
261,10.64041849076362,-21.95237389642455,-59.96230409840075,10.586057362269585,-19.484706913639013,-63.13477991914566,10.640418490763615,-21.95237389642455,-59.96230409840075
262,10.59167750990048,-21.67616512700863,-60.18089643722492,10.557982561455377,-19.293778171787135,-63.26988579469121,10.591677509900487,-21.676165127008634,-60.180896437224945
263,10.54526801661633,-21.40562714543575,-60.39622895995149,10.515527806621362,-19.100983562671686,-63.39143930551774,10.545268016616316,-21.40562714543576,-60.3962289599515
264,10.50120135341116,-21.14096815327507,-60.60811586854085,10.459268831783708,-18.906985740004007,-63.499438360752364,10.501201353411169,-21.14096815327507,-60.608115868540835
265,10.45948014692312,-20.88238503317318,-60.81637388615403,10.389857098360922,-18.71247360959884,-63.59393417269206,10.45948014692312,-20.882385033173186,-60.81637388615404
266,10.4200983206708,-20.63006322945341,-61.02082237268732,10.308015721314682,-18.518160637240154,-63.675028575374924,10.42009832067081,-20.630063229453413,-61.02082237268732
267,10.38304115874041,-20.3841766697769,-61.22128345041092,10.214534716139038,-18.3247826748639,-63.74287113128611,10.383041158740404,-20.3841766697769,-61.22128345041094
268,10.34828542269778,-20.14488773118773,-61.41758213868695,10.110265526268632,-18.133095251298535,-63.79765604069608,10.348285422697773,-20.144887731187726,-61.417582138686974
269,10.31579952358739,-19.91234725344048,-61.60954649675175,9.996114791450907,-17.943870274208606,-63.83961886875565,10.315799523587392,-19.91234725344048,-61.60954649675174
270,10.28554375039811,-19.68669460201284,-61.79700777355649,9.873037321260847,-17.7578920927226,-63.86903310631444,10.285543750398103,-19.686694602012842,-61.79700777355649
271,10.257470555826,-19.46805778264515,-61.97980056367427,9.74202824497535,-17.575952876256977,-63.8862065814854,10.257470555826004,-19.46805778264515,-61.97980056367426
272,10.23152489956164,-19.25655360862705,-62.15776296829864,9.60411432026427,-17.398847275081806,-63.89147774022003,10.231524899561643,-19.25655360862705,-62.15776296829864
273,10.20764464867861,-19.05228792138494,-62.33073676037365,9.460344399364821,-17.227366342998685,-63.8852118155773,10.207644648678615,-19.05228792138494,-62.33073676037364
274,10.18576103401345,-18.85535586421561,-62.49856755291881,9.311779073244109,-17.0622907227955,-63.86779690694282,10.185761034013453,-18.85535586421561,-62.49856755291883
275,10.16579916071906,-18.66584220828224,-62.66110496963026,9.15947954214697,-16.904383121350428,-63.83963999215942,10.16579916071905,-18.665842208282236,-62.66110496963025
276,10.14767857045655,-18.48382172924721,-62.81820281686594,9.004495794909472,-16.75438013344809,-63.80116289734197,10.147678570456558,-18.483821729247214,-62.81820281686595
277,10.13131385197968,-18.3093596321818,-62.96971925614487,8.847854218995526,-16.61298351107095,-63.75279825103579,10.131313851979684,-18.309359632181803,-62.96971925614487
278,10.11661529617762,-18.14251202167565,-63.11551697631774,8.690544807177622,-16.480851016974967,-63.694985451301214,10.116615296177631,-18.14251202167565,-63.11551697631772
279,10.10348959098846,-17.98332641338977,-63.25546336459398,8.533508173114297,-16.35858704577232,-63.62816667622505,10.103489590988465,-17.98332641338977,-63.25546336459397
280,10.09184055099469,-17.83184228266535,-63.38943067563736,8.377622633892388,-16.246733239693118,-63.552782970218736,10.091840550994691,-17.831842282665352,-63.389430675637364
281,10.08156987597202,-17.68809164523029,-63.51729619797414,8.223691659222249,-16.145759366064066,-63.469270440205854,10.081569875972018,-17.688091645230294,-63.51729619797414
282,10.07257793219819,-17.55209966455103,-63.6389424169864,8.072432020146385,-16.05605475513633,-63.378056597361486,10.072577932198184,-17.55209966455103,-63.638942416986396
283,10.06476454994664,-17.42388527996118,-63.75425717379581,7.924462990391554,-15.977920615839869,-63.27955688136859,10.064764549946648,-17.423885279961176,-63.754257173795814
284,10.05802983029642,-17.30346184937378,-63.86313381937568,7.780296956735623,-15.911563549286285,-63.17417140512134,10.058029830296432,-17.303461849373782,-63.863133819375676
285,10.05227495419084,-17.19083780015085,-63.96547136326123,7.640331777783858,-15.857090562285746,-63.06228195835527,10.052274954190842,-17.190837800150856,-63.96547136326123
286,10.04740298657261,-17.08601728156449,-64.06117461626255,7.504845191721876,-15.81450584423188,-62.94424930872414,10.047402986572617,-17.086017281564487,-64.06117461626255
287,10.04331966841309,-16.98900081223934,-64.15015432661883,7.373991513343639,-15.783709510939932,-62.82041083830274,10.043319668413103,-16.989000812239336,-64.15015432661886
288,10.03993418953398,-16.89978591601113,-64.232327309067,7.24780078165678,-15.764498441182923,-62.691078552286626,10.039934189534002,-16.899785916011126,-64.23232730906699
289,10.03715993528617,-16.81836773976736,-64.30761656633271,7.126180426574189,-15.756569240761776,-62.55653749472269,10.037159935286173,-16.81836773976736,-64.30761656633271
290,10.03491520039854,-16.74473964704689,-64.37595140258853,7.008919423328804,-15.75952327173403,-62.41704460338392,10.034915200398544,-16.74473964704689,-64.37595140258853
291,10.03312386362699,-16.67889378145766,-64.43726752845775,6.895694804028666,-15.77287358868348,-62.272828032361666,10.033123863626994,-16.678893781457663,-64.43726752845777
292,10.03171601721805,-16.62082159431827,-64.49150715717997,6.786080305007203,-15.796053537451263,-62.12408696658004,10.031716017218063,-16.620821594318265,-64.49150715717997
293,10.03062854563968,-16.57051433133045,-64.53861909159095,6.679556853188441,-15.828426701429288,-61.970991947251534,10.030628545639665,-16.570514331330454,-64.53861909159095
294,10.02980564851667,-16.52796347353809,-64.57855880160352,6.575524539698583,-15.869297831412831,-61.813685721333634,10.029805648516671,-16.527963473538094,-64.57855880160352
295,10.02919930323244,-16.4931611283149,-64.6112884919155,6.473315697227887,-15.917924369866832,-61.65228462138189,10.029199303232453,-16.493161128314895,-64.6112884919155
296,10.02876966321396,-16.46610036664055,-64.63677715970512,6.372208689530278,-15.97352817953322,-61.48688047492759,10.028769663213952,-16.466100366640553,-64.63677715970513
297,10.02848538849575,-16.44677550346751,-64.65500064211226,6.2714420350408275,-16.03530710756489,-61.31754303475576,10.028485388495753,-16.446775503467514,-64.65500064211224
298,10.02832390575711,-16.4351823185411,-64.66594165333979,6.1702285182198064,-16.10244605600443,-61.14432291337218,10.028323905757118,-16.43518231854111,-64.66594165333981
299,10.02827159563746,-16.4313182156091,-64.66958981124654,6.06776898714247,-16.174127282513243,-60.96725499668236,10.028271595637461,-16.431318215609103,-64.66958981124654
300,10.02827159563746,-16.4313182156091,-64.66958981124654,5.963265588888953,-16.24953971647958,-60.78636230362768,10.028271595637468,-16.431318215609103,-64.66958981124654
301,10.0283239057571,-16.43518231854111,-64.66594165333979,5.854737600690832,-16.220880693802513,-60.707470072724135,10.028323905757107,-16.43518231854111,-64.6659416533398
302,10.02848538849576,-16.44677550346751,-64.65500064211226,5.74044151255389,-16.199340367191848,-60.617641345664936,10.028485388495769,-16.446775503467514,-64.65500064211227
303,10.02876966321396,-16.46610036664054,-64.63677715970512,5.621452255946415,-16.185499507015308,-60.517360482412045,10.028769663213957,-16.46610036664054,-64.63677715970513
304,10.02919930323244,-16.49316112831491,-64.6112884919155,5.4988517401645405,-16.179924300332882,-60.407126909818686,10.029199303232446,-16.49316112831491,-64.6112884919155
305,10.02980564851667,-16.52796347353809,-64.57855880160353,5.373717044509817,-16.18315385948963,-60.28745586485943,10.02980564851667,-16.527963473538094,-64.57855880160355
306,10.0306285456397,-16.57051433133044,-64.53861909159096,5.247108172098965,-16.195687232241156,-60.15887922149655,10.030628545639699,-16.57051433133045,-64.53861909159096
307,10.03171601721806,-16.62082159431828,-64.49150715718,5.120055595994284,-16.217970181977602,-60.02194636298462,10.031716017218056,-16.620821594318283,-64.49150715718
308,10.03312386362699,-16.67889378145769,-64.43726752845772,4.9935478801205475,-16.250382061055547,-59.877225058660855,10.033123863626981,-16.67889378145769,-64.43726752845772
309,10.03491520039855,-16.74473964704689,-64.37595140258856,4.868519701712836,-16.29322314699259,-59.72530230171283,10.034915200398551,-16.74473964704688,-64.37595140258854
310,10.03715993528616,-16.81836773976735,-64.30761656633271,4.745840633327685,-16.346702844814622,-59.56678506208529,10.037159935286168,-16.81836773976734,-64.3076165663327
311,10.03993418953397,-16.89978591601114,-64.23232730906696,4.626305055477863,-16.410929173860374,-59.40230090661196,10.039934189533971,-16.899785916011137,-64.23232730906696
312,10.0433196684131,-16.98900081223935,-64.15015432661885,4.510623561438366,-16.485899949521183,-59.23249843669886,10.043319668413103,-16.98900081223936,-64.15015432661885
313,10.0474029865726,-17.08601728156449,-64.06117461626258,4.399416181249266,-16.571496037169105,-59.058047492502766,10.047402986572598,-17.086017281564498,-64.06117461626258
314,10.05227495419084,-17.19083780015084,-63.96547136326124,4.293207692380205,-16.667476996784956,-58.87963907166133,10.052274954190835,-17.190837800150845,-63.96547136326123
315,10.05802983029642,-17.30346184937377,-63.86313381937569,4.1924252027155395,-16.773479355185128,-58.69798491036265,10.058029830296423,-17.30346184937376,-63.8631338193757
316,10.06476454994663,-17.42388527996116,-63.75425717379581,4.097398092978647,-16.889017643609606,-58.51381667507209,10.06476454994663,-17.423885279961155,-63.75425717379581
317,10.07257793219819,-17.55209966455105,-63.63894241698638,4.008360298151503,-17.01348822926659,-58.32788471477676,10.07257793219819,-17.552099664551047,-63.63894241698639
318,10.08156987597202,-17.68809164523029,-63.51729619797413,3.9254547998078895,-17.146175858934328,-58.140956326404,10.081569875972022,-17.68809164523028,-63.51729619797414
319,10.09184055099471,-17.83184228266536,-63.38943067563735,3.8487401025736383,-17.286262729628557,-57.953813490404904,10.091840550994709,-17.831842282665356,-63.38943067563734
320,10.10348959098845,-17.98332641338978,-63.25546336459396,3.778198386020977,-17.432839813220436,-57.76725003966028,10.103489590992664,-17.983326413393492,-63.25546336459445
321,10.11661529617762,-18.14251202167564,-63.11551697631776,3.713744963933435,-17.58492009418429,-57.58206823315786,10.116615296179425,-18.142512021677234,-63.11551697631799
322,10.13131385197969,-18.30935963218181,-62.96971925614486,3.655238649063123,-17.74145333511459,-57.39907471657452,10.131313851980504,-18.309359632182527,-62.969719256144955
323,10.14767857045655,-18.48382172924723,-62.81820281686595,3.602492613417788,-17.901341963253454,-57.219075865176734,10.147678570456936,-18.483821729247573,-62.81820281686602
324,10.16579916071906,-18.66584220828223,-62.66110496963026,3.555285349407095,-18.06345767056307,-57.04287252042345,10.165799160719256,-18.66584220828241,-62.66110496963029
325,10.18576103401345,-18.85535586421561,-62.4985675529188,3.51337137160983,-18.22665833567705,-56.87125415026435,10.185761034013556,-18.855355864215703,-62.498567552918814
326,10.20764464867861,-19.05228792138496,-62.33073676037365,3.47649134717961,-18.389804903316502,-56.70499248411246,10.207644648678672,-19.052287921385005,-62.33073676037366
327,10.23152489956164,-19.25655360862704,-62.15776296829864,3.444381399396432,-18.551777890371163,-56.5448346963352,10.231524899561684,-19.256553608627062,-62.15776296829864
328,10.257470555826,-19.46805778264516,-61.97980056367427,3.416781388410988,-18.71149322341473,-56.39149623606984,10.257470555826032,-19.46805778264516,-61.97980056367426
329,10.28554375039811,-19.68669460201286,-61.79700777355647,3.3934420315054217,-18.86791714670555,-56.24565342516635,10.28554375039813,-19.68669460201288,-61.797007773556466
330,10.31579952358739,-19.91234725344046,-61.60954649675178,3.3741307790179316,-19.020079970857264,-56.10793596875402,10.315799523587387,-19.912347253440455,-61.60954649675179
331,10.34828542269777,-20.14488773118774,-61.41758213868695,3.358636409425108,-19.167088459869646,-55.97891954278201,10.348285422697787,-20.144887731187747,-61.41758213868696
332,10.38304115874042,-20.38417666977691,-61.22128345041091,3.346772346977595,-19.30813667877984,-55.85911863823087,10.38304115874043,-20.38417666977692,-61.22128345041091
333,10.42009832067079,-20.63006322945341,-61.02082237268735,3.3383787376423304,-19.442515147355945,-55.748979850911226,10.420098320670785,-20.630063229453416,-61.02082237268735
334,10.45948014692311,-20.88238503317318,-60.81637388615401,3.333323344433497,-19.56961816897298,-55.648875807405076,10.459480146923115,-20.882385033173176,-60.81637388615401
335,10.50120135341115,-21.14096815327506,-60.60811586854085,3.331501342429401,-19.688949230060707,-55.5590999107024,10.501201353411153,-21.140968153275065,-60.60811586854085
336,10.54526801661634,-21.40562714543573,-60.39622895995149,3.332834107962049,-19.80012439591964,-55.479862072908986,10.545268016616335,-21.40562714543574,-60.3962289599515
