case,phi,phi_frac_pi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
impurity_candidate,0.7225663103256524,0.23,-0.04000000000000001,8.195868041645825e-07,5.780497338428601e-07,2.415370703217223e-07,2.0510695085127058,2.0927947501921373,0.14041228715609522,0.1409815207608586,0.08934302018045992,0.048187012105791516
impurity_candidate,0.7225663103256524,0.23,-0.03,1.3058313042256114e-06,1.0339588979417834e-06,2.71872406283828e-07,2.0572948469151844,2.087893725008228,0.136885624307538,0.13753008719900806,0.0795910492647598,0.049636634063186344
impurity_candidate,0.7225663103256524,0.23,-0.020000000000000018,2.5073713245119853e-06,2.849326055096771e-06,-3.419547305847858e-07,2.062970422060113,2.083053252834301,0.13416015129703412,0.13510480285089388,0.07118938728219021,0.05205120806186227
impurity_candidate,0.7225663103256524,0.23,-0.010000000000000009,7.316730667500529e-06,3.536956583878733e-05,-2.8052835171286802e-05,2.0665168912189515,2.0780135092083443,0.12985711055194465,0.13335542214726176,0.06331216649782173,0.05531386010374626
impurity_candidate,0.7225663103256524,0.23,0.0,4.5655755693730054e-05,1.4136402255731428e-05,3.151935343799863e-05,2.079899995566698,2.0731160488986506,0.13776818632338717,0.1336036638788677,0.05789971011012708,0.06051913433365476
impurity_candidate,0.7225663103256524,0.23,0.009999999999999981,0.00013582090040077505,6.185586435614944e-06,0.00012963531396516012,2.0693250881790366,2.067550418446582,0.12985711055194482,0.1333554221472617,0.06066165768687348,0.06593463901464525
impurity_candidate,0.7225663103256524,0.23,0.01999999999999999,1.1520639337030254e-05,1.2981840410250164e-06,1.0222455296005238e-05,2.080810916188003,2.0624214675277455,0.13416015129703415,0.135104802850894,0.05335945756432754,0.07269355777844447
impurity_candidate,0.7225663103256524,0.23,0.03,4.314441187410043e-06,7.262927715898143e-07,3.5881484158202286e-06,2.0866026775552546,2.056708485136911,0.13688562430753803,0.13753008719900817,0.05028653490069895,0.08082519021051285
impurity_candidate,0.7225663103256524,0.23,0.03999999999999998,2.4394334529224334e-06,5.267169492857791e-07,1.9127165036366543e-06,2.0918478561978966,2.0505011306732586,0.14041228715609527,0.1409815207608587,0.04856634367470258,0.09048230280410421
impurity_candidate,0.7225663103256524,0.23,0.04999999999999999,1.6948160626678248e-06,4.4230850859512496e-07,1.2525075540727e-06,2.0970457954712463,2.0436926869267515,0.1450161934276824,0.14557820559025364,0.04797165046399037,0.10188677117105635
impurity_candidate,0.7225663103256524,0.23,0.06,1.3409258406207145e-06,4.110426571892075e-07,9.29883183431507e-07,2.1023826535757464,2.036136362285952,0.15087360495970775,0.15146376334765702,0.04849188126714459,0.11532833094488854
impurity_candidate,0.7225663103256524,0.23,0.07,1.1652316873375476e-06,4.1273057961152015e-07,7.525011077260275e-07,2.10798875660216,2.0276486456855407,0.1581805903582834,0.15882652222068128,0.050192586257231234,0.13117862903624836
impurity_candidate,0.7225663103256524,0.23,0.08000000000000002,1.090359845958993e-06,4.41471107861848e-07,6.48888738097145e-07,2.113988547106858,2.018000905179262,0.16718326242668685,0.16791337240555324,0.05319536420856706,0.14991311611502922
impurity_candidate,0.7225663103256524,0.23,0.08999999999999997,1.0859935881005645e-06,4.986100515247502e-07,5.873835365758143e-07,2.120518707291508,2.0069059418559307,0.17819832244817735,0.17904669146704955,0.05768020254020567,0.17214133699465525
impurity_candidate,0.7225663103256524,0.23,0.09999999999999998,1.143136201502258e-06,5.913495612551833e-07,5.517866402470746e-07,2.1277397447819695,1.9939994823043448,0.19163592371793214,0.19264689079438735,0.0638967307226031,0.19864796027668272
impurity_candidate,0.7225663103256524,0.23,0.10999999999999999,1.2661749717139757e-06,7.340132104198665e-07,5.321617612941092e-07,2.135847051539512,1.9788154016172477,0.20802878657594404,0.20926267673925864,0.07218226719819373,0.23044780728377243
impurity_candidate,0.7225663103256524,0.23,0.12,1.4720046423271196e-06,9.518143254840028e-07,5.201903168431168e-07,2.1450835005521363,1.9607531258151052,0.22807001472814822,0.2296112087694518,0.08298703436632847,0.26885860314466337
