model,valley,pairing,barrier_Z,eta_meV,zero_bias_conductance,peak_conductance,background_conductance,peak_minus_background,zero_bias_andreev,zero_bias_normal_reflection
compressed_v3,K_B,s_wave,2.0,0.5,1.1890841137144266,1.1890841137144266,0.41259281859112457,0.7764912951233021,0.18908411371442657,0.0
compressed_v3,K_T,s_wave,2.0,0.5,1.9454995825284793,1.9454995825284793,-0.01991963463876198,1.9654192171672413,0.9454995825284793,0.0
compressed_v3,total,s_wave,2.0,0.5,2.0410403999337237,2.0410403999337237,0.14114244550938423,1.8998979544243395,1.0410403999337243,0.0
compressed_v3,K_B,nodal_even,0.0,0.05,1.9968934103311027,1.9968934103311027,1.0059737090878922,0.9909197012432105,0.9968934103311029,0.0
compressed_v3,K_T,nodal_even,0.0,0.05,5.563450044638881,5.563450044638881,1.0051056436976133,4.558344400941268,4.56345004463888,0.0
compressed_v3,total,nodal_even,0.0,0.05,6.513335519358377,6.513335519358377,1.0120122181051163,5.501323301253261,5.513335519358379,0.0
compressed_v3,K_B,nodal_even,0.5,0.05,1.7975147282648822,1.7975147282648822,0.8552279532157618,0.9422867750491204,0.7975147282648823,0.0
compressed_v3,K_T,nodal_even,0.5,0.05,4.650760035711104,4.650760035711104,0.7435835689576735,3.9071764667534308,3.6507600357111043,0.0
compressed_v3,total,nodal_even,0.5,0.05,5.410668415486703,5.410668415486703,0.790772690340525,4.619895725146178,4.410668415486703,0.0
compressed_v3,K_B,nodal_even,1.0,0.05,1.4984467051655515,1.4984467051655515,0.6291093194075663,0.8693373857579851,0.49844670516555145,0.0
compressed_v3,K_T,nodal_even,1.0,0.05,3.2817250223194407,3.2817250223194407,0.35130045684776356,2.930424565471677,2.28172502231944,0.0
compressed_v3,total,nodal_even,1.0,0.05,3.7566677596791886,3.7566677596791886,0.45891339869363756,3.297754360985551,2.7566677596791895,0.0
compressed_v3,K_B,nodal_even,2.0,0.05,1.1993786820662204,1.1993786820662204,0.40299068559937073,0.7963879964668497,0.19937868206622059,0.0
compressed_v3,K_T,nodal_even,2.0,0.05,1.9126900089277763,1.9126900089277763,-0.04098265526214636,1.9536726641899227,0.9126900089277761,0.0
compressed_v3,total,nodal_even,2.0,0.05,2.1026671038716755,2.1026671038716755,0.1270541070467502,1.9756129968249254,1.1026671038716758,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,1.8100091977615453,1.8100091977615453,1.0059684953989876,0.8040407023625578,0.8100091977615458,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,3.9354912222308283,3.9354912222308283,1.005101076892631,2.9303901453381975,2.9354912222308283,0.0
compressed_v3,total,nodal_even,0.0,0.2,5.748225939836682,5.748225939836682,1.0119975233017269,4.736228416534955,4.748225939836682,0.0
compressed_v3,K_B,nodal_even,0.5,0.2,1.6480073582092365,1.6480073582092365,0.8552724900188412,0.7927348681903953,0.6480073582092366,0.0
compressed_v3,K_T,nodal_even,0.5,0.2,3.3483929777846635,3.3483929777846635,0.7436649921535163,2.604727985631147,2.348392977784663,0.0
