aberration_id,sample_id,psnr_fixed,psnr_guided,psnr_method,psnr_gain,psnr_gap_to_guided,dataset_name,dataset_version,seed,training_regime,method,object_family,better_than_fixed
0,ImageNet-1k:imagenet_proxy_010,16.54464520459449,17.088873552528383,19.032950637275334,2.4883054326808463,-1.9440770847469544,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
0,ImageNet-1k:imagenet_proxy_011,21.91276814000132,23.78688900955446,22.350126748864287,0.4373586088629686,1.436762260690173,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_000,18.441468774705854,20.628023737643243,19.6191272190698,1.1776584443639455,1.0088965185734438,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_001,18.538235981075392,21.643612972347213,18.4236472368502,-0.1145887442251911,3.219965735497013,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
1,ImageNet-1k:imagenet_proxy_002,17.286927749285475,19.309275386771198,19.50283758542391,2.2159098361384366,-0.1935621986527174,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_003,21.283035485854747,26.023754976853937,19.56972101574651,-1.7133144701082372,6.454033961107427,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
1,ImageNet-1k:imagenet_proxy_004,20.16467487081345,22.496487198273872,21.609147575047626,1.444472704234176,0.88733962322625,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_005,20.053058153249864,23.36371479498932,21.136442833041485,1.083384679791621,2.227271961947835,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_006,19.728304667830628,21.97809973582199,22.44726342655351,2.7189587587228807,-0.46916369073152,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_007,27.19828963419568,29.89714827601544,23.617957908993823,-3.5803317252018587,6.279190367021613,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
1,ImageNet-1k:imagenet_proxy_008,18.416885301603877,20.3218825116638,19.9195138261315,1.5026285245276263,0.4023686855322985,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_009,21.239195482710016,24.16203260569564,22.395411683037707,1.156216200327691,1.7666209226579284,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_010,17.095284365085792,19.877579422953204,19.02779257912952,1.9325082140437289,0.8497868438236829,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
1,ImageNet-1k:imagenet_proxy_011,21.66281951363726,25.22396649059306,21.71319445534339,0.0503749417061314,3.510772035249669,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_000,19.51877954062885,22.94328866936817,20.03678259084324,0.5180030502143893,2.9065060785249344,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_001,19.52164511559177,22.114277115881656,18.91248034082544,-0.609164774766338,3.20179677505622,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
2,ImageNet-1k:imagenet_proxy_002,18.186379443095834,21.84017803582976,20.65438079726256,2.468001354166727,1.185797238567197,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_003,20.910408925742907,23.72619529217152,19.618171886158827,-1.29223703958408,4.108023406012691,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
2,ImageNet-1k:imagenet_proxy_004,21.4576363280704,23.801444579990488,22.69563947331377,1.238003145243372,1.1058051066767156,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_005,20.375103631462995,22.50473622221537,21.159547162979493,0.7844435315164979,1.3451890592358815,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_006,19.892394837383875,22.633110120640016,22.01342338830564,2.121028550921764,0.619686732334376,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_007,27.14652971036349,29.75237746784835,23.899797778605784,-3.2467319317577115,5.852579689242567,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
2,ImageNet-1k:imagenet_proxy_008,18.80117135181588,20.921060842948567,19.92907230493996,1.1279009531240796,0.9919885380086058,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_009,21.147320837294792,22.81743393322557,21.796221610327315,0.6489007730325227,1.0212123228982506,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_010,17.191992321163173,19.024114973123545,19.47875709379962,2.2867647726364453,-0.4546421206760733,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
2,ImageNet-1k:imagenet_proxy_011,22.640345029946328,24.79549124170434,23.005510067195097,0.3651650372487687,1.7899811745092435,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_000,19.09297262457729,22.519789772188545,19.726879696697733,0.6339070721204436,2.792910075490809,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_001,17.70280693610308,21.53441424829852,17.834367909644488,0.1315609735414078,3.7000463386540297,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_002,17.904859016290853,21.51984468699569,20.248844873249787,2.343985856958934,1.2709998137458989,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_003,20.95253889294425,26.04459876985309,19.276715390938392,-1.675823502005862,6.7678833789147,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
3,ImageNet-1k:imagenet_proxy_004,20.752529580949247,23.355873001667383,22.240906903687524,1.4883773227382768,1.1149660979798597,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_005,19.93116225765096,25.02490295697626,20.95392411090892,1.0227618532579577,4.070978846067341,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_006,19.412075569509152,22.64008947491351,22.00929650661365,2.5972209371045025,0.6307929682998541,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_007,26.890020171332907,31.10745578911121,23.67597281780816,-3.214047353524748,7.431482971303051,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
3,ImageNet-1k:imagenet_proxy_008,18.268126109709225,21.21906742043444,19.78189237708388,1.5137662673746526,1.437175043350564,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_009,21.41476884025423,25.493621220182845,23.24852881080983,1.833759970555601,2.245092409373015,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_010,17.522383041448904,22.819652823364592,19.026691182319308,1.504308140870403,3.792961641045285,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
3,ImageNet-1k:imagenet_proxy_011,21.256566914227346,26.25070316138612,21.590061135480315,0.3334942212529732,4.660642025905801,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_000,17.750234647757154,18.94005902162341,18.825245045294203,1.0750103975370493,0.1148139763292093,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_001,19.29994897478912,21.5463170827702,18.99338250237079,-0.3065664724183286,2.552934580399413,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_002,16.622471973112788,17.53427552208179,18.45178057601901,1.829308602906224,-0.9175050539372228,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_003,20.696032609119307,24.39836221030438,19.694084728712088,-1.0019478804072186,4.7042774815922925,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_004,19.76316827026758,21.93240937845346,20.953472417343026,1.1903041470754443,0.9789369611104348,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_005,19.87212671663732,21.21256269770685,21.218212694356943,1.3460859777196248,-0.0056499966500922,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_006,19.65704810311735,21.072107117468097,22.18370921625327,2.526661113135919,-1.1116020987851734,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_007,25.92318706892768,28.075364195054085,23.327682114723093,-2.595504954204589,4.747682080330993,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
4,ImageNet-1k:imagenet_proxy_008,18.51438484054861,19.86452239350824,19.69499387112003,1.1806090305714214,0.1695285223882088,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_009,20.59954986294597,21.869682092006435,21.546903028683943,0.9473531657379723,0.3227790633224927,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_010,16.76661491870148,17.75994326500934,19.35655113975437,2.589936221052888,-1.596607874745029,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
4,ImageNet-1k:imagenet_proxy_011,21.898885206297475,24.152248065562382,22.17681277888214,0.2779275725846659,1.975435286680245,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_000,16.15346213451125,16.61744566255198,17.06930969025836,0.91584755574711,-0.4518640277063817,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_001,18.64806666618471,21.835291917010554,18.530129072045344,-0.1179375941393665,3.30516284496521,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_002,14.99213140498757,16.073611115520897,16.506720156878266,1.514588751890697,-0.433109041357369,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_003,19.95005748643167,23.819512327176653,18.92077787184308,-1.0292796145885923,4.898734455333575,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_004,17.02112070435518,19.13373825555621,18.59253288559223,1.5714121812370507,0.5412053699639792,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_005,18.877109632413845,20.991816626785656,20.75189321035641,1.8747835779425657,0.2399234164292458,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_006,19.001095809722333,20.264718741418804,22.04358734742197,3.042491537699636,-1.778868606003165,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_007,23.875982204289585,28.345321254817843,22.6483452266881,-1.2276369776014846,5.696976028129743,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
5,ImageNet-1k:imagenet_proxy_008,17.78390643054887,19.32250895540868,19.20077446286137,1.4168680323125002,0.1217344925473078,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_009,19.67577512735865,22.764868507133414,20.68481541780541,1.0090402904467588,2.080053089328008,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_010,15.96062765825073,18.12893413208769,18.56409405987559,2.6034664016248605,-0.4351599277879003,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
5,ImageNet-1k:imagenet_proxy_011,20.56497074291316,24.539170693293386,21.174728772296053,0.6097580293828919,3.364441920997333,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_000,19.725604264795336,23.78611260231118,20.19035397460767,0.4647497098123345,3.5957586277035105,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_001,18.4117342915779,21.103268088017643,18.318913438687726,-0.0928208528901741,2.7843546493299165,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
6,ImageNet-1k:imagenet_proxy_002,18.57305781713872,23.131261257850586,21.169892630832607,2.596834813693889,1.9613686270179755,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_003,21.445973756091004,25.516522668567973,20.3129578927974,-1.133015863293604,5.203564775770573,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
6,ImageNet-1k:imagenet_proxy_004,21.09932337918698,23.65394861538006,22.37023727837431,1.270913899187331,1.283711337005748,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_005,20.44745500215967,25.06640440071841,21.125827321818136,0.6783723196584646,3.94057707890028,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_006,19.89578961971809,23.19448069356081,22.040783213903843,2.144993594185749,1.1536974796569623,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_007,27.579516591328257,31.065166614241548,23.5481521631067,-4.031364428221558,7.517014451134848,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
6,ImageNet-1k:imagenet_proxy_008,18.69915730645655,21.270837418358028,19.893456044379597,1.1942987379230452,1.3773813739784335,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_009,21.84521152641764,26.06348157480969,22.304939239787647,0.4597277133700075,3.758542335022039,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_010,17.813129384539742,23.27033808342566,19.709201003464017,1.8960716189242743,3.561137079961643,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
6,ImageNet-1k:imagenet_proxy_011,22.47314504653712,25.77674672804415,22.57500542444204,0.1018603779049236,3.201741303602109,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_000,17.825228021867417,18.923050385353427,18.847099968316076,1.0218719464486554,0.0759504170373546,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_001,19.592681161432267,21.374420218121067,19.277364423400524,-0.3153167380317434,2.097055794720543,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
7,ImageNet-1k:imagenet_proxy_002,16.682273499564392,17.524349747062708,18.995722699557643,2.3134491999932507,-1.471372952494935,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_003,20.73227938025973,22.93607864279484,19.669953242974472,-1.0623261372852577,3.266125399820368,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
7,ImageNet-1k:imagenet_proxy_004,19.4268052020885,21.4452620577824,20.65225433492868,1.225449132840179,0.7930077228537193,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_005,20.11791014111757,20.927659799806047,21.110765055174,0.99285491405643,-0.1831052553679519,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_006,20.05413816656358,21.691755297527457,22.82708154285659,2.7729433762930107,-1.1353262453291322,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_007,26.99601246426661,28.09356612722305,23.727161380837035,-3.2688510834295705,4.366404746386014,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
7,ImageNet-1k:imagenet_proxy_008,18.755450561863498,20.070182127839573,19.75450605349892,0.9990554916354206,0.3156760743406543,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_009,20.943192523155417,21.83309849262209,21.807722639938483,0.8645301167830652,0.0253758526836094,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_010,16.86518319478522,17.540299809341754,19.33773304083092,2.4725498460456983,-1.7974332314891657,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
7,ImageNet-1k:imagenet_proxy_011,22.637449619747567,24.270895088272997,22.883313610692667,0.2458639909451001,1.3875814775803264,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_000,19.116485290341124,22.33916266003673,19.85529463060974,0.7388093402686167,2.48386802942699,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_001,18.78255890334802,21.250624372747595,18.80715533955036,0.0245964362023407,2.4434690331972355,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_002,17.967232329296433,21.47473315047064,20.105371173169697,2.138138843873264,1.3693619773009402,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_003,21.589372563514303,24.120509863902733,20.17668145971668,-1.412691103797627,3.943828404186057,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
8,ImageNet-1k:imagenet_proxy_004,20.75368801584564,23.135651059399397,22.003457806122256,1.2497697902766198,1.132193253277137,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_005,20.705406972842336,24.777757217351425,21.222462322654376,0.5170553498120398,3.555294894697049,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_006,19.84903998784362,22.807772797058306,22.147663359497574,2.2986233716539566,0.6601094375607275,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_007,28.3488081637318,30.66781395047636,23.68509873375823,-4.663709429973565,6.982715216718127,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
8,ImageNet-1k:imagenet_proxy_008,18.9120971769774,21.38149087795364,19.878455833914327,0.9663586569369292,1.5030350440393114,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_009,21.91536262097799,25.291983251152075,23.050207628459376,1.1348450074813847,2.2417756226927,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_010,17.86907569144283,22.411451908660105,19.709556848380213,1.840481156937383,2.701895060279892,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
8,ImageNet-1k:imagenet_proxy_011,23.090628329469123,26.384189952050704,23.047769070843145,-0.0428592586259775,3.336420881207559,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
9,ImageNet-1k:imagenet_proxy_000,19.17880421699625,22.215597366711837,19.91577262525957,0.7369684082633228,2.299824741452259,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
9,ImageNet-1k:imagenet_proxy_001,18.974753586956364,21.45283792342841,18.741864072777982,-0.2328895141783782,2.7109738506504257,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
9,ImageNet-1k:imagenet_proxy_002,17.918451071413607,21.082806520213893,20.246274635680557,2.3278235642669465,0.8365318845333398,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
9,ImageNet-1k:imagenet_proxy_003,21.412777797984024,24.822439987124824,19.898641470205035,-1.5141363277789883,4.923798516919788,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,False
9,ImageNet-1k:imagenet_proxy_004,21.0083999040153,23.42849597111901,22.42162159685089,1.4132216928355916,1.006874374268115,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats,phase_only_stack,,True
