sample_id,psnr_fixed,psnr_method,psnr_gain,seed,dataset_name,dataset_version,condition_family,condition_level,training_regime,method,object_family,aberration_id,psnr_guided,better_than_fixed,condition
UCID:2,17.937274778630098,22.125473745435013,4.188198966804915,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,23.153638255229225,23.847484463961216,0.6938462087319905,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,21.64991529715898,25.09179155046609,3.4418762533071146,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,22.410401453599352,24.39576259608758,1.9853611424882267,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,19.887149461247677,23.603610615922182,3.716461154674509,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,22.09575128665767,22.18810344153154,0.0923521548738683,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,21.017711928110717,22.242344315172776,1.224632387062062,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,21.29533040945006,24.529597666015267,3.2342672565652077,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,20.308217913550312,24.85333439986232,4.545116486312004,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:10,19.335822775432177,23.547770087973845,4.211947312541668,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:11,25.666262348877588,26.03054075171849,0.364278402840906,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:12,21.57635103138765,24.72011896496305,3.1437679335753934,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:2,17.12370057721492,22.70532749157545,5.581626914360527,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:3,22.301178862042647,23.705642276540324,1.4044634144976769,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:4,20.973903233536397,23.878932007583945,2.905028774047551,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:5,21.938420576184296,24.118001130062236,2.179580553877937,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:6,19.360051094241555,23.55483592670464,4.194784832463082,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:7,21.96517331718212,23.03772201374391,1.0725486965617923,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:8,20.35447154653419,22.560090667745296,2.205619121211108,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:9,20.9203728335234,25.06944853348237,4.149075699958967,1,UCID,1338 public citation subset,phase_mask_quantization,4.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_quantization:4.0
UCID:1,17.757839272577773,20.407600077337264,2.649760804759492,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,17.402537074804926,20.4732068374252,3.070669762620273,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,24.110579299911446,25.08785496455265,0.9772756646412084,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:12,18.51527442705169,20.45026778259895,1.93499335554726,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,15.19604243850702,19.915496642219264,4.719454203712242,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,21.126410690099423,22.426560213911184,1.3001495238117575,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,19.291469854611,22.43188396320569,3.140414108594687,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,20.10506160494833,22.65669361380504,2.5516320088567035,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,17.405573019917647,20.541733027740676,3.136160007823026,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,20.68858026988193,21.301013284151,0.6124330142690653,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,18.82998436023962,21.31660442239665,2.4866200621570336,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,18.20296797114966,21.315364884354327,3.112396913204666,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,20.265655469994645,23.45581035040352,3.190154880408876,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.33228168778672,23.363372282046203,4.0310905942594815,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,25.50019919837105,25.641362469250403,0.1411632708793568,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:12,21.374229278881828,24.580499888294696,3.206270609412869,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,16.95509877141452,22.25042015256972,5.295321381155198,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,22.028047517155454,22.92311986347208,0.8950723463166241,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,20.57396027015497,24.096728335140185,3.5227680649852147,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,21.801523039441623,23.894400398832214,2.092877359390595,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,19.208620451779023,22.99085815154085,3.782237699761822,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,21.75625378527676,22.555795517743125,0.7995417324663627,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,20.19464566925937,23.380021195400357,3.1853755261409877,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,20.5447857933656,24.11760904027758,3.5728232469119803,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,20.865059558593,22.6647887708323,1.7997292122392992,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.908259907596268,22.681417561893657,2.773157654297389,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,26.042733644284795,25.775608668037147,-0.2671249762476471,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:1.0
UCID:12,21.064988798386008,23.076619433142472,2.0116306347564645,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,17.86864978031135,20.6547487195716,2.786098939260249,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,23.078172997503597,23.004116625272403,-0.0740563722311904,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:1.0
UCID:4,21.35042774020013,24.50743263720013,3.157004897,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,22.02664202141317,22.9727489785112,0.9461069570980278,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,20.14501643490827,23.15313360952885,3.00811717462058,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,22.128867132128875,22.47451882980974,0.3456516976808643,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,21.10931163333701,21.72621841096081,0.6169067776237966,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,20.192754301157,21.824763305070302,1.632009003913307,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,19.15384557532091,22.27556536027742,3.1217197849565075,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,18.57646517515993,22.019349539301643,3.442884364141708,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,25.03524119682152,25.89277224011505,0.8575310432935375,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:12,19.84080521778881,21.90820267609899,2.067397458310179,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,16.496497895257964,22.251452856784116,5.754954961526149,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,21.987544982810185,23.278568500454018,1.2910235176438327,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,20.48712206297408,24.145360981874,3.658238918899919,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,21.394387815681817,24.155080314030023,2.760692498348206,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,18.48238237400865,22.308353413316905,3.82597103930825,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,21.686759670082168,22.652081622168872,0.965321952086704,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,20.00264453021749,23.20044012765976,3.197795597442269,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,19.646346444705813,22.962014725790347,3.315668281084534,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,21.16845354645193,24.08804503421844,2.9195914877665103,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.969956413936576,24.255964695169435,4.28600828123286,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,26.16662354131889,26.08118330532234,-0.0854402359965504,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:1.0
UCID:12,21.954612472802797,24.861683548565686,2.907071075762893,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,17.937274778630098,22.19265541586193,4.255380637231834,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,23.153638255229225,23.51533948690116,0.3617012316719368,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,21.64991529715898,25.3906396452196,3.740724348060621,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,22.410401453599352,24.519328513397788,2.108927059798436,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,19.887149461247677,23.856934239802108,3.969784778554434,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,22.09575128665767,22.13428930607591,0.0385380194182403,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,21.017711928110717,22.328125472817405,1.310413544706691,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,21.29533040945006,23.392860610055852,2.097530200605796,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,20.308217913550312,24.022212675822985,3.713994762272673,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:10,19.335822775432177,23.24298730844548,3.907164533013301,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:11,25.666262348877588,26.33446481412889,0.6682024652513014,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:12,21.57635103138765,24.281143248685694,2.7047922172980456,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:2,17.12370057721492,22.812081119193618,5.688380541978699,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:3,22.301178862042647,23.539897303090047,1.2387184410474,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:4,20.973903233536397,24.288014376826087,3.314111143289693,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:5,21.938420576184296,24.320995959000378,2.382575382816082,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:6,19.360051094241555,23.418537529970692,4.05848643572914,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:7,21.96517331718212,22.934384496276117,0.969211179093996,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:8,20.35447154653419,23.143833998419097,2.7893624518849087,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:9,20.9203728335234,24.0453732066464,3.125000373122994,1,UCID,1338 public citation subset,phase_mask_lateral_shift,1.0,robust_mask_mixed_train,robust_phase_only_stack,,,,True,phase_mask_lateral_shift:1.0
UCID:1,17.757839272577773,9.450591847652449,-8.307247424925325,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:10,17.402537074804926,9.136491734623288,-8.266045340181638,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:11,24.110579299911446,10.011321144056746,-14.0992581558547,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:12,18.51527442705169,9.564708434810871,-8.950565992240817,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:2,15.19604243850702,9.574175807816491,-5.621866630690528,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:3,21.126410690099423,10.359700132546422,-10.766710557553004,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:4,19.291469854611,9.420435269670124,-9.871034584940878,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:5,20.10506160494833,9.441639503282245,-10.663422101666088,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:6,17.405573019917647,9.39395667994668,-8.011616339970967,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:7,20.68858026988193,9.862914339986816,-10.825665929895116,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:8,18.82998436023962,9.894629391143395,-8.935354969096226,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:9,18.20296797114966,9.392470045907729,-8.810497925241933,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:1,20.265655469994645,10.009372173546108,-10.256283296448537,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:10,19.33228168778672,9.587513578800117,-9.744768108986603,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:11,25.50019919837105,10.009599520433826,-15.49059967793722,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:12,21.374229278881828,10.151052579240112,-11.223176699641716,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:2,16.95509877141452,10.125762105868452,-6.829336665546068,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:3,22.028047517155454,10.3127250855031,-11.715322431652352,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:4,20.57396027015497,9.678931545281282,-10.895028724873688,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:5,21.801523039441623,9.545150858272825,-12.256372181168798,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:6,19.208620451779023,9.746898162393604,-9.461722289385422,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:7,21.75625378527676,9.954867653221616,-11.801386132055146,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:8,20.19464566925937,10.228886882563389,-9.965758786695975,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:9,20.5447857933656,9.881475602209733,-10.663310191155867,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:1,20.865059558593,10.770751534840905,-10.094308023752095,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:10,19.908259907596268,10.053679464801172,-9.854580442795095,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:11,26.042733644284795,10.148061710841231,-15.89467193344356,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:12,21.064988798386008,10.702816474817055,-10.362172323568952,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:2,17.86864978031135,10.504598147174509,-7.364051633136842,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:3,23.078172997503597,10.451187921772773,-12.626985075730822,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:4,21.35042774020013,9.816327853946818,-11.534099886253314,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:5,22.02664202141317,9.619865738392878,-12.406776283020292,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:6,20.14501643490827,9.882267807814529,-10.262748627093744,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:7,22.128867132128875,9.963164927135846,-12.165702204993028,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:8,21.10931163333701,10.222395885112354,-10.88691574822466,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:9,20.192754301157,10.312454514207314,-9.880299786949683,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:1,19.15384557532091,9.701357986326665,-9.452487588994249,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
UCID:10,18.57646517515993,9.336695857563535,-9.2397693175964,1,UCID,1338 public citation subset,phase_mask_lateral_shift,2.0,robust_mask_mixed_train,robust_phase_only_stack,,,,False,phase_mask_lateral_shift:2.0
