aberration_id,sample_id,psnr_fixed,psnr_guided,psnr_method,psnr_gain,psnr_gap_to_guided,dataset_name,dataset_version,training_regime,seed,method,object_family,better_than_fixed
4,Kodak-PCD0992:kodim12,21.01876737875105,22.2241806464545,22.450551384856677,1.4317840061056195,-0.2263707384021742,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
5,Kodak-PCD0992:kodim01,25.80807971811284,27.585630607997587,25.06983761592859,-0.7382421021842447,2.515792992068995,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim02,29.0037130297951,30.25236299120377,27.974595353219843,-1.0291176765752574,2.277767637983932,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim03,23.06180899454633,25.738156489412848,22.70612872026236,-0.3556802742839693,3.0320277691504884,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim04,23.92689068536725,26.005413480953912,23.385864124520467,-0.5410265608467881,2.6195493564334456,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim05,25.27491799783564,26.629424678781263,24.02412282059053,-1.2507951772451025,2.605301858190732,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim06,20.289932849145643,22.94694388552388,21.1712783382325,0.8813454890868577,1.7756655472913785,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
5,Kodak-PCD0992:kodim07,25.297320107535946,27.44533767997678,24.243048481737677,-1.0542716257982685,3.2022891982391077,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim08,20.820290889204514,22.74187348673245,20.85177278737696,0.0314818981724442,1.890100699355493,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
5,Kodak-PCD0992:kodim09,22.953347925725645,25.587807455905786,22.84977419865616,-0.103573727069488,2.7380332572496293,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim10,24.19164094993334,26.5075663197983,23.255385886973095,-0.9362550629602424,3.2521804328252024,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim11,25.160801960568733,27.430938323395225,24.72564449047336,-0.4351574700953762,2.705293832921868,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
5,Kodak-PCD0992:kodim12,19.81548289244387,21.42879620259208,21.89767317121991,2.08219027877604,-0.468876968627832,Kodak-PCD0992,unrestricted public release,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
0,UCID:1,20.450901151210047,21.455755240424185,22.6510430018287,2.200141850618653,-1.1952877614045183,UCID,1338 public citation subset,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
0,UCID:10,19.32060464223356,20.356636084915124,21.79547064302308,2.4748660007895182,-1.4388345581079562,UCID,1338 public citation subset,mixed_synthetic_plus_public_natural,,phase_only_stack,,True
0,UCID:11,25.70111253285325,26.68181980307583,25.07838638535789,-0.62272614749536,1.6034334177179377,UCID,1338 public citation subset,mixed_synthetic_plus_public_natural,,phase_only_stack,,False
