candidate,eta,alpha,phi,barrier_Z,zero_bias_conductance,peak_conductance,peak_bias,background_conductance,peak_minus_background,subgap_average,zero_bias_andreev,zero_bias_normal,mean_frustration,pos_peak_bias,neg_peak_bias,pos_peak_contrast,neg_peak_contrast,peak_split,peak_asymmetry
s_wave,0.0,0.5235987755982988,0.7853981633974483,2.0,1.1111415932096844,1.1111415932096844,0.0,0.29236971897059943,0.818771874239085,0.9875579537039343,0.19356116648618985,0.06193957327212544,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8185799599790795,0.8185799599790795,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,0.7853981633974483,3.0,1.0141385633091633,1.0141385633091633,0.0,0.19934183251207813,0.8147967307970851,0.8911549230976803,0.09678058324309492,0.06968201993114112,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8146057482818443,0.8146057482818443,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.1780972450961724,0.0,1.9668949138528662,1.9668949138528662,0.0,1.114284109879327,0.8526108039735392,1.835812907587527,0.9668949138528659,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8524059890120652,0.8524059890120652,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.1780972450961724,0.5,1.752925612460613,1.752925612460613,0.0,0.9081181349522228,0.8448074775083901,1.6230432926142797,0.7735159310822928,0.015470318620782837,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8446045370445247,0.8446045370445247,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.1780972450961724,1.0,1.424771660370345,1.424771660370345,0.0,0.5916691725599246,0.8331024878104205,1.2966888701526178,0.48344745692643293,0.0386757965519571,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.832902359092967,0.832902359092967,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.1780972450961724,2.0,1.111017708283054,1.111017708283054,0.0,0.28962021017088363,0.8213974981121703,0.9847344476940012,0.1933789827705732,0.06188127448313137,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8212001811411291,0.8212001811411291,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.1780972450961724,3.0,1.0141130575889687,1.0141130575889687,0.0,0.19661722270961351,0.8174958348793553,0.8884296402094968,0.0966894913852866,0.06961643379352278,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.817299455157118,0.817299455157118,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.5707963267948966,0.0,1.9656800252506474,1.9656800252506474,0.0,1.1105707564532534,0.855109268797394,1.8310595465832078,0.9656800252506474,0.0,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8548972064958338,0.8548972064958338,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.5707963267948966,0.5,1.7519731397964626,1.7519731397964626,0.0,0.9044674931923495,0.8475056466041131,1.6185496491856963,0.772544020200518,0.01545088040314843,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.8472954698396835,0.8472954698396835,0.0031999999999999806,0.0
s_wave,0.0,0.5235987755982988,1.5707963267948966,1.0,1.4242128116133062,1.4242128116133062,0.0,0.5881125982993515,0.8361002133139547,1.2925848030876441,0.4828400126253237,0.03862720100787108,4.1322334443094626e-11,0.0015999999999999903,-0.0015999999999999903,0.835892864855221,0.835892864855221,0.0031999999999999806,0.0
