candidate,barrier_Z,orientation_alpha,intervalley_eta,field_phi,inner_gap,outer_gap,inner_signal,outer_signal,zero_bias,inner_selectivity
chiral_d,0.2,0.0,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,533.0771712867444,258.2119829355763,506.08783274715654,2.06449431674806
chiral_d,0.2,0.7853981634,0.0,0.0,0.011216942540656794,0.0662169425406568,462.38859870631484,224.62828075962193,438.92378860509046,2.0584611926096863
chiral_d,0.2,0.7853981634,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,575.6092098255262,276.85802821979377,546.6334098979929,2.079077184529242
chiral_d,0.2,0.7853981634,0.2,0.0,0.011216942540656794,0.0662169425406568,487.19510969512515,236.11926682005117,462.51876329580983,2.06334331059236
chiral_d,0.2,0.7853981634,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,600.4157208143364,288.349014280223,570.2283845887123,2.082253418875367
chiral_d,0.2,0.7853981634,0.45,0.0,0.011216942540656794,0.0662169425406568,518.2032484311378,250.48299939558763,492.01248165920885,2.0688160461251095
chiral_d,0.2,0.7853981634,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,631.4238595503492,302.7127468557595,599.7221029521113,2.085884608787942
chiral_d,0.8,0.0,0.0,0.0,0.011216942540656794,0.0662169425406568,281.1771184597691,179.6538511521453,263.2130825213731,1.5651048761634712
chiral_d,0.8,0.0,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,360.09293768289035,218.77520667076612,338.0541090673447,1.6459494801199877
chiral_d,0.8,0.0,0.2,0.0,0.011216942540656794,0.0662169425406568,298.57494422505084,188.43626117843036,279.699018872673,1.584487732657411
chiral_d,0.8,0.0,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,377.4907634481722,227.55761669705123,354.5400454186446,1.6588799308384734
chiral_d,0.8,0.0,0.45,0.0,0.011216942540656794,0.0662169425406568,320.3222264316531,199.4142737112867,300.3064393117978,1.60631543805845
chiral_d,0.8,0.0,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,399.23804565477445,238.53562922990756,375.1474658577694,1.6737040371858967
chiral_d,0.8,0.7853981634,0.0,0.0,0.011216942540656794,0.0662169425406568,347.76341983277064,209.7833992847252,326.6088088522564,1.657726116644598
chiral_d,0.8,0.7853981634,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,426.6792390558919,248.904754803346,401.449835398228,1.7142269515622612
chiral_d,0.8,0.7853981634,0.2,0.0,0.011216942540656794,0.0662169425406568,365.16124559805246,218.5658093110103,343.09474520355633,1.670715317959191
chiral_d,0.8,0.7853981634,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,444.0770648211738,257.6871648296311,417.9357717495279,1.7233185250603136
chiral_d,0.8,0.7853981634,0.45,0.0,0.011216942540656794,0.0662169425406568,386.90852780465474,229.54382184386662,363.70216564268117,1.6855540902678967
chiral_d,0.8,0.7853981634,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,465.82434702777607,268.6651773624875,438.5431921886527,1.7338471312167045
chiral_d,1.6,0.0,0.0,0.0,0.011216942540656794,0.0662169425406568,212.5831484640324,182.32498945075798,195.0087589368205,1.1659572782887586
chiral_d,1.6,0.0,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,262.45690921218153,210.5031353201391,242.01033685942298,1.2468076012883593
chiral_d,1.6,0.0,0.2,0.0,0.011216942540656794,0.0662169425406568,223.71496261419168,188.85823164518098,205.47853346615426,1.1845655901009287
chiral_d,1.6,0.0,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,273.5887233623408,217.0363775145621,252.4801113887567,1.2605662078191675
chiral_d,1.6,0.0,0.45,0.0,0.011216942540656794,0.0662169425406568,237.62973030189067,197.0247843882097,218.56575162782144,1.2060905486574451
chiral_d,1.6,0.0,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,287.50349105003977,225.2029302575908,265.5673295504239,1.2766418746025576
chiral_d,1.6,0.7853981634,0.0,0.0,0.011216942540656794,0.0662169425406568,252.17007284361782,200.2376249166337,232.6988208940257,1.2593540946593105
chiral_d,1.6,0.7853981634,0.0,1.5707963268,0.011216942540656794,0.0662169425406568,302.04383359176694,228.4157707860149,279.7003988166282,1.3223422907813511
chiral_d,1.6,0.7853981634,0.2,0.0,0.011216942540656794,0.0662169425406568,263.3018869937771,206.77086711105673,243.16859542335948,1.2733993462065307
chiral_d,1.6,0.7853981634,0.2,1.5707963268,0.011216942540656794,0.0662169425406568,313.1756477419262,234.94901298043783,290.1701733459619,1.3329515360339121
chiral_d,1.6,0.7853981634,0.45,0.0,0.011216942540656794,0.0662169425406568,277.2166546814761,214.93741985408542,256.25581358502666,1.2897551988372717
chiral_d,1.6,0.7853981634,0.45,1.5707963268,0.011216942540656794,0.0662169425406568,327.0904154296252,243.11556572346655,303.25739150762917,1.3454112428229972
chiral_d,2.8,0.0,0.0,0.0,0.011216942540656794,0.0662169425406568,160.34874049717047,188.16044062399155,142.74507162312617,0.8521915656947344
