model,valley,pairing,barrier_Z,eta_meV,bias_meV,conductance_generalized_btk,andreev_component,normal_reflection_component
baseline,K_T,valley_even,0.0,0.2,17.5,1.0018542479591408,0.0018542479591406233,0.0
baseline,K_T,valley_even,0.0,0.2,18.333333333333343,1.0015252395470526,0.001525239547052568,0.0
baseline,K_T,valley_even,0.0,0.2,19.16666666666667,1.0012637867208747,0.0012637867208746634,0.0
baseline,K_T,valley_even,0.0,0.2,20.0,1.001054400936709,0.0010544009367089951,0.0
baseline,total,valley_even,0.0,0.2,-80.0,1.0000308124276287,3.081242762880865e-05,0.0
baseline,total,valley_even,0.0,0.2,-79.16666666666667,1.0000341174905005,3.411749050046868e-05,0.0
baseline,total,valley_even,0.0,0.2,-78.33333333333333,1.0000380420648227,3.804206482270262e-05,0.0
baseline,total,valley_even,0.0,0.2,-77.5,1.000042750650859,4.275065085878e-05,0.0
baseline,total,valley_even,0.0,0.2,-76.66666666666667,1.000048463454059,4.846345405937081e-05,0.0
baseline,total,valley_even,0.0,0.2,-75.83333333333333,1.0000554794189855,5.5479418985569596e-05,0.0
baseline,total,valley_even,0.0,0.2,-75.0,1.0000642105577542,6.421055775413526e-05,0.0
baseline,total,valley_even,0.0,0.2,-74.16666666666667,1.0000752338967338,7.52338967337884e-05,0.0
baseline,total,valley_even,0.0,0.2,-73.33333333333333,1.0000893711243168,8.937112431658168e-05,0.0
baseline,total,valley_even,0.0,0.2,-72.5,1.0001078116813364,0.0001078116813363599,0.0
baseline,total,valley_even,0.0,0.2,-71.66666666666667,1.0001323022451514,0.0001323022451515357,0.0
baseline,total,valley_even,0.0,0.2,-70.83333333333333,1.0001654296210667,0.00016542962106667842,0.0
baseline,total,valley_even,0.0,0.2,-70.0,1.0002107615510554,0.00021076155105559846,0.0
baseline,total,valley_even,0.0,0.2,-69.16666666666667,1.000273332135872,0.00027333213587198314,0.0
baseline,total,valley_even,0.0,0.2,-68.33333333333333,1.0003494261272925,0.0003494261272924845,0.0
baseline,total,valley_even,0.0,0.2,-67.5,1.0004165719063676,0.00041657190636771446,0.0
baseline,total,valley_even,0.0,0.2,-66.66666666666667,1.0004990687886597,0.0004990687886596351,0.0
baseline,total,valley_even,0.0,0.2,-65.83333333333333,1.0005960190986167,0.0005960190986165582,0.0
baseline,total,valley_even,0.0,0.2,-65.0,1.0006990864778516,0.0006990864778513113,0.0
baseline,total,valley_even,0.0,0.2,-64.16666666666667,1.0007969706230109,0.0007969706230110268,0.0
baseline,total,valley_even,0.0,0.2,-63.33333333333333,1.000884299474398,0.0008842994743979164,0.0
baseline,total,valley_even,0.0,0.2,-62.5,1.0009268008007817,0.000926800800781487,0.0
baseline,total,valley_even,0.0,0.2,-61.66666666666666,1.0012011379306789,0.0012011379306790066,0.0
baseline,total,valley_even,0.0,0.2,-60.83333333333333,1.0014178652456598,0.001417865245659564,0.0
baseline,total,valley_even,0.0,0.2,-60.0,1.001608142203071,0.0016081422030711032,0.0
baseline,total,valley_even,0.0,0.2,-59.16666666666666,1.0016445705845547,0.0016445705845545254,0.0
baseline,total,valley_even,0.0,0.2,-58.33333333333333,1.001254856834965,0.0012548568349654682,0.0
baseline,total,valley_even,0.0,0.2,-57.5,1.0014851473402744,0.0014851473402745698,0.0
baseline,total,valley_even,0.0,0.2,-56.66666666666666,1.0013920763426003,0.0013920763426003755,0.0
baseline,total,valley_even,0.0,0.2,-55.83333333333333,1.0012034644755665,0.0012034644755663548,0.0
baseline,total,valley_even,0.0,0.2,-55.0,1.001273941316379,0.0012739413163784944,0.0
baseline,total,valley_even,0.0,0.2,-54.16666666666666,1.0012377616182295,0.001237761618229603,0.0
baseline,total,valley_even,0.0,0.2,-53.33333333333333,1.001393898468609,0.0013938984686088732,0.0
baseline,total,valley_even,0.0,0.2,-52.5,1.0016671882413597,0.0016671882413596159,0.0
baseline,total,valley_even,0.0,0.2,-51.66666666666666,1.0018145371663791,0.001814537166379222,0.0
baseline,total,valley_even,0.0,0.2,-50.83333333333333,1.0019024862860124,0.0019024862860123016,0.0
baseline,total,valley_even,0.0,0.2,-50.0,1.0019357502776889,0.00193575027768868,0.0
baseline,total,valley_even,0.0,0.2,-49.16666666666666,1.0022213655971952,0.0022213655971951686,0.0
baseline,total,valley_even,0.0,0.2,-48.33333333333333,1.0024058435851402,0.0024058435851396737,0.0
baseline,total,valley_even,0.0,0.2,-47.5,1.0024388973832266,0.002438897383226289,0.0
baseline,total,valley_even,0.0,0.2,-46.66666666666666,1.0026415320870605,0.0026415320870604463,0.0
baseline,total,valley_even,0.0,0.2,-45.83333333333333,1.002410956079323,0.0024109560793230444,0.0
baseline,total,valley_even,0.0,0.2,-45.0,1.0026775692632524,0.002677569263252219,0.0
baseline,total,valley_even,0.0,0.2,-44.16666666666666,1.002563808874066,0.002563808874066218,0.0
baseline,total,valley_even,0.0,0.2,-43.33333333333333,1.0024615611631607,0.0024615611631605603,0.0
baseline,total,valley_even,0.0,0.2,-42.5,1.0022359699927528,0.002235969992752852,0.0
baseline,total,valley_even,0.0,0.2,-41.66666666666666,1.0012725356243821,0.0012725356243822462,0.0
baseline,total,valley_even,0.0,0.2,-40.83333333333333,1.0021086360245826,0.002108636024582787,0.0
baseline,total,valley_even,0.0,0.2,-40.0,1.001126041931214,0.0011260419312139544,0.0
baseline,total,valley_even,0.0,0.2,-39.16666666666666,1.0007195981653891,0.000719598165388854,0.0
baseline,total,valley_even,0.0,0.2,-38.33333333333333,1.0008724205237887,0.0008724205237885314,0.0
baseline,total,valley_even,0.0,0.2,-37.5,1.0006118190644953,0.0006118190644953494,0.0
baseline,total,valley_even,0.0,0.2,-36.66666666666666,1.0005657765190992,0.0005657765190987688,0.0
baseline,total,valley_even,0.0,0.2,-35.83333333333333,1.000545870092763,0.0005458700927631734,0.0
baseline,total,valley_even,0.0,0.2,-35.0,1.0005571898144583,0.0005571898144584281,0.0
baseline,total,valley_even,0.0,0.2,-34.166666666666664,1.0006201255748517,0.0006201255748515463,0.0
baseline,total,valley_even,0.0,0.2,-33.33333333333333,1.0007121813673558,0.0007121813673556757,0.0
baseline,total,valley_even,0.0,0.2,-32.5,1.0008038767458165,0.0008038767458164962,0.0
baseline,total,valley_even,0.0,0.2,-31.666666666666664,1.0009018058498547,0.0009018058498548692,0.0
baseline,total,valley_even,0.0,0.2,-30.83333333333333,1.0011068467797122,0.0011068467797120992,0.0
baseline,total,valley_even,0.0,0.2,-30.0,1.0013951665755116,0.0013951665755116722,0.0
baseline,total,valley_even,0.0,0.2,-29.166666666666664,1.0016843174115704,0.001684317411570135,0.0
baseline,total,valley_even,0.0,0.2,-28.33333333333333,1.0021435407195927,0.0021435407195930655,0.0
baseline,total,valley_even,0.0,0.2,-27.5,1.0030729332429826,0.0030729332429829687,0.0
baseline,total,valley_even,0.0,0.2,-26.666666666666664,1.003634942367297,0.0036349423672971115,0.0
baseline,total,valley_even,0.0,0.2,-25.83333333333333,1.0040295430056352,0.004029543005635291,0.0
baseline,total,valley_even,0.0,0.2,-25.0,1.0023910996837588,0.0023910996837592097,0.0
baseline,total,valley_even,0.0,0.2,-24.166666666666664,1.0085568920569792,0.00855689205697935,0.0
baseline,total,valley_even,0.0,0.2,-23.33333333333333,1.0142027010422139,0.01420270104221398,0.0
baseline,total,valley_even,0.0,0.2,-22.5,1.011198108291979,0.011198108291979088,0.0
baseline,total,valley_even,0.0,0.2,-21.666666666666664,1.0119399468284629,0.011939946828463052,0.0
baseline,total,valley_even,0.0,0.2,-20.83333333333333,1.0118409130481856,0.011840913048185566,0.0
baseline,total,valley_even,0.0,0.2,-20.0,1.0131899470021724,0.013189947002172497,0.0
baseline,total,valley_even,0.0,0.2,-19.166666666666664,1.0179230330058142,0.017923033005814232,0.0
baseline,total,valley_even,0.0,0.2,-18.33333333333333,1.0170186485507124,0.017018648550712386,0.0
baseline,total,valley_even,0.0,0.2,-17.5,1.0175514492502262,0.01755144925022631,0.0
baseline,total,valley_even,0.0,0.2,-16.666666666666664,1.0163089917953874,0.016308991795387324,0.0
baseline,total,valley_even,0.0,0.2,-15.833333333333329,1.0174755456228164,0.01747554562281633,0.0
baseline,total,valley_even,0.0,0.2,-15.0,1.0180724752417816,0.018072475241781547,0.0
baseline,total,valley_even,0.0,0.2,-14.166666666666655,1.0191436953193966,0.019143695319396685,0.0
baseline,total,valley_even,0.0,0.2,-13.333333333333329,1.0198494753564349,0.01984947535643514,0.0
baseline,total,valley_even,0.0,0.2,-12.5,1.0209231150445839,0.02092311504458379,0.0
baseline,total,valley_even,0.0,0.2,-11.666666666666655,1.0212743578075678,0.021274357807567697,0.0
baseline,total,valley_even,0.0,0.2,-10.833333333333329,1.0311901666739303,0.031190166673930146,0.0
baseline,total,valley_even,0.0,0.2,-10.0,1.032967424816829,0.03296742481682896,0.0
baseline,total,valley_even,0.0,0.2,-9.166666666666655,1.0633316859555182,0.06333168595551808,0.0
baseline,total,valley_even,0.0,0.2,-8.333333333333329,1.060354953163001,0.060354953163000664,0.0
baseline,total,valley_even,0.0,0.2,-7.5,1.0641156319009546,0.06411563190095483,0.0
baseline,total,valley_even,0.0,0.2,-6.666666666666657,1.0946926061909412,0.09469260619094129,0.0
baseline,total,valley_even,0.0,0.2,-5.833333333333329,1.112810622090819,0.11281062209081892,0.0
baseline,total,valley_even,0.0,0.2,-5.0,1.1614776477678943,0.1614776477678943,0.0
baseline,total,valley_even,0.0,0.2,-4.166666666666657,1.2183948607406185,0.21839486074061862,0.0
baseline,total,valley_even,0.0,0.2,-3.3333333333333286,1.3495271562646847,0.34952715626468417,0.0
baseline,total,valley_even,0.0,0.2,-2.5,1.4711396157621552,0.47113961576215546,0.0
baseline,total,valley_even,0.0,0.2,-1.6666666666666572,1.7024757292934791,0.7024757292934799,0.0
baseline,total,valley_even,0.0,0.2,-0.8333333333333286,2.2691408014250167,1.269140801425017,0.0
baseline,total,valley_even,0.0,0.2,0.0,2.961156679450913,1.9611566794509139,0.0
baseline,total,valley_even,0.0,0.2,0.8333333333333428,2.4190098471278705,1.4190098471278707,0.0
baseline,total,valley_even,0.0,0.2,1.6666666666666714,1.8732158074618817,0.8732158074618817,0.0
baseline,total,valley_even,0.0,0.2,2.5,1.5180867294763014,0.5180867294763014,0.0
baseline,total,valley_even,0.0,0.2,3.333333333333343,1.2951701922971233,0.29517019229712327,0.0
baseline,total,valley_even,0.0,0.2,4.166666666666671,1.2020006103961303,0.20200061039613026,0.0
baseline,total,valley_even,0.0,0.2,5.0,1.122981265373511,0.12298126537351102,0.0
baseline,total,valley_even,0.0,0.2,5.833333333333343,1.0846316657060906,0.0846316657060905,0.0
baseline,total,valley_even,0.0,0.2,6.666666666666671,1.0626963268855218,0.06269632688552171,0.0
baseline,total,valley_even,0.0,0.2,7.5,1.0451989981642613,0.045198998164261185,0.0
baseline,total,valley_even,0.0,0.2,8.333333333333343,1.0317934997263383,0.03179349972633828,0.0
baseline,total,valley_even,0.0,0.2,9.166666666666671,1.0218668263693949,0.02186682636939486,0.0
baseline,total,valley_even,0.0,0.2,10.0,1.0132370999095959,0.013237099909596133,0.0
baseline,total,valley_even,0.0,0.2,10.833333333333345,1.007015944149663,0.007015944149662807,0.0
baseline,total,valley_even,0.0,0.2,11.666666666666671,1.0063224260345014,0.00632242603450132,0.0
baseline,total,valley_even,0.0,0.2,12.5,1.0050814017923073,0.005081401792307177,0.0
baseline,total,valley_even,0.0,0.2,13.333333333333345,1.0040278322068974,0.004027832206897472,0.0
baseline,total,valley_even,0.0,0.2,14.166666666666671,1.0031988162478964,0.0031988162478964587,0.0
baseline,total,valley_even,0.0,0.2,15.0,1.0025538439159352,0.0025538439159351377,0.0
baseline,total,valley_even,0.0,0.2,15.833333333333345,1.0020549178082798,0.0020549178082795282,0.0
baseline,total,valley_even,0.0,0.2,16.66666666666667,1.0016674981309215,0.001667498130921688,0.0
baseline,total,valley_even,0.0,0.2,17.5,1.0013648935635395,0.001364893563539434,0.0
baseline,total,valley_even,0.0,0.2,18.333333333333343,1.0011261024510605,0.0011261024510603609,0.0
baseline,total,valley_even,0.0,0.2,19.16666666666667,1.0009366430627586,0.0009366430627585385,0.0
baseline,total,valley_even,0.0,0.2,20.0,1.0007854657815682,0.0007854657815683686,0.0
baseline,K_B,valley_even,0.5,0.2,-80.0,0.9138281230237684,5.273258510254116e-05,0.08622460956133432
baseline,K_B,valley_even,0.5,0.2,-79.16666666666667,0.9093679956795605,5.5226894688812534e-05,0.09068723121512837
baseline,K_B,valley_even,0.5,0.2,-78.33333333333333,0.9042963178170114,5.790619303767484e-05,0.09576158837602627
baseline,K_B,valley_even,0.5,0.2,-77.5,0.8984529980915955,6.0809169637382775e-05,0.10160781107804197
baseline,K_B,valley_even,0.5,0.2,-76.66666666666667,0.8916179237511602,6.399257504996585e-05,0.10844606882388973
baseline,K_B,valley_even,0.5,0.2,-75.83333333333333,0.8834821775995295,6.754204331745083e-05,0.11658536444378796
baseline,K_B,valley_even,0.5,0.2,-75.0,0.8736022940599995,7.159035517659469e-05,0.126469296295177
baseline,K_B,valley_even,0.5,0.2,-74.16666666666667,0.8613255099560597,7.63490135559862e-05,0.13875083905749636
baseline,K_B,valley_even,0.5,0.2,-73.33333333333333,0.8456638035364619,8.216434315550859e-05,0.1544183608066937
baseline,K_B,valley_even,0.5,0.2,-72.5,0.8250743030443723,8.962024105771589e-05,0.17501531719668525
baseline,K_B,valley_even,0.5,0.2,-71.66666666666667,0.797061891672942,9.973279120752825e-05,0.20303784111826553
baseline,K_B,valley_even,0.5,0.2,-70.83333333333333,0.7574299676843634,0.00011433252361208948,0.24268436483924857
baseline,K_B,valley_even,0.5,0.2,-70.0,0.7067590690971854,0.00013323022614053156,0.29337416112895504
baseline,K_B,valley_even,0.5,0.2,-69.16666666666667,0.6472749862383543,0.0001563511796797069,0.3528813649413254
baseline,K_B,valley_even,0.5,0.2,-68.33333333333333,0.6057533006616478,0.00017701608777553177,0.3944237154261276
baseline,K_B,valley_even,0.5,0.2,-67.5,0.5717071220592876,0.00019766058251231825,0.4284905385232247
baseline,K_B,valley_even,0.5,0.2,-66.66666666666667,0.5512827845010517,0.00021889954554464138,0.44893611504449293
baseline,K_B,valley_even,0.5,0.2,-65.83333333333333,0.5389826004792173,0.0002498393873264838,0.46126723890810895
baseline,K_B,valley_even,0.5,0.2,-65.0,0.5660571490806746,0.00028829571251388436,0.4342311466318392
baseline,K_B,valley_even,0.5,0.2,-64.16666666666667,0.6174924287808854,0.00035423124234237576,0.38286180246145707
baseline,K_B,valley_even,0.5,0.2,-63.33333333333333,0.5976135216912271,0.0005078843859018922,0.4028943626946748
baseline,K_B,valley_even,0.5,0.2,-62.5,0.40235837928561424,0.0008963078368999075,0.5985379285512855
baseline,K_B,valley_even,0.5,0.2,-61.66666666666666,0.07657556755620486,0.0015417245110275943,0.9249661569548232
baseline,K_B,valley_even,0.5,0.2,-60.83333333333333,-0.1891792382223806,0.00218351847659904,1.1913627566989795
baseline,K_B,valley_even,0.5,0.2,-60.0,-0.3631841372645138,0.0026774544319097143,1.365861591696424
baseline,K_B,valley_even,0.5,0.2,-59.16666666666666,-0.4419488364179151,0.002836660636921822,1.444785497054837
baseline,K_B,valley_even,0.5,0.2,-58.33333333333333,-0.5183077133334482,0.0022541684584535576,1.520561881791902
baseline,K_B,valley_even,0.5,0.2,-57.5,-0.5551290668182901,0.0024384077529579573,1.5575674745712482
baseline,K_B,valley_even,0.5,0.2,-56.66666666666666,-0.5799081656567183,0.002305436291243461,1.5822136019479616
baseline,K_B,valley_even,0.5,0.2,-55.83333333333333,-0.596018137149483,0.0022753396483031207,1.5982934767977863
baseline,K_B,valley_even,0.5,0.2,-55.0,-0.5957691510040775,0.00265771366646884,1.5984268646705462
baseline,K_B,valley_even,0.5,0.2,-54.16666666666666,-0.595767657213658,0.0025860866760282785,1.5983537438896862
baseline,K_B,valley_even,0.5,0.2,-53.33333333333333,-0.5955468784712962,0.002797223128458236,1.5983441015997546
baseline,K_B,valley_even,0.5,0.2,-52.5,-0.5945718598543401,0.003300857006957042,1.5978727168612974
baseline,K_B,valley_even,0.5,0.2,-51.66666666666666,-0.5903658875335231,0.0033072538150662138,1.5936731413485898
baseline,K_B,valley_even,0.5,0.2,-50.83333333333333,-0.5833599114600243,0.00341868950364486,1.5867786009636693
baseline,K_B,valley_even,0.5,0.2,-50.0,-0.5699066134433001,0.0036717165697293984,1.5735783300130295
baseline,K_B,valley_even,0.5,0.2,-49.16666666666666,-0.5672144710945064,0.004043101190735623,1.5712575722852422
baseline,K_B,valley_even,0.5,0.2,-48.33333333333333,-0.5491038526104558,0.004426191612567102,1.5535300442230224
baseline,K_B,valley_even,0.5,0.2,-47.5,-0.5490617449852265,0.004793901927742074,1.553855646912969
baseline,K_B,valley_even,0.5,0.2,-46.66666666666666,-0.5321406848062823,0.005038920144885395,1.5371796049511672
baseline,K_B,valley_even,0.5,0.2,-45.83333333333333,-0.5288537083892761,0.0052830224774414285,1.5341367308667173
baseline,K_B,valley_even,0.5,0.2,-45.0,-0.531355704564888,0.005409517967430652,1.5367652225323183
baseline,K_B,valley_even,0.5,0.2,-44.16666666666666,-0.5343497820612191,0.005450418812423499,1.5398002008736427
baseline,K_B,valley_even,0.5,0.2,-43.33333333333333,-0.5287514988929454,0.005262507030470103,1.5340140059234155
baseline,K_B,valley_even,0.5,0.2,-42.5,-0.5109499013853861,0.005136585333114431,1.516086486718501
baseline,K_B,valley_even,0.5,0.2,-41.66666666666666,-0.4466217458875579,0.004151681942726738,1.4507734278302848
baseline,K_B,valley_even,0.5,0.2,-40.83333333333333,-0.49876825375943973,0.004231479766134453,1.5029997335255743
baseline,K_B,valley_even,0.5,0.2,-40.0,-0.36257528060153676,0.003315581315213265,1.3658908619167502
baseline,K_B,valley_even,0.5,0.2,-39.16666666666666,-0.2379640544334421,0.0025209847499373466,1.2404850391833795
baseline,K_B,valley_even,0.5,0.2,-38.33333333333333,-0.29366308549093784,0.0024908141083097514,1.2961538995992479
baseline,K_B,valley_even,0.5,0.2,-37.5,-0.1617336755344167,0.0021537505895119343,1.1638874261239285
baseline,K_B,valley_even,0.5,0.2,-36.66666666666666,-0.09761061804498544,0.0020600153750421867,1.0996706334200277
baseline,K_B,valley_even,0.5,0.2,-35.83333333333333,-0.07545621602871398,0.0021367960641705025,1.077593012092884
baseline,K_B,valley_even,0.5,0.2,-35.0,-0.020396684853140442,0.002316049783038399,1.0227127346361788
baseline,K_B,valley_even,0.5,0.2,-34.166666666666664,-0.02830265080631605,0.002604891675021917,1.0309075424813383
baseline,K_B,valley_even,0.5,0.2,-33.33333333333333,-0.009702252307327184,0.0030811158514436102,1.0127833681587706
baseline,K_B,valley_even,0.5,0.2,-32.5,0.00677979427498544,0.0037566951669773547,0.9969769008919924
baseline,K_B,valley_even,0.5,0.2,-31.666666666666664,-0.06978837069558366,0.004181796475751379,1.073970167171335
baseline,K_B,valley_even,0.5,0.2,-30.83333333333333,-0.12720128687275808,0.00520583711102248,1.1324071239837805
baseline,K_B,valley_even,0.5,0.2,-30.0,-0.11967796751310655,0.006975151679601021,1.1266531191927072
baseline,K_B,valley_even,0.5,0.2,-29.166666666666664,-0.21045436379809804,0.008590194953479824,1.219044558751578
baseline,K_B,valley_even,0.5,0.2,-28.33333333333333,-0.2826407283295019,0.010321883457843236,1.2929626117873454
baseline,K_B,valley_even,0.5,0.2,-27.5,-0.3369028203496451,0.011832460203637396,1.3487352805532828
baseline,K_B,valley_even,0.5,0.2,-26.666666666666664,-0.3936022111431159,0.013286743255089606,1.4068889543982053
baseline,K_B,valley_even,0.5,0.2,-25.83333333333333,-0.4815619127029137,0.013218514339943366,1.4947804270428569
baseline,K_B,valley_even,0.5,0.2,-25.0,-0.4945062805647255,0.015469449827848081,1.5099757303925732
baseline,K_B,valley_even,0.5,0.2,-24.166666666666664,-0.5032078219596196,0.01756156148739026,1.5207693834470095
baseline,K_B,valley_even,0.5,0.2,-23.33333333333333,-0.5168224344773213,0.01893728650291205,1.5357597209802334
baseline,K_B,valley_even,0.5,0.2,-22.5,-0.5406511349469135,0.021251580921174424,1.5619027158680878
baseline,K_B,valley_even,0.5,0.2,-21.666666666666664,-0.5491769318597819,0.02295553695801755,1.5721324688177998
baseline,K_B,valley_even,0.5,0.2,-20.83333333333333,-0.5511100914993804,0.02405121829187976,1.5751613097912605
baseline,K_B,valley_even,0.5,0.2,-20.0,-0.5463902020816952,0.025324413351725656,1.5717146154334207
baseline,K_B,valley_even,0.5,0.2,-19.166666666666664,-0.5337090197142004,0.02635683247251334,1.5600658521867132
baseline,K_B,valley_even,0.5,0.2,-18.33333333333333,-0.5444304059584236,0.028108436367960354,1.5725388423263842
baseline,K_B,valley_even,0.5,0.2,-17.5,-0.5455955069462488,0.028460805908039743,1.5740563128542882
baseline,K_B,valley_even,0.5,0.2,-16.666666666666664,-0.5382555707936427,0.03313616964770315,1.5713917404413464
baseline,K_B,valley_even,0.5,0.2,-15.833333333333329,-0.5064931195126561,0.036386921041457916,1.5428800405541143
baseline,K_B,valley_even,0.5,0.2,-15.0,-0.478699135764411,0.039249485006638024,1.5179486207710489
baseline,K_B,valley_even,0.5,0.2,-14.166666666666655,-0.4999282614662843,0.03336299585413241,1.5332912573204172
baseline,K_B,valley_even,0.5,0.2,-13.333333333333329,-0.37196343367189655,0.04793760051632761,1.419901034188224
baseline,K_B,valley_even,0.5,0.2,-12.5,-0.33620994299256207,0.051389939712375744,1.3875998827049376
baseline,K_B,valley_even,0.5,0.2,-11.666666666666655,-0.3205262094584806,0.05522282068201539,1.3757490301404962
baseline,K_B,valley_even,0.5,0.2,-10.833333333333329,-0.40530228395984197,0.06618814315542676,1.4714904271152691
baseline,K_B,valley_even,0.5,0.2,-10.0,-0.42297605326877,0.09193215613547094,1.5149082094042405
baseline,K_B,valley_even,0.5,0.2,-9.166666666666655,-0.40058267531403097,0.10780812156145705,1.5083907968754877
baseline,K_B,valley_even,0.5,0.2,-8.333333333333329,-0.2970233589653297,0.14401459587845222,1.4410379548437824
baseline,K_B,valley_even,0.5,0.2,-7.5,-0.2447512597879326,0.16035136392075872,1.4051026237086914
baseline,K_B,valley_even,0.5,0.2,-6.666666666666657,-0.21738712577891894,0.21737157770403048,1.4347587034829499
baseline,K_B,valley_even,0.5,0.2,-5.833333333333329,-0.14778398690077302,0.28627085574126415,1.4340548426420368
baseline,K_B,valley_even,0.5,0.2,-5.0,-0.030194825025524785,0.4005173266514461,1.4307121516769705
baseline,K_B,valley_even,0.5,0.2,-4.166666666666657,0.21041145636245384,0.5809044758485161,1.370493019486062
baseline,K_B,valley_even,0.5,0.2,-3.3333333333333286,0.5812299375900563,0.8786038509053452,1.2973739133152888
baseline,K_B,valley_even,0.5,0.2,-2.5,1.1079815874302943,1.2993323082019637,1.1913507207716691
baseline,K_B,valley_even,0.5,0.2,-1.6666666666666572,2.1599366215378026,2.135052957655925,0.9751163361181225
baseline,K_B,valley_even,0.5,0.2,-0.8333333333333286,4.3760741402651195,3.8755341939224195,0.4994600536573003
baseline,K_B,valley_even,0.5,0.2,0.0,6.373278365051091,5.373278365051092,0.0
baseline,K_B,valley_even,0.5,0.2,0.8333333333333428,3.799036675189626,3.395699814995192,0.5966631398055662
baseline,K_B,valley_even,0.5,0.2,1.6666666666666714,1.9166935366572893,1.8604114531754201,0.943717916518131
baseline,K_B,valley_even,0.5,0.2,2.5,1.0573302448862705,1.137902924691747,1.0805726798054767
baseline,K_B,valley_even,0.5,0.2,3.333333333333343,0.5084929622534958,0.5498067540832399,1.041313791829744
baseline,K_B,valley_even,0.5,0.2,4.166666666666671,0.34589346608387184,0.32269992231164374,0.9768064562277718
baseline,K_B,valley_even,0.5,0.2,5.0,0.32421751146686045,0.18814016438758802,0.8639226529207275
baseline,K_B,valley_even,0.5,0.2,5.833333333333343,0.4445483424679982,0.08385050947405281,0.6393021670060542
baseline,K_B,valley_even,0.5,0.2,6.666666666666671,0.5289672975071679,0.04674370664023937,0.5177764091330714
baseline,K_B,valley_even,0.5,0.2,7.5,0.6262825098460142,0.02613806810221982,0.3998555582562056
baseline,K_B,valley_even,0.5,0.2,8.333333333333343,0.6961910582304929,0.01603891510375725,0.31984785687326434
baseline,K_B,valley_even,0.5,0.2,9.166666666666671,0.7440472444724469,0.010631825822939396,0.2665845813504924
baseline,K_B,valley_even,0.5,0.2,10.0,0.7776757384316769,0.007217906322918242,0.22954216789124135
baseline,K_B,valley_even,0.5,0.2,10.833333333333345,0.8002392641836544,0.00492647435747877,0.20468721017382419
baseline,K_B,valley_even,0.5,0.2,11.666666666666671,0.8011075022618718,0.0039136443388608855,0.2028061420769891
baseline,K_B,valley_even,0.5,0.2,12.5,0.8049319580321856,0.0031143156833144878,0.1981823576511288
baseline,K_B,valley_even,0.5,0.2,13.333333333333345,0.8094680786856544,0.002529884114940753,0.19306180542928614
baseline,K_B,valley_even,0.5,0.2,14.166666666666671,0.8143034129338106,0.0021025367217447845,0.18779912378793398
baseline,K_B,valley_even,0.5,0.2,15.0,0.8218521911599215,0.001761976392086671,0.17990978523216525
baseline,K_B,valley_even,0.5,0.2,15.833333333333345,0.8284054127826274,0.0015164295226769923,0.17311101674004967
baseline,K_B,valley_even,0.5,0.2,16.66666666666667,0.8338549790386857,0.0013388210956716447,0.16748384205698594
baseline,K_B,valley_even,0.5,0.2,17.5,0.8382218239380896,0.0012094156896860385,0.1629875917515964
baseline,K_B,valley_even,0.5,0.2,18.333333333333343,0.8439295522248231,0.001097545689438034,0.15716799346461505
baseline,K_B,valley_even,0.5,0.2,19.16666666666667,0.8498810302785446,0.0010035686896253404,0.15112253841108056
baseline,K_B,valley_even,0.5,0.2,20.0,0.8550940348636662,0.0009278248429222349,0.14583378997925614
baseline,K_T,valley_even,0.5,0.2,-80.0,0.9573291014944858,2.8457160174446296e-05,0.042699355665688776
baseline,K_T,valley_even,0.5,0.2,-79.16666666666667,0.9533467243995709,3.195598874075861e-05,0.046685231589169825
baseline,K_T,valley_even,0.5,0.2,-78.33333333333333,0.9487395299268171,3.6075204012476633e-05,0.05129654527719538
baseline,K_T,valley_even,0.5,0.2,-77.5,0.9433662125665564,4.096438697780716e-05,0.0566747518204213
baseline,K_T,valley_even,0.5,0.2,-76.66666666666667,0.9370427974665102,4.682001292114057e-05,0.0630040225464111
baseline,K_T,valley_even,0.5,0.2,-75.83333333333333,0.9295263045403727,5.390384587614477e-05,0.07052759930550347
baseline,K_T,valley_even,0.5,0.2,-75.0,0.920490837367106,6.257002276410189e-05,0.07957173265565833
baseline,K_T,valley_even,0.5,0.2,-74.16666666666667,0.9094920687682743,7.330554117431321e-05,0.0905812367729002
baseline,K_T,valley_even,0.5,0.2,-73.33333333333333,0.8959138714579288,8.679156263994817e-05,0.10417292010471113
baseline,K_T,valley_even,0.5,0.2,-72.5,0.8788877264149503,0.00010399688878934117,0.12121627047383911
baseline,K_T,valley_even,0.5,0.2,-71.66666666666667,0.8571722797974849,0.0001263196778043248,0.14295403988031966
baseline,K_T,valley_even,0.5,0.2,-70.83333333333333,0.8289813796663629,0.00015579497463601274,0.17117441530827307
baseline,K_T,valley_even,0.5,0.2,-70.0,0.7917722564187528,0.0001953662898699527,0.20842310987111723
baseline,K_T,valley_even,0.5,0.2,-69.16666666666667,0.7420948409617342,0.00024913478825860854,0.2581542938265245
baseline,K_T,valley_even,0.5,0.2,-68.33333333333333,0.6860088834469552,0.00031498116942497685,0.3143060977224697
baseline,K_T,valley_even,0.5,0.2,-67.5,0.6465252311426186,0.0003752805271293396,0.35385004938451076
baseline,K_T,valley_even,0.5,0.2,-66.66666666666667,0.5983795346329199,0.00045101552412801256,0.40207148089120837
