dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,seed,repeat_count,sample_count,mean_psnr_gain_over_fixed_lowres,mean_method_psnr_lowres,mean_fixed_psnr_lowres,mean_guided_psnr_lowres,clean_mean_psnr_gain_over_fixed_lowres,degradation_vs_clean_db
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.01,2,4,288,-11.827854525845233,13.27902073820728,25.10687526405251,26.96524936863457,-0.43632285613619526,11.391531669709037
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,0,4,288,-14.911992073445491,10.250598885853796,25.162590959299283,27.00065377726152,-0.6188533619376929,14.293138711507797
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,1,4,288,-12.248135241169289,12.63043825208357,24.87857349325286,27.05464144030664,-0.2674367171836973,11.980698523985591
Kodak-PCD0992,unrestricted public release,0.05,mild,0.25,0.5,0.02,2,4,288,-11.667416895252725,13.437151638138847,25.10456853339157,26.971841072941316,-0.43632285613619526,11.23109403911653
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,0,4,288,-15.817106465680897,9.35155828506013,25.16866475074103,26.980283997320132,-0.6188533619376929,15.198253103743204
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,1,4,288,-14.983397058148752,9.907408382945384,24.89080544109414,27.03340698845976,-0.2674367171836973,14.715960340965054
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.0,2,4,288,-15.06399665639749,10.048080329340328,25.11207698573782,26.961102505543174,-0.43632285613619526,14.627673800261295
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,0,4,288,-15.088147388905924,10.080317676127125,25.16846506503305,26.98510807508084,-0.6188533619376929,14.46929402696823
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,1,4,288,-15.224549873168437,9.661887592119381,24.88643746528782,27.0400859033449,-0.2674367171836973,14.95711315598474
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.005,2,4,288,-16.466329438169954,8.643618859152086,25.109948297322042,26.962853326820326,-0.43632285613619526,16.03000658203376
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.01,0,4,288,-15.83787647718166,9.325257744208345,25.163134221390003,26.988302005397998,-0.6188533619376929,15.219023115243965
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.01,1,4,288,-14.861592215098044,10.021461268890059,24.883053483988103,27.04264427004224,-0.2674367171836973,14.594155497914347
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.01,2,4,288,-15.391477643126601,9.71539762092591,25.10687526405251,26.96524936863457,-0.43632285613619526,14.955154786990406
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.02,0,4,288,-15.426025879899571,9.736565079399714,25.162590959299283,27.00065377726152,-0.6188533619376929,14.807172517961877
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.02,1,4,288,-14.033303894047002,10.845269599205857,24.87857349325286,27.05464144030664,-0.2674367171836973,13.765867176863305
Kodak-PCD0992,unrestricted public release,0.05,moderate,0.5,1.0,0.02,2,4,288,-15.523602662352191,9.58096587103938,25.10456853339157,26.971841072941316,-0.43632285613619526,15.087279806215996
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.0,0,4,288,-16.737902208854827,8.430762541886203,25.16866475074103,26.980283997320132,-0.6188533619376929,16.119048846917135
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.0,1,4,288,-15.980270409071393,8.910535032022747,24.89080544109414,27.03340698845976,-0.2674367171836973,15.712833691887695
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.0,2,4,288,-16.460940546468308,8.651136439269514,25.11207698573782,26.961102505543174,-0.43632285613619526,16.024617690332114
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.005,0,4,288,-16.479134814832246,8.689330250200802,25.16846506503305,26.98510807508084,-0.6188533619376929,15.860281452894553
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.005,1,4,288,-15.413833690003218,9.472603775284604,24.88643746528782,27.0400859033449,-0.2674367171836973,15.14639697281952
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.005,2,4,288,-16.820099035452102,8.28984926186994,25.109948297322042,26.962853326820326,-0.43632285613619526,16.38377617931591
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.01,0,4,288,-16.151880100132768,9.011254121257233,25.163134221390003,26.988302005397998,-0.6188533619376929,15.533026738195074
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.01,1,4,288,-15.716796834299638,9.166256649688465,24.883053483988103,27.04264427004224,-0.2674367171836973,15.44936011711594
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.01,2,4,288,-16.671985268923507,8.434889995129005,25.10687526405251,26.96524936863457,-0.43632285613619526,16.235662412787313
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.02,0,4,288,-16.37776740356014,8.784823555739145,25.162590959299283,27.00065377726152,-0.6188533619376929,15.758914041622445
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.02,1,4,288,-16.544411905870792,8.334161587382066,24.87857349325286,27.05464144030664,-0.2674367171836973,16.276975188687096
Kodak-PCD0992,unrestricted public release,0.05,severe,1.0,2.0,0.02,2,4,288,-16.030695933474075,9.073872599917497,25.10456853339157,26.971841072941316,-0.43632285613619526,15.59437307733788
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.0,0,4,288,-13.068188847478087,12.100475903262943,25.16866475074103,26.980283997320132,-0.6188533619376929,12.449335485540393
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.0,1,4,288,-13.567955525141254,11.322849915952885,24.89080544109414,27.03340698845976,-0.2674367171836973,13.300518807957557
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.0,2,4,288,-12.49158446067093,12.620492525066886,25.11207698573782,26.961102505543174,-0.43632285613619526,12.055261604534735
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.005,0,4,288,-13.45883556863996,11.709629496393088,25.16846506503305,26.98510807508084,-0.6188533619376929,12.839982206702267
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.005,1,4,288,-13.324863722605098,11.561573742682722,24.88643746528782,27.0400859033449,-0.2674367171836973,13.0574270054214
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.005,2,4,288,-12.16205669101943,12.947891606302612,25.109948297322042,26.962853326820326,-0.43632285613619526,11.725733834883235
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.01,0,4,288,-13.667047536448113,11.49608668494189,25.163134221390003,26.988302005397998,-0.6188533619376929,13.048194174510419
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.01,1,4,288,-13.07393187477583,11.809121609212276,24.883053483988103,27.04264427004224,-0.2674367171836973,12.806495157592133
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.01,2,4,288,-11.700062560237015,13.406812703815495,25.10687526405251,26.96524936863457,-0.43632285613619526,11.26373970410082
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.02,0,4,288,-13.869682942539942,11.292908016759343,25.162590959299283,27.00065377726152,-0.6188533619376929,13.250829580602248
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.02,1,4,288,-14.018113751754173,10.860459741498685,24.87857349325286,27.05464144030664,-0.2674367171836973,13.750677034570476
Kodak-PCD0992,unrestricted public release,0.1,clean,0.0,0.0,0.02,2,4,288,-11.732869816870032,13.37169871652154,25.10456853339157,26.971841072941316,-0.43632285613619526,11.296546960733837
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.0,0,4,288,-15.148498079082206,10.020166671658824,25.16866475074103,26.980283997320132,-0.6188533619376929,14.529644717144512
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.0,1,4,288,-14.15541444065042,10.73539100044372,24.89080544109414,27.03340698845976,-0.2674367171836973,13.887977723466722
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.0,2,4,288,-14.1889983497908,10.923078635947016,25.11207698573782,26.961102505543174,-0.43632285613619526,13.752675493654605
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.005,0,4,288,-15.419298618081172,9.749166446951879,25.16846506503305,26.98510807508084,-0.6188533619376929,14.800445256143478
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.005,1,4,288,-14.777255542299526,10.109181922988293,24.88643746528782,27.0400859033449,-0.2674367171836973,14.509818825115829
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.005,2,4,288,-12.444421794299648,12.665526503022393,25.109948297322042,26.962853326820326,-0.43632285613619526,12.008098938163453
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.01,0,4,288,-15.445803685866931,9.71733053552307,25.163134221390003,26.988302005397998,-0.6188533619376929,14.826950323929237
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.01,1,4,288,-14.248511685809667,10.63454179817844,24.883053483988103,27.04264427004224,-0.2674367171836973,13.98107496862597
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.01,2,4,288,-13.54268356780349,11.564191696249019,25.10687526405251,26.96524936863457,-0.43632285613619526,13.106360711667294
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.02,0,4,288,-13.855634639318808,11.306956319980477,25.162590959299283,27.00065377726152,-0.6188533619376929,13.236781277381114
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.02,1,4,288,-14.289771899247992,10.588801594004867,24.87857349325286,27.05464144030664,-0.2674367171836973,14.022335182064294
Kodak-PCD0992,unrestricted public release,0.1,mild,0.25,0.5,0.02,2,4,288,-12.911291040402716,12.193277492988855,25.10456853339157,26.971841072941316,-0.43632285613619526,12.47496818426652
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.0,0,4,288,-15.144556583893635,10.024108166847395,25.16866475074103,26.980283997320132,-0.6188533619376929,14.525703221955942
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.0,1,4,288,-14.992282724715201,9.898522716378938,24.89080544109414,27.03340698845976,-0.2674367171836973,14.724846007531504
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.0,2,4,288,-16.079338579778835,9.032738405958986,25.11207698573782,26.961102505543174,-0.43632285613619526,15.64301572364264
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.005,0,4,288,-15.545884908788294,9.622580156244755,25.16846506503305,26.98510807508084,-0.6188533619376929,14.9270315468506
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.005,1,4,288,-15.276235313239154,9.610202152048666,24.88643746528782,27.0400859033449,-0.2674367171836973,15.008798596055456
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.005,2,4,288,-15.722289628109305,9.387658669212737,25.109948297322042,26.962853326820326,-0.43632285613619526,15.28596677197311
Kodak-PCD0992,unrestricted public release,0.1,moderate,0.5,1.0,0.01,0,4,288,-15.158659035203831,10.004475186186173,25.163134221390003,26.988302005397998,-0.6188533619376929,14.539805673266137
