dataset_name,dataset_version,phase_noise_sigma_rad,misalignment_label,shift_sigma_px,rotation_sigma_deg,wavelength_drift_fraction,mean_degradation_vs_clean_db,degradation_ci95_half_width,degradation_ci_low,degradation_ci_high,mean_psnr_gain_over_fixed_lowres,gain_ci95_half_width,pass_state
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.0,14.471467882120498,0.13713175289774754,14.33433612922275,14.608599635018246,-12.076321190136865,0.35887116809904607,fail
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.005,14.747231112846857,0.5191477627249348,14.228083350121922,15.26637887557179,-12.352084420863227,0.619788057304669,fail
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.01,14.519107032086355,0.5957908885290529,13.923316143557303,15.114897920615407,-12.123960340102725,0.502958922213212,fail
UCID,1338 public citation subset,0.0,severe,1.0,2.0,0.02,14.427821953878082,0.5462111052045764,13.881610848673505,14.97403305908266,-12.032675261894449,0.8315145737152569,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.0,7.124030795485962,2.039271108095316,5.084759687390646,9.163301903581278,-4.728884103502328,1.9562465429800056,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.005,7.49989630304768,1.9105697321502988,5.589326570897381,9.41046603519798,-5.104749611064047,1.9082266432673305,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.01,7.922348324522344,1.6301423087486864,6.292206015773657,9.55249063327103,-5.52720163253871,1.4350446732160371,fail
UCID,1338 public citation subset,0.05,clean,0.0,0.0,0.02,8.001891065528275,1.039353329901861,6.962537735626414,9.041244395430136,-5.6067443735446405,1.0136513899875415,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.0,11.670243971784336,2.48013611732753,9.190107854456805,14.150380089111867,-9.275097279800702,2.5694943465690288,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.005,11.352395141546088,1.922825512797928,9.42956962874816,13.275220654344016,-8.957248449562456,2.0566567605289046,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.01,10.87189155973217,1.4325137918833248,9.439377767848844,12.304405351615495,-8.476744867748538,1.6487385496203995,fail
UCID,1338 public citation subset,0.05,mild,0.25,0.5,0.02,10.969786706415496,1.819857667919879,9.149929038495618,12.789644374335374,-8.574640014431862,2.0406798479509694,fail
UCID,1338 public citation subset,0.05,moderate,0.5,1.0,0.0,13.399213662505256,0.17646262632670007,13.222751036178556,13.575676288831955,-11.004066970521622,0.43359935796955706,fail
UCID,1338 public citation subset,0.05,moderate,0.5,1.0,0.005,13.689859466979518,1.119867646440462,12.569991820539057,14.80972711341998,-11.294712774995887,1.1086422163737137,fail
UCID,1338 public citation subset,0.05,moderate,0.5,1.0,0.01,13.569738853003514,0.5259741403173199,13.043764712686194,14.095712993320834,-11.17459216101988,0.8108863016115649,fail
UCID,1338 public citation subset,0.05,moderate,0.5,1.0,0.02,13.0294700669707,0.8896630182808821,12.13980704868982,13.919133085251582,-10.634323374987067,1.1221199670742386,fail
UCID,1338 public citation subset,0.05,severe,1.0,2.0,0.0,14.628797688542742,0.2603172401788486,14.368480448363893,14.88911492872159,-12.233650996559108,0.45746240162770624,fail
UCID,1338 public citation subset,0.05,severe,1.0,2.0,0.005,14.501370761473025,0.6569717308714117,13.844399030601613,15.158342492344437,-12.106224069489393,0.8112494900930919,fail
UCID,1338 public citation subset,0.05,severe,1.0,2.0,0.01,14.317016377046741,0.5392994629250213,13.77771691412172,14.856315839971762,-11.921869685063106,0.6577324139627724,fail
UCID,1338 public citation subset,0.05,severe,1.0,2.0,0.02,14.415994573157283,0.2986006209061231,14.11739395225116,14.714595194063406,-12.020847881173651,0.24368736396548718,fail
UCID,1338 public citation subset,0.1,clean,0.0,0.0,0.0,10.860513477558404,0.6699710964434288,10.190542381114975,11.530484574001834,-8.465366785574771,0.49571600477653577,fail
