case_id,object_id,fixed_psnr_lowres,guided_psnr_lowres,pipeline_psnr_lowres,psnr_gain_over_fixed_lowres,psnr_gap_to_guided_lowres,dataset_name,dataset_version,seed,training_regime
4,ImageNet-1k:imagenet_proxy_005,19.872126716637318,21.21256269770685,21.218212694356943,1.3460859777196248,-0.005649996650092248,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_006,19.65704810311735,21.072107117468097,22.18370921625327,2.526661113135919,-1.1116020987851734,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_007,25.92318706892768,28.075364195054085,23.327682114723093,-2.595504954204589,4.747682080330993,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_008,18.51438484054861,19.86452239350824,19.69499387112003,1.1806090305714214,0.1695285223882088,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_009,20.59954986294597,21.869682092006435,21.546903028683943,0.9473531657379723,0.32277906332249273,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_010,16.76661491870148,17.75994326500934,19.35655113975437,2.589936221052888,-1.596607874745029,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
4,ImageNet-1k:imagenet_proxy_011,21.898885206297475,24.152248065562386,22.17681277888214,0.27792757258466594,1.975435286680245,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_000,16.15346213451125,16.61744566255198,17.06930969025836,0.91584755574711,-0.4518640277063817,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_001,18.64806666618471,21.835291917010554,18.530129072045344,-0.11793759413936655,3.30516284496521,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_002,14.99213140498757,16.073611115520897,16.506720156878266,1.514588751890697,-0.43310904135736905,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_003,19.95005748643167,23.819512327176653,18.92077787184308,-1.0292796145885923,4.8987344553335745,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_004,17.02112070435518,19.13373825555621,18.59253288559223,1.5714121812370507,0.5412053699639792,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_005,18.877109632413845,20.991816626785656,20.75189321035641,1.8747835779425657,0.23992341642924586,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_006,19.001095809722333,20.264718741418804,22.04358734742197,3.042491537699636,-1.778868606003165,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_007,23.875982204289585,28.345321254817843,22.6483452266881,-1.2276369776014846,5.696976028129743,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_008,17.78390643054887,19.32250895540868,19.20077446286137,1.4168680323125002,0.12173449254730784,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_009,19.67577512735865,22.764868507133418,20.68481541780541,1.0090402904467588,2.0800530893280076,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_010,15.96062765825073,18.12893413208769,18.56409405987559,2.6034664016248605,-0.43515992778790036,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
5,ImageNet-1k:imagenet_proxy_011,20.56497074291316,24.539170693293386,21.174728772296053,0.6097580293828919,3.364441920997333,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_000,19.725604264795336,23.78611260231118,20.19035397460767,0.46474970981233454,3.5957586277035105,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_001,18.4117342915779,21.103268088017643,18.318913438687726,-0.09282085289017417,2.7843546493299165,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_002,18.573057817138718,23.131261257850582,21.169892630832607,2.5968348136938886,1.9613686270179755,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_003,21.445973756091004,25.516522668567973,20.3129578927974,-1.133015863293604,5.203564775770573,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_004,21.09932337918698,23.65394861538006,22.37023727837431,1.270913899187331,1.283711337005748,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_005,20.44745500215967,25.066404400718415,21.125827321818136,0.6783723196584646,3.9405770789002794,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_006,19.895789619718094,23.194480693560806,22.040783213903843,2.144993594185749,1.1536974796569623,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_007,27.579516591328257,31.065166614241548,23.5481521631067,-4.031364428221558,7.517014451134848,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_008,18.69915730645655,21.270837418358028,19.893456044379594,1.1942987379230452,1.3773813739784337,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_009,21.84521152641764,26.063481574809686,22.304939239787647,0.4597277133700075,3.758542335022039,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_010,17.813129384539742,23.27033808342566,19.709201003464017,1.8960716189242746,3.561137079961643,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
6,ImageNet-1k:imagenet_proxy_011,22.473145046537116,25.77674672804415,22.57500542444204,0.10186037790492364,3.201741303602109,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_000,17.825228021867417,18.923050385353427,18.847099968316073,1.0218719464486554,0.07595041703735461,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_001,19.592681161432267,21.374420218121067,19.277364423400524,-0.3153167380317434,2.097055794720543,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_002,16.682273499564392,17.524349747062708,18.995722699557643,2.3134491999932507,-1.471372952494935,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_003,20.73227938025973,22.93607864279484,19.669953242974472,-1.0623261372852575,3.2661253998203676,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_004,19.4268052020885,21.445262057782397,20.652254334928678,1.225449132840179,0.7930077228537193,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_005,20.11791014111757,20.927659799806047,21.110765055174,0.99285491405643,-0.18310525536795197,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_006,20.05413816656358,21.691755297527457,22.82708154285659,2.7729433762930107,-1.1353262453291322,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_007,26.996012464266606,28.09356612722305,23.727161380837035,-3.2688510834295705,4.366404746386014,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_008,18.755450561863498,20.070182127839573,19.75450605349892,0.9990554916354206,0.31567607434065437,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_009,20.943192523155417,21.833098492622092,21.807722639938483,0.8645301167830652,0.025375852683609423,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
7,ImageNet-1k:imagenet_proxy_010,16.86518319478522,17.540299809341754,19.33773304083092,2.4725498460456983,-1.7974332314891655,ImageNet-1k,ILSVRC2012 validation,0,mixed_synthetic_plus_proxy_natural_thickstats
