ac7_first_pattern,bc7_first_pattern,ac7_second_pattern,bc7_second_pattern,ac7_second_conjugated,bc7_second_conjugated,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV,valley_window_gap_meV
cyc,anti,anti,const,True,False,9.131956890641959,5.4150502865165375,14.966011009711655,8.195852375373711,15.046522658730225,15.817013307120579,0.08051164901857
cyc,const,const,anti,False,False,9.132021913667337,7.8858391625817035,14.940806514905821,6.253419998820049,16.28070597360777,15.817125930304195,1.3398994587019484
const,anti,anti,const,True,True,9.132735800946138,7.607637644944809,15.111896884970317,7.893268897400578,14.975719011237217,15.818362419341954,0.13617787373310009
anti,const,anti,cyc,False,False,9.133180792157244,5.289853107471675,16.4142356147012,6.235002641760612,15.101104299638402,15.819133166728509,1.3131313150627992
const,const,cyc,const,False,False,9.135725623110615,14.25488532834978,14.890748905930476,7.422445775165041,14.97442158206686,15.823540943236424,0.08367267613638418
cyc,const,cyc,const,True,True,9.137699138977487,13.493322128964241,15.044895643205036,8.670215365448808,15.025665978572079,15.826959172987392,0.01922966463295772
anti,const,anti,cyc,True,False,9.138095021026244,5.300705057172481,16.339399627607992,6.842368519462236,15.052316090930827,15.827644860809643,1.2870835366771658
const,const,cyc,cyc,True,False,9.139917147004793,7.778027508487831,15.597428918552783,8.224950808809888,14.98978052511793,15.830800875582277,0.6076483934348538
anti,cyc,cyc,cyc,False,True,9.14439537166843,0.028530352065093467,16.429916550176195,5.1686925381866535,14.92372358936729,15.838557388227409,1.5061929608089049
const,const,cyc,cyc,False,True,9.144824784242513,7.805803349797458,15.685888642411356,8.602167256743986,14.97572537682371,15.839301152623127,0.7101632655876458
cyc,anti,anti,const,True,True,9.145615275081536,5.4663682772905045,14.966037372346326,8.354319789720885,15.046466294280657,15.840670322919234,0.08042892193433104
cyc,const,cyc,cyc,True,True,9.155028483342647,5.317684863385164,16.34757875797842,9.702328103656816,15.024824738614964,15.856974477889707,1.3227540193634582
cyc,anti,cyc,anti,False,False,9.157411926928505,0.01654962183746278,14.968102342533529,8.243794143081919,15.011042631885408,15.861102723277385,0.0429402893518791
cyc,anti,cyc,anti,True,True,9.162543328557408,0.01652162596914053,14.975759872375628,8.223283432043662,14.982228911722315,15.86999057161269,0.006469039346686856
cyc,const,const,anti,True,False,9.16732498376482,7.815790331404607,14.944294661029936,6.361244749067401,16.187142905884816,15.878272641376201,1.2428482448548799
const,const,cyc,const,False,True,9.16822193121469,14.16263944869035,14.890890527155426,7.613774015181308,14.974729112487298,15.879826199931093,0.08383858533187194
cyc,const,cyc,const,False,True,9.168956401423646,13.485472015463328,15.065678714119148,8.972692540666115,15.068716083011333,15.881098339649656,0.0030373688921851993
cyc,const,const,anti,False,True,9.17036488769622,7.8914607729021,14.94078624867646,6.683880372644263,16.297635167049453,15.883537909435514,1.356848918372993
cyc,const,cyc,cyc,False,True,9.172932234080017,5.305029698249468,16.41993310950643,10.017160961862487,15.067499840567736,15.88798468381288,1.3524332689386949
const,const,cyc,cyc,False,False,9.173257906125604,7.794231803848476,15.68474875034144,8.707648750706412,14.9756247506254,15.888548764342444,0.7091239997160397
anti,cyc,cyc,cyc,False,False,9.182273465639653,0.03259371826560198,16.421518332039895,5.362403130822817,14.923931125435491,15.904164171479435,1.497587206604404
cyc,anti,cyc,anti,False,True,9.196939195635517,0.019091278809778345,14.967405330581544,8.512446908719381,15.02007162366061,15.929565960962357,0.05266629307906712
cyc,const,cyc,cyc,True,False,9.197761079693544,5.30251617228731,16.34283346079593,9.80511481941553,15.02510191795074,15.930989505908792,1.3177315428451895
cyc,const,const,anti,True,True,9.206689005754486,7.823348077493257,14.944257644404367,6.793930012635597,16.204148507726998,15.94645312745256,1.2598908633226316
const,anti,cyc,anti,True,False,9.215353091941662,5.741682774442188,15.130383342371292,6.498130379741821,15.000756995791463,15.961459764929906,0.12962634657982974
cyc,const,cyc,cyc,False,False,9.217761726625636,5.289900275685582,16.416373744557355,10.118875384079905,15.0678572069523,15.965631642579421,1.3485165376050539
cyc,anti,cyc,const,True,False,9.234934830053698,5.304554081874297,14.967173746497004,9.537985700338965,15.026977242327636,15.99537633024046,0.05980349583063216
const,anti,cyc,anti,True,True,9.236890234010424,5.737672036854839,15.128863839262232,6.768348306849905,15.008420532065292,15.99876318924283,0.12044330719693974
cyc,anti,anti,cyc,False,True,9.237722277259047,0.022145140975283084,15.402144776825505,8.79154960897647,15.092022737630783,16.000204330423543,0.3101220391947219
anti,const,cyc,const,True,False,9.239163865642444,13.504690051676052,15.042304808123928,4.816655911019675,15.032570579112912,16.00270123474719,0.009734229011016282
anti,const,const,anti,True,False,9.239774036340673,7.9527242675343075,14.943512556264208,3.870813551912839,16.20498649826302,16.003758081397805,1.2614739419988101
anti,const,const,anti,False,False,9.240529493327257,8.024045052928294,14.939988680557763,3.869936316250782,16.29494015876127,16.005066571281503,1.3549514782035086
const,anti,cyc,const,True,False,9.2502402988459,7.778362808723415,15.1105719057708,8.017667440519102,14.98862038438463,16.02188617982221,0.12195152138617082
anti,const,const,anti,False,True,9.260952192453322,8.029661783575186,14.9399723229198,4.262224245533546,16.31167920052907,16.040439723795544,1.3717068776092702
cyc,anti,cyc,const,True,True,9.261155051649233,5.354447675635161,14.967200948019178,9.699886798701058,15.026970562215558,16.040791086229643,0.05976961419638016
anti,const,const,anti,True,True,9.262187020995569,7.960248169584695,14.943481206046272,4.26411455039617,16.221931622103934,16.04257850956935,1.2784504160576624
anti,const,cyc,const,True,True,9.265363843887513,13.417654813951938,15.042870711054368,4.991851329729451,15.032549700072895,16.048080928224845,0.010321010981472867
const,anti,cyc,anti,False,False,9.268009956055044,5.763421652606468,15.094999123465145,6.947695160554766,14.985719427881934,16.052664128941533,0.10927969558321138
const,anti,cyc,const,True,True,9.26847599257248,7.744722980207577,15.110595866557919,8.174991827899373,14.98895147700909,16.05347132786791,0.12164438954882861
cyc,anti,cyc,const,False,False,9.273938828944882,5.292104287707428,14.959633137279692,9.840186941805333,15.070333498475492,16.062933238018353,0.11070036119579996
anti,anti,cyc,anti,True,False,9.27473464290128,0.029037854399369678,14.97608657251739,4.439613577982252,14.97834743067183,16.064311628224203,0.00226085815443966
const,anti,cyc,anti,False,True,9.290958176144645,5.75946164127744,15.093578451912963,7.217858338056591,14.993533632977739,16.092411612079996,0.1000448189352241
anti,anti,cyc,anti,True,True,9.291939473028776,0.030828984866936082,14.97531241130803,4.720070104343335,14.986884744651245,16.094111268140622,0.01157233334321539
const,anti,anti,cyc,False,True,9.292532508141749,5.756032935430687,15.041850156169744,8.262971074699564,14.963758781080113,16.095138435086962,0.07809137508963104
const,anti,cyc,const,False,False,9.293722046525321,7.794501892058996,15.076500458488661,8.48500518074746,14.97471703324243,16.09719877600486,0.10178342524623218
cyc,anti,cyc,const,False,True,9.29732576632884,5.344878350316984,14.959653590049143,10.003135078499856,15.070266997759733,16.103440601800795,0.11061340771058958
anti,const,cyc,const,False,False,9.30265926676061,13.49616839067324,15.063144156710083,5.4162711712476845,15.078031026746547,16.112678495530815,0.014886870036464828
cyc,anti,anti,cyc,True,True,9.30842477649839,0.022076009645267902,15.367350991858611,9.281261886515024,15.045382993434194,16.122664651328183,0.3219679984244177
const,anti,cyc,const,False,True,9.308736065197948,7.759803158273797,15.076519960180073,8.643452755247296,14.975021585393435,16.12320381917164,0.10149837478663848
anti,const,cyc,const,False,True,9.32559665066276,13.410007038612513,15.063741950583719,5.594667630654063,15.07794796690002,16.15240720984205,0.014206016316300918
const,anti,anti,cyc,True,True,9.335416596760588,5.739228540837495,15.009208156972727,8.816125124640946,14.97657202444525,16.169415855411078,0.0326361325274771
cyc,anti,anti,cyc,False,False,9.339425793928948,0.025900641499280397,15.533332866263027,8.698987343916635,15.092418829005984,16.17635998860424,0.44091403725704303
anti,anti,cyc,anti,False,False,9.34103268612521,0.03291653019694962,14.967508203401279,5.016886192202308,15.017840349946102,16.179143207530448,0.05033214654482343
anti,anti,cyc,const,True,False,9.356921077966597,5.193950260809954,14.96663490894795,5.893547252718028,15.033913310142024,16.206662709450292,0.06727840119407347
const,anti,anti,cyc,False,False,9.35700426977538,5.765975404580548,15.11250682841889,8.19320994663898,14.963726454657952,16.206806801889883,0.148780373760939
anti,anti,cyc,anti,False,True,9.360095342775603,0.03488102586222297,14.966805019126527,5.294069593229885,15.026865934709063,16.21216069737617,0.06006091558253601
anti,anti,cyc,const,True,True,9.370386725853361,5.2476557122912,14.966662304347564,6.047224597860266,15.033892238477529,16.229985895747003,0.06722993412996559
cyc,const,const,cyc,False,True,9.370781963276196,7.66816433859524,15.710902726195531,9.390625059078026,16.45610931232902,16.230670467044405,0.745206586133488
anti,anti,anti,cyc,False,True,9.371103511753239,0.04600697810049326,15.399381189561163,7.04671117473013,15.102525738787707,16.231227405343738,0.29685545077345665
anti,anti,anti,cyc,True,True,9.39681429416233,0.04472086542467224,15.364313827967544,7.6391038748657705,15.053551310216346,16.275759786778632,0.3107625177511988
cyc,const,const,const,False,False,9.399258271287012,14.131900512612823,14.943260932950116,8.110327937169183,16.46319521496839,16.279992879331118,1.5199342820182746
const,anti,anti,cyc,True,False,9.403461116000516,5.7492317990462976,15.070981796896803,8.75116965492308,14.976505223394097,16.28727241991123,0.09447657350270511
cyc,anti,anti,cyc,True,False,9.409475558972813,0.026003922497931597,15.492458841463316,9.19416575356129,15.045703416288934,16.29768974071847,0.4467554251743824
cyc,const,const,cyc,False,False,9.41130119211356,7.65646015072825,15.701406364166163,9.464089131300662,16.457543932126914,16.30085183007423,0.7561375679607512
cyc,anti,const,anti,False,False,9.420397168268499,5.581151877910809,15.169603726272207,7.556045532005267,16.277801157920887,16.316606522919017,1.10819743164868
anti,const,const,const,False,False,9.427805136848534,14.25539515654878,14.942543417484334,5.543838244550606,16.481460431199274,16.329437500880513,1.53891701371494
anti,const,cyc,cyc,True,True,9.428499178241749,5.207118071772371,16.342496216823843,5.904109697207095,15.03162793898656,16.330639615836116,1.310868277837283
anti,anti,cyc,const,False,False,9.434122345392277,5.181675628691135,14.9589563440818,6.486267420998599,15.079629398188233,16.340379227040284,0.12067305410643314
cyc,const,const,cyc,True,True,9.436967779799385,7.596659887334425,15.689404426020996,9.498673115763006,16.35041216017441,16.345307664003,0.6610077341534151
anti,anti,cyc,const,False,True,9.443026606033277,5.23835385436529,14.958977031189393,6.6405817972719525,15.079546452105134,16.35580185887433,0.12056942091574108
cyc,anti,const,anti,False,True,9.443275564481096,5.577459828624738,15.168171696208866,7.811110659142162,16.29176936903345,16.35623306755493,1.1235976728245838
const,const,const,anti,True,False,9.445361520771156,14.219565519354283,14.903645411473102,5.438137151107548,15.325328128037151,16.359846049831678,0.42168271656404954
anti,anti,anti,cyc,False,False,9.447657778713022,0.0507764395916368,15.530236899215113,6.9994653415109305,15.102938844074755,16.363823285254277,0.42729805514035846
anti,const,const,const,True,False,9.450630548107858,14.18495799014206,14.94566647344989,5.546471487402009,16.3793233809842,16.368972272885316,1.43365690753431
cyc,const,const,const,True,False,9.45252013410895,14.06247140153424,14.946300891157977,8.223774148987841,16.357327809179246,16.372245131844476,1.4110269180212693
cyc,anti,cyc,cyc,True,True,9.461560314750336,0.04166731987846006,15.367183847874744,10.546573787344983,15.026176268067157,16.38790318402496,0.3410075798075862
const,const,const,anti,False,False,9.462074346501291,14.333470081237671,14.89845672700745,5.384457269930881,15.452252804259807,16.388793513134317,0.5537960772523576
cyc,const,const,const,False,True,9.462369590141007,14.036281866046721,14.94348068488422,8.309700787717858,16.462335789385044,16.389304890118915,1.5188551045008243
anti,const,cyc,cyc,True,False,9.467123993846446,5.191873577779182,16.337819170273047,6.014012072052714,15.031921069767899,16.397539758896432,1.3058981005051482
const,const,const,anti,True,True,9.468614124231896,14.225747687722311,14.90356330166822,5.859464246398988,15.338669550233455,16.400120740433938,0.4351062485652353
cyc,anti,const,anti,True,False,9.472443235780506,5.524739232689575,15.185033376138147,7.671585029726902,16.18450092809895,16.406752956183972,0.9994675519608016
cyc,const,const,cyc,True,False,9.472570473784167,7.5868005114081,15.680047683000595,9.576879599037643,16.351815597704732,16.406973338870966,0.6717679147041373
anti,anti,anti,cyc,True,False,9.477617872599229,0.049662931899433715,15.489045853277775,7.595905420447943,15.053886157671386,16.41571569006472,0.435159695606389
anti,anti,const,anti,False,False,9.479769746236329,5.765684834824603,15.167599034768369,5.07863794732597,16.291918501335786,16.419442844535645,1.1243194665674174
const,const,const,anti,False,True,9.484896300875953,14.33856768815776,14.898320533837444,5.804591643046836,15.466429812159465,16.42832229763925,0.5681092783220212
cyc,anti,cyc,cyc,False,True,9.485552864741962,0.04616860514102683,15.401604608926794,10.850678357250759,15.0691114722207,16.429459499613596,0.3324931367060948
anti,const,cyc,cyc,False,True,9.4907601774686,5.19463188537301,16.41530499601386,6.520461062567174,15.076637356441362,16.43847882982703,1.3386676395724972
anti,const,const,const,False,True,9.491513902198276,14.159896648786223,14.94276692989342,5.723188843308417,16.480596231339003,16.439784319353752,1.5378293014455835
anti,anti,const,anti,False,True,9.491860249343624,5.762004874182818,15.166172783833108,5.328725590483667,16.30566145908935,16.44038421020655,1.139488675256242
anti,anti,const,anti,True,False,9.492508391698083,5.706208375279829,15.182494959482822,5.086149410026752,16.20222618896118,16.44150682569501,1.0197312294783583
cyc,anti,const,anti,True,True,9.493334149008327,5.516526180790457,15.183576609343044,7.928355582470982,16.198662512597544,16.442937079311072,1.0150859032544997
anti,anti,const,const,False,False,9.50086270135718,7.794894560967798,15.149389039625202,6.545488847670409,16.486222709809272,16.455976914486726,1.3368336701840704
cyc,anti,const,const,False,False,9.5032096809668,7.656336645660907,15.151308279255593,9.123622674951102,16.467968651363144,16.460042002414916,1.3166603721075507
anti,anti,const,anti,True,True,9.506224673935114,5.698147727189864,15.181046797123154,5.338995075677795,16.216279230965387,16.4652641234205,1.0352324338422338
anti,const,const,cyc,False,True,9.508717998487827,7.806690360702426,15.712698696732959,6.684751137274724,16.474349911915226,16.469582688225557,0.7616512151822672
anti,const,const,const,True,True,9.50984478544254,14.14127758962698,14.945874257383203,5.725835645542975,16.37847903846423,16.471534340480424,1.4326047810810287
cyc,const,const,const,True,True,9.511801949159182,14.019254034780673,14.946503039949757,8.423544677888222,16.356491810942707,16.47492424747638,1.4099887709929497
anti,const,const,cyc,True,True,9.5323611716528,7.73391912126322,15.692460157213091,6.682946955944844,16.37234844170986,16.510533865399445,0.6798882844967693
anti,anti,const,const,True,False,9.532510326634696,7.730034650597837,15.163946666491833,6.555110738325217,16.384047602289915,16.510792209406286,1.2201009357980812
anti,const,cyc,cyc,False,False,9.534679595391802,5.179427887818896,16.411804996887476,6.629186350086705,15.077013744685752,16.514549493108866,1.3347912522017236
anti,anti,const,const,False,True,9.538707023020704,7.754297798107643,15.149437996222876,6.701286969953016,16.485364825350622,16.52152520238593,1.3359268291277466
cyc,anti,const,const,False,True,9.545164772466505,7.616038254452349,15.151356786400214,9.284773666223616,16.46711517715319,16.53271035252861,1.3157583907529755
anti,const,const,cyc,False,False,9.547350521211126,7.7950069300540505,15.703187278016294,6.778040906911883,16.47578745550527,16.53649618040687,0.7726001774889752
cyc,anti,cyc,cyc,True,False,9.550369590846783,0.04613688127803428,15.49206398210576,10.522287306114709,15.026437486527717,16.54172536240742,0.4656264955780429
cyc,anti,const,const,True,False,9.564664809221899,7.592867823720297,15.166359645035367,9.245282985371732,16.36203297140155,16.566485406938416,1.1956733263661832
anti,anti,const,const,True,True,9.56491354891348,7.78359695616696,15.163992782149371,6.710942575722317,16.383208781800953,16.56691623672209,1.2192159996515812
anti,const,const,cyc,True,False,9.56627373210091,7.724051238870068,15.683070810270678,6.778352064323145,16.373762517777706,16.56927214311032,0.6906917075070282
cyc,anti,cyc,cyc,False,False,9.575002113300922,0.05096874122078532,15.532500670990107,10.821909891858231,15.069448466067465,16.58439014281657,0.46305220492264176
cyc,anti,const,const,True,True,9.600613024222117,7.648192109001322,15.166405238869332,9.40685763309986,16.361202155036086,16.628749541760197,1.1947969161667533
const,anti,cyc,cyc,True,True,9.605671901035668,5.917693889658075,15.011611197891824,9.01486545021699,14.990048901591651,16.637511773430504,0.021562296300173145
const,const,const,cyc,False,True,9.616732918804722,14.139557594041108,15.529820722673449,8.382855060021182,15.53461361733205,16.656670018189924,0.004792894658601554
const,const,const,cyc,True,True,9.635229979580991,14.02438625866867,15.604976648337798,8.435561568002267,15.394897812646168,16.688707867245114,0.21007883569163077
const,anti,cyc,cyc,False,True,9.641492504305823,5.939210227912074,15.043658124427848,9.482803248834237,14.975964774464579,16.69955487825218,0.06769334996326926
const,const,const,cyc,False,False,9.651992424499308,14.12923063167672,15.522280275380819,8.470895858308708,15.535605374671121,16.717741273502714,0.013325099290302234
const,const,const,cyc,True,False,9.665166030907187,14.015048645426866,15.597016591164016,8.52641315264609,15.395778106836849,16.740558629120073,0.20123848432716684
const,anti,cyc,cyc,True,False,9.678000872775712,5.927522004145207,15.073762934614143,9.016398375521927,14.989932341802733,16.76278922734347,0.08383059281140959
const,const,const,const,False,False,9.700902158973241,19.8785763968979,14.89759988290407,7.171460719902321,15.539375595630803,16.80245541859627,0.6417757127267336
const,const,const,const,True,False,9.711900635225058,19.773404741253337,14.904238135783004,7.2284805460327695,15.399059389984721,16.821505338270256,0.4948212542017174
const,anti,cyc,cyc,False,False,9.715683314989468,5.9490693671972235,15.114499813894582,9.477597344484934,14.975879834210227,16.828057131810976,0.13861997968435524
const,anti,const,anti,True,False,9.724055063600236,13.663156536974238,15.167900855444827,6.719235706398893,15.324653092640819,16.84255742575302,0.15675223719599174
const,anti,const,anti,True,True,9.730739996743953,13.658720177308371,15.166349263405182,6.9732813031192125,15.336494010895676,16.85413606960314,0.17014474749049313
const,anti,const,anti,False,False,9.739083614101729,13.792495606263326,15.197906180941331,6.660136857726599,15.45128598256523,16.86858763878572,0.2533798016238986
const,anti,const,anti,False,True,9.7460818110061,13.789648397965182,15.196267162302087,6.912330150390732,15.463715032720064,16.880708871385462,0.2674478704179766
const,const,const,const,False,True,9.761057346552194,19.7901301738569,14.897680744204166,7.362436224034062,15.538822282335222,16.90664725982185,0.6411415381310555
const,const,const,const,True,True,9.769719847481381,19.718673720441963,14.904376029405684,7.419656011822241,15.398588145749441,16.921651151551814,0.49421211634375695
const,anti,const,const,False,False,9.77079606117991,14.129390909713628,15.176809694724607,8.183837792331824,15.54287497605352,16.92351520835747,0.3660652813289129
cyc,anti,const,cyc,False,True,9.774834813514627,5.758052713904206,15.101379319474354,10.172005796833655,16.461180894233145,16.930510532600387,1.3598015747587908
const,anti,const,const,True,False,9.778714392105933,14.018613766955802,15.148023254958241,8.24667364302526,15.40222420941746,16.937230159832485,0.2542009544592183
anti,anti,cyc,cyc,True,True,9.785397337380083,0.07650758257453916,15.364266435552539,6.885342819410677,15.03302247489987,16.948805360591514,0.33124396065266914
const,anti,const,const,False,True,9.807667190855778,14.086238281332776,15.176863470848176,8.342192854992087,15.542323153352738,16.98737787828853,0.3654596825045626
const,anti,const,const,True,True,9.812741184069267,14.02795575332835,15.148077734007845,8.40524093243783,15.401753931630696,16.996166292331555,0.2536761976228501
cyc,anti,const,cyc,True,True,9.843401403063918,5.703521485243279,15.095462287901725,10.288998149557104,16.355397883113035,17.04927134940148,1.25993559521131
cyc,anti,const,cyc,False,False,9.864259434990718,5.768247550614282,15.168247733750706,10.11615105634918,16.46252183930927,17.08539852044459,1.294274105558566
anti,anti,cyc,cyc,False,True,9.866324998656944,0.08238437243079133,15.398934765097778,7.47595050138842,15.078302282806835,17.08897618166076,0.320632482290943
anti,anti,cyc,cyc,True,False,9.870108485994749,0.0819378451749877,15.488788455921242,6.922538544608336,15.033298054692535,17.095529373959632,0.45549040122870643
cyc,anti,const,cyc,True,False,9.926652636460853,5.709602945384287,15.16005416387473,10.2369798370056,16.356712723349304,17.193466715437747,1.1966585594745744
anti,anti,cyc,cyc,False,False,9.955550985796643,0.08813142928780593,15.52951211813578,7.504335094483564,15.07865649529954,17.243520124742208,0.45085562283624014
anti,anti,const,cyc,False,True,10.003487960498271,5.941141913430927,15.10162766671321,7.600400042921196,16.47941737422747,17.32654940048657,1.3777897075142604
anti,anti,const,cyc,True,True,10.039707708585771,5.883583527366081,15.096204280015945,7.6035414953519265,16.377360807009165,17.38928384441147,1.28115652699322
anti,anti,const,cyc,False,False,10.089306154251544,5.951239872652115,15.16871370793815,7.588651740709241,16.48075927107832,17.47519087228103,1.3120455631401704
const,anti,const,cyc,False,True,10.10415212411949,13.916474485956169,15.011723863140112,9.230188560516854,15.538271470900357,17.50090484637995,0.5265476077602447
anti,anti,const,cyc,True,False,10.120204534938564,5.889698433764655,15.161135154061808,7.596529672403236,16.378684105109357,17.528708437502555,1.217548951047549
const,anti,const,cyc,True,True,10.130841227192606,13.788720287461096,15.041309644912884,9.287885391816639,15.398197050786077,17.54713172891103,0.35688740587319323
const,anti,const,cyc,False,False,10.185052512393652,13.923425689668722,15.063029428713197,9.193357653309736,15.53921166162496,17.641028429222846,0.4761822329117624
const,anti,const,cyc,True,False,10.205088596889102,13.794256752098391,15.099920898940663,9.254958003278348,15.399033293717542,17.675731945553707,0.2991123947768788
