path_mode,k_b_label,m_label,k_t_label,overall_rmse_meV,gamma_end_max_abs_delta_meV,k_b_window_rmse_meV,m_window_rmse_meV,k_t_window_rmse_meV,rowwise_sum_rmse_meV
duplicated_150,K_-2b1-b2,M_b1+b2,K_-b1-2b2,10.740183026370058,7.105427357601002e-15,15.879394816573765,6.491488579094616,16.100469408921484,18.60254268426181
duplicated_150,K_-b1-2b2,M_b1+b2,K_-2b1-b2,10.740183026370058,7.105427357601002e-15,16.100469408921473,6.491488579094616,15.879394816573773,18.60254268426181
exclusive_150,K_-2b1-b2,M_b1+b2,K_-b1-2b2,10.741616177867982,0.019176343654002892,15.873012500792468,6.619559742433047,16.160796861262902,18.605024975471153
exclusive_150,K_b1+2b2,M_b1+b2,K_-b1-2b2,10.753272575240969,0.019176343654002892,15.502970690681785,6.489360272716046,16.160796861262902,18.625214447954377
duplicated_150,K_b1+2b2,M_b1+b2,K_-b1-2b2,10.765817987953712,7.105427357601002e-15,15.513734042694217,6.491488579094616,16.100469408921484,18.646943740174773
duplicated_150,K_-b1-2b2,M_b1+b2,K_b1+2b2,10.765817987953712,7.105427357601002e-15,16.100469408921473,6.491488579094616,15.513734042694221,18.646943740174773
exclusive_150,K_-b1-2b2,M_b1+b2,K_b1+2b2,10.773451522607886,0.018476238953141433,16.1183028195511,6.622004751339416,15.505750138480458,18.660165410037138
exclusive_150,K_2b1+b2,M_b1+b2,K_-b1-2b2,10.776599825924645,0.019176343654002892,14.974444027854577,6.492032789139959,16.160796861262902,18.665618431339404
duplicated_150,K_2b1+b2,M_b1+b2,K_-b1-2b2,10.787080702008867,7.105427357601002e-15,15.028551054220966,6.491488579094616,16.100469408921484,18.683771841225113
duplicated_150,K_-b1-2b2,M_b1+b2,K_2b1+b2,10.787080702008867,7.105427357601002e-15,16.100469408921473,6.491488579094616,15.028551054220973,18.683771841225113
exclusive_150,K_-b1-2b2,M_b1+b2,K_2b1+b2,10.794944959661963,0.01315161642504492,16.1183028195511,6.622004751339416,15.023236524628903,18.697393135044084
exclusive_150,K_b1+2b2,M_b2,K_-b1+b2,11.026884488906784,0.016537941410557977,15.502970690681785,8.182321396123937,15.51969879534148,19.099124183979722
exclusive_150,K_-b1+b2,M_b2,K_b1+2b2,11.029059268710219,0.018476238953141433,15.493723981124734,8.248466254528571,15.516695995881468,19.102891013094546
duplicated_150,K_-b1+b2,M_b2,K_b1+2b2,11.031783387489526,7.105427357601002e-15,15.49756642743746,8.21556512224462,15.513734042694221,19.10760932522616
duplicated_150,K_b1+2b2,M_b2,K_-b1+b2,11.031783387489527,7.105427357601002e-15,15.513734042694217,8.21556512224462,15.49756642743747,19.10760932522616
