point_index,d_a_meV,d_b_meV,d_c_meV,v3_ab_common_meV,v3_ab_orbital_selective_meV,v3_c_meV,solver_iterations,solver_residual_norm_meV,compressed_v3_ab_common_meV,compressed_v3_ab_orbital_selective_meV,compressed_v3_c_meV,compressed_d_a_meV,compressed_d_b_meV,compressed_d_c_meV
41,-0.17119870807372,-5.870274825836495,5.961748354319934,-3.020736766955108,2.849538058881388,5.961748354319934,3,8.778149755253715,-2.0180287719718146,-0.02195750196652066,3.785539133830854,-2.0399862739383354,-1.996071270005294,3.785539133830854
42,-0.17119870807372,-5.870274825836495,5.961748354319934,-3.020736766955108,2.849538058881388,5.961748354319934,0,8.863446815934406,-2.0830237472411124,-0.05094752744782109,3.9021361911016275,-2.1339712746889337,-2.032076219793291,3.9021361911016275
43,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.295672569938884,3.0425594391322357,6.503726670368131,7,8.923141032690234,-2.152782056883876,-0.0880621192875762,4.026387718413977,-2.240844176171452,-2.0647199375963,4.026387718413977
44,-0.2531131308066481,-6.338232009071119,6.503726670368131,-3.295672569938884,3.0425594391322357,6.503726670368131,0,8.990451662091582,-2.2279984424276043,-0.1347571295455685,4.1593818537197516,-2.3627555719731728,-2.0932413128820357,4.1593818537197516
45,-0.2232715980922829,-7.12104564888251,7.243153139508711,-3.672158623487397,3.4488870253951136,7.243153139508711,11,9.02091993835252,-2.3094272847666693,-0.1926157194048863,4.302299923926544,-2.5020430041715556,-2.116811565361783,4.302299923926544
46,-0.2232715980922829,-7.12104564888251,7.243153139508711,-3.672158623487397,3.4488870253951136,7.243153139508711,0,9.070373597157374,-2.3978734524199443,-0.2633290040516817,4.4564018663821,-2.661202456471626,-2.1345444483682625,4.4564018663821
47,-0.2596347826870246,-7.992035961939583,8.1359057766118,-4.125835372313304,3.86620058962628,8.1359057766118,7,9.08503051455815,-2.4941789456613734,-0.34866778991161046,4.623004978276672,-2.842846735572984,-2.145511155749763,4.623004978276672
48,-0.2596347826870246,-7.992035961939583,8.1359057766118,-4.125835372313304,3.86620058962628,8.1359057766118,0,9.118739056587366,-2.5992049503064183,-0.4504446080304193,4.803455372106512,-3.0496495583368377,-2.148760342275999,4.803455372106512
49,-0.1446866611511978,-8.67964769302119,8.693233020579438,-4.412167177086194,4.267480515934996,8.693233020579438,8,9.122181409776744,-2.713809068537092,-0.5704655838126803,4.999091754718793,-3.2842746523497723,-2.1433434847244115,4.999091754718793
50,-0.2864265672786877,-8.842012637281071,8.994880100859444,-4.56421960227988,4.277793035001191,8.994880100859444,2,9.140613912101369,-2.838817696157124,-0.7104721239750525,5.211201463017251,-3.5492898201321768,-2.1283455721820714,5.211201463017251
51,-0.2935385751984802,-9.125763697387889,9.27944678592426,-4.709651136293185,4.416112561094704,9.27944678592426,11,9.149288849689013,-2.974993763008087,-0.872072939388479,5.440969076473922,-3.8470667023965657,-2.102920823619608,5.440969076473922
52,-0.2515894992573755,-10.834106546004213,10.888477104047906,-5.5428480226307935,5.2912585233734175,10.888477104047906,9,9.093562628576978,-3.123000338805021,-1.0566675415377502,5.689418374157513,-4.179667880342771,-2.066332797267271,5.689418374157513
53,0.0385971809613892,-0.7609575755351957,-0.7728836000950497,-0.3611801972869032,0.3997773782482925,-0.7728836000950497,3,9.035827645821673,-3.283360918903422,-1.2653630252062726,5.957348894315375,-4.548723944109694,-2.0179978936971494,5.957348894315375
54,-0.3360795606350484,-0.6848948330419415,-0.5078384576715484,-0.510487196838495,0.1744076362034465,-0.5078384576715484,3,8.913891432135587,-3.4564175277849682,-1.4988866459828158,6.245268863294784,-4.955304173767784,-1.9575308818021524,6.245268863294784
55,-0.4345162827980428,-0.8243581303267833,-0.3026807580600468,-0.629437206562413,0.1949209237643702,-0.3026807580600468,4,8.789944765008551,-3.6422880928827652,-1.757497375302807,6.553326757572565,-5.399785468185572,-1.8847907175799583,6.553326757572565
56,-0.6172157706913209,-0.8177926004326423,-0.1584131167184223,-0.7175041855619817,0.1002884148706607,-0.1584131167184223,4,8.661249718052275,-3.8408248254399586,-2.0409002187087735,6.88124421326039,-5.881725044148732,-1.7999246067311852,6.88124421326039
57,-0.913157019165751,-0.7394891044460452,0.0282822534373079,-0.8263230618058981,-0.0868339573598528,0.0282822534373079,3,8.516531629587528,-4.051575574563087,-2.34816756219229,7.228253364681825,-6.399743136755377,-1.7034080123707964,7.228253364681825
58,-0.958023531202985,-0.7946672466976519,0.0983548765339732,-0.8763453889503184,-0.0816781422526665,0.0983548765339732,4,8.371202564286076,-4.273750271811409,-2.6776721145515534,7.59304194075338,-6.951422386362962,-1.5960781572598552,7.59304194075338
59,-1.3834113558877363,-0.5105138791767905,0.2106323609931299,-0.9469626175322634,-0.4364487383554729,0.2106323609931299,3,8.210118199701613,-4.506194634987765,-3.0270360930063864,7.973709541507829,-7.533230727994152,-1.4791585419813789,7.973709541507829
60,-1.493693541544908,-0.4858954782951781,0.2683972626246574,-0.989794509920043,-0.5038990316248649,0.2683972626246574,3,8.040448856908395,-4.747373233875565,-3.393101116442771,8.367738430208984,-8.140474350318335,-1.3542721174327936,8.367738430208984
61,-1.5499152474231346,-0.4927843259505778,0.3047083503557022,-1.0213497866868562,-0.5285654607362784,0.3047083503557022,2,7.860103666838467,-4.995363826283866,-3.7719228009164305,8.771981891696345,-8.767286627200297,-1.223441025367436,8.771981891696345
62,-1.7564508500608411,-0.3435358851808141,0.3363348298085522,-1.0499933676208275,-0.7064574824400136,0.3363348298085522,1,7.668472193667599,-5.247864546597222,-4.158793288363064,9.182672719605197,-9.406657834960285,-1.0890712582341573,9.182672719605197
63,-2.0032409759259338,-0.1443968924996626,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,4,7.466230204612383,-5.502215076901327,-4.548293895302198,9.595453712713914,-10.050508972203524,-0.9539211815991289,9.595453712713914
64,-2.0032409759259338,-0.1443968924996626,0.3595016630869907,-1.0738189342127982,-0.9294220417131356,0.3595016630869907,0,7.252354377446249,-5.755432368226238,-4.934378779148891,10.005431207543314,-10.689811147375128,-0.8210535890773469,10.005431207543314
65,-2.1970788542618696,0.0282741785010881,0.3806574111357435,-1.0844023378803906,-1.112676516381479,0.3806574111357435,1,7.026956779735472,-6.004260831606128,-5.310489042776429,10.407251688641368,-11.314749874382557,-0.6937717888296993,10.407251688641368
66,-21.12133837051472,0.2993131940155815,18.96784026086795,-10.411012588249568,-10.71032578226515,18.96784026086795,8,6.7478634182689845,-6.245236219060611,-5.669695109993293,10.795200450679609,-11.914931329053903,-0.5755411090673181,10.795200450679609
67,-21.126821678757626,0.2318817685560652,19.040740756813523,-10.44746995510078,-10.679351723656843,19.040740756813523,2,6.318251221894649,-6.474761703379594,-6.004863597880919,11.163320198279546,-12.479625301260512,-0.4698981054986744,11.163320198279546
68,-21.15229344961355,-0.0407779607153359,19.33883559806077,-10.596535705164442,-10.555757744449108,19.33883559806077,1,5.888200824428802,-6.68919398676516,-6.308843388417081,11.505546426711538,-12.998037375182241,-0.3803505983480786,11.505546426711538
69,-21.17155694022744,-0.2307282749065149,19.54802291288972,-10.701142607566975,-10.47041433266046,19.54802291288972,1,5.46024872984563,-6.884936666654982,-6.574664265895713,11.81585549625406,-13.459600932550694,-0.31027240075926876,11.81585549625406
70,-21.191964057223952,-0.4171563508321926,19.754824124823976,-10.804560204028071,-10.38740385319588,19.754824124823976,1,5.036832538900047,-7.058537604293916,-6.795740437261778,12.08842055735017,-13.854278041555695,-0.2627971670321374,12.08842055735017
71,-21.21337193890797,-0.5990259306424958,19.95806080251433,-10.906198934775237,-10.307173004132736,19.95806080251433,1,4.621392673997506,-7.206786713375097,-6.966070574910239,12.317769955064128,-14.172857288285336,-0.24071613846485818,12.317769955064128
72,-21.235469890145268,-0.7741256513755708,20.15521158529956,-11.00479777076042,-10.230672119384849,20.15521158529956,1,4.218517696978444,-7.326810438409439,-7.080425779934176,12.498942477433767,-14.407236218343614,-0.2463846584752627,12.498942477433767
73,-21.257553636910814,-0.937614877300776,20.34073226791853,-11.097584257105796,-10.159969379805018,20.34073226791853,1,3.834402726052744,-7.41615923953997,-7.134517095140028,12.627633832722204,-14.550676334679999,-0.2816421443999415,12.627633832722204
74,-22.96882064433962,-0.4168007545077015,21.414490464567542,-11.69281069942366,-11.27600994491596,21.414490464567542,10,3.4161218387024266,-7.4728846429864655,-7.125134906777852,12.700329044772754,-14.598019549764317,-0.3477497362086135,12.700329044772754
75,-22.98321962746595,-0.5392111362102464,21.55128982906216,-11.761215381838095,-11.222004245627852,21.55128982906216,2,2.9394254108847537,-7.495602841057196,-7.050253734023931,12.71441602282652,-14.545856575081128,-0.44534910703326513,12.71441602282652
76,-23.006786855040847,-0.7218653314702115,21.75747486980592,-11.86432609325553,-11.142460761785316,21.75747486980592,2,2.4828575297132285,-7.483542406589724,-6.909097455694578,12.66827635279106,-14.392639862284302,-0.5744449508951455,12.66827635279106
77,-23.60620655015087,-0.670961143025752,22.285874084081502,-12.138583846588311,-11.467622703562558,22.285874084081502,6,2.033264814010278,-7.4365743867034055,-6.7021618757782,12.56135031635097,-14.138736262481606,-0.7344125109252051,12.56135031635097
78,-23.62438949497786,-0.8109552853426848,22.44404749663311,-12.217672390160272,-11.406717104817586,22.44404749663311,1,1.577970630845982,-7.355223814825934,-6.431193572040936,12.394174207439951,-13.78641738686687,-0.9240302427849985,12.394174207439951
79,-23.647301873056637,-0.9668013207904484,22.62278823799222,-12.30705159692354,-11.340250276133093,22.62278823799222,3,1.1958896612129766,-7.240662478831474,-6.099126079783783,12.168389112892623,-13.339788558615258,-1.1415363990476912,12.168389112892623
80,-24.21689653635061,-0.788010157436034,23.00945490337601,-12.502453346893322,-11.714443189457288,23.00945490337601,11,0.6836552289056121,-7.094683557402682,-5.7099765054890765,11.886721387702876,-12.80466006289176,-1.3847070519136055,11.886721387702876
81,-24.851442313933227,-0.72968199513444,23.583685310736666,-12.790562154533834,-12.060880159399392,23.583685310736666,4,0.1634372307303003,-6.91965944092468,-5.268707517185879,11.552936024990778,-12.18836695811056,-1.650951923738801,11.552936024990778
82,-24.815749043245305,1.8192541738427528,21.001220843774178,-11.498247434701277,-13.317501608544028,21.001220843774178,5,1.9214237003936263e-14,-6.718484649384003,-4.781061208781501,11.171764948907239,-11.499545858165504,-1.937423440602502,11.171764948907239
83,-24.886526365368077,3.3145719135256337,19.580314851093057,-10.78597722592122,-14.100549139446851,19.580314851093057,4,8.237445504391794e-12,-6.4945062202603605,-4.2533724956650145,10.74881291385933,-10.747878715925374,-2.241133724595346,10.74881291385933
84,-24.99582603121337,4.383573464912635,18.625707275783515,-10.306126283150366,-14.689699748063004,18.625707275783515,4,2.4107966365779556e-14,-6.251444248719042,-3.692370408482213,10.290444162130145,-9.943814657201255,-2.559073840236829,10.290444162130145
85,-25.114727503524215,5.258062815212664,17.876661760393052,-9.928332344155775,-15.18639515936844,17.876661760393052,4,1.004859173557616e-14,-5.993305417586701,-3.1049758832736987,9.803653278404852,-9.0982813008604,-2.888329534313002,9.803653278404852
86,-25.233464382591503,6.013209968041806,17.248227830166353,-9.610127207274848,-15.623337175316657,17.248227830166353,3,7.407047511194328e-11,-5.724292364555486,-2.4981044045600638,9.295923803652745,-8.22239676911555,-3.2261879599954226,9.295923803652745
87,-25.346853008407663,6.684736837893009,16.6994836325364,-9.331058085257329,-16.015794923150338,16.6994836325364,3,1.0977278759973792e-11,-5.448711617795231,-1.8784811803439634,8.775078163772069,-7.327192798139195,-3.5702304374512677,8.775078163772069
88,0.1816698207493842,-2.167493206753996,0.0339841481021822,-0.992911693002306,1.1745815137516902,0.0339841481021822,4,1.582759113744879e-14,-5.170882614992873,-1.252475478562537,8.249122368733625,-6.42335809355541,-3.9184071364303366,8.249122368733625
89,1.2661655146393294,-3.099399289550041,-0.1064334904451372,-0.9166168874553556,2.182782402094685,-0.1064334904451372,4,7.108895957933346e-15,-4.895050035208374,-0.6259594185685795,7.726088785386963,-5.521009453776954,-4.269090616639795,7.726088785386963
90,2.15089893062717,-3.871535838126247,-0.2055023833556399,-0.8603184537495381,3.0112173843767085,-0.2055023833556399,4,4.440892098500626e-15,-4.62530134893415,-0.004194987660723526,7.213880117390631,-4.629496336594874,-4.621106361273426,7.213880117390631
91,2.9146184141911013,-4.549221646094881,-0.2766767961718159,-0.8173016159518898,3.731920030142991,-0.2766767961718159,5,2.021947487277524e-14,-4.3654911579329925,0.6082485540627586,6.720117566164064,-3.757242603870234,-4.973739711995751,6.720117566164064
92,3.594723674472294,-5.16376256009487,-0.3260772986917684,-0.784519442811288,4.379243117283583,-0.3260772986917684,5,2.0098410068454033e-14,-4.119173576190482,1.2075463052515856,6.251996012879403,-2.9116272709388964,-5.3267198814420675,6.251996012879403
93,4.212365102230758,-5.733038029680352,-0.3570034802046894,-0.7603364637247969,4.972701565955555,-0.3570034802046894,5,1.5943977756741603e-14,-3.8895436130324637,1.7906392929564476,5.816148955612017,-2.098904320076016,-5.680182905988911,5.816148955612017
94,4.78082172213379,-6.268389199117483,-0.3714237539576102,-0.7437837384918469,5.5246054606256365,-0.3714237539576102,5,1.30836851243432e-14,-3.679388267664913,2.355228171258124,5.418525847226838,-1.3241600964067888,-6.034616438923036,5.418525847226838
95,5.309036317328293,-6.777532539761701,-0.3705967902366462,-0.7342481112167039,6.043284428544997,-0.3705967902366462,5,7.160723346098895e-15,-3.4910478319629723,2.899742283882219,5.064284386966553,-0.5913055480807534,-6.390790115845191,5.064284386966553
96,5.803342812003959,-7.265987248567372,-0.3553714383284653,-0.7313222182817065,6.534665030285666,-0.3553714383284653,4,9.441466109136563e-15,-3.3263877195689946,3.4232880894511726,4.757700193394966,0.09690036988217798,-6.749675809020167,4.757700193394966
97,6.268401008737576,-7.737849788078499,-0.3263468589163554,-0.7347243896704616,7.003125398408038,-0.3263468589163554,4,5.5553767437059604e-14,-3.186780983822268,3.925581417709068,4.502096097115263,0.7388004338868002,-7.112362401531335,4.502096097115263
98,6.707742136440894,-8.196247263734223,-0.283964627020829,-0.7442525636466648,7.451994700087559,-0.283964627020829,3,6.035040015944726e-14,-3.0731015418566554,4.406868207845241,4.299793009750243,1.3337666659885854,-7.479969749701896,4.299793009750243
99,7.124106440532247,-8.643618847495558,-0.2285648282204837,-0.7597562034816558,7.883862644013902,-0.2285648282204837,3,4.0076437005177744e-14,-2.9857279744844596,4.867838300635754,4.152083929513821,1.8821103261512948,-7.8535662751202135,4.152083929513821
100,7.519662083072779,-9.081898849060671,-0.1604218147584226,-0.781118382993947,8.300780466066726,-0.1604218147584226,3,2.3803347352315637e-14,-2.9245576106205475,5.309536552930791,4.059232123025941,2.384978942310244,-8.234094163551338,4.059232123025941
101,7.896152618181804,-9.51264046298434,-0.0797678586629329,-0.8082439224012679,8.704396540583073,-0.0797678586629329,3,1.4458497151625688e-14,-2.889030424470642,5.733275063701711,4.02049388141569,2.844244639231069,-8.622305488172353,4.02049388141569
102,8.254999573313683,-9.937102132345917,0.0131907080413516,-0.8410512795161162,9.096050852829798,0.0131907080413516,3,1.591302455776226e-14,-2.8781620722616448,6.140549697738955,4.0341655046930605,3.26238762547731,-9.0187117700006,4.0341655046930605
103,8.59737576453758,-10.35630947368672,0.1182621824707014,-0.879466854574571,9.476842619112151,0.1182621824707014,3,1.4210854715202004e-14,-2.890585177353331,6.532963418818593,4.097653354420515,3.642378241465262,-9.423548596171923,4.097653354420515
104,8.924258933343753,-10.771100717222136,0.2352613757054359,-0.923420891939192,9.847679825282944,0.2352613757054359,5,5.024295867788081e-15,-2.924597747852926,6.912158248010816,4.207564975077355,3.98756050015789,-9.836755995863742,4.207564975077355
105,9.2364717944046,-11.182160722304875,0.3640036637009642,-0.972844463950138,10.209316258354736,0.3640036637009642,3,7.32410687763558e-15,-2.9782173932705316,7.279756987785123,4.359818471123432,4.301539594514591,-10.257974381055654,4.359818471123432
106,9.534712479850214,-11.59004688502226,0.5043005354584804,-1.0276672025860236,10.562379682436235,0.5043005354584804,5,7.32410687763558e-15,-3.049239812782295,7.637315233409372,4.549766594480853,4.588075420627077,-10.686555046191668,4.549766594480853
107,9.819578058100378,-11.995209169792233,0.655956192125071,-1.0878155558459277,10.907393613946304,0.655956192125071,5,1.475552811121985e-14,-3.135299874394927,7.986283655281169,4.772331398468638,4.850983780886242,-11.121583529676096,4.772331398468638
108,10.09158296903003,-12.398005801648862,0.8187648917825174,-1.153211416309416,11.244794385339446,0.8187648917825174,3,9.441466109136563e-15,-3.2339335073852946,8.327980095245598,5.022144894234619,5.094046587860303,-11.561913602630893,5.022144894234619
109,10.351173668668222,-12.798715698978109,0.9925088263274734,-1.2237710151549432,11.574944683823166,0.9925088263274734,3,8.881784197001252e-16,-3.3426386021827854,8.66357068373086,5.293690937743794,5.320932081548075,-12.006209285913645,5.293690937743794
110,10.598740408576678,-13.197548419205472,1.1769563776385956,-1.299404005314397,11.898144413891076,1.1769563776385956,3,1.467511591522657e-14,-3.458933159947514,8.994058952008366,5.581443597749092,5.535125792060852,-12.45299211195588,5.581443597749092
111,10.834626823101836,-13.594652179036956,1.3718606412787768,-1.3800126779675592,12.214639501069396,1.3718606412787768,3,3.972054645195637e-15,-3.580409060319365,9.320281778142713,5.879997509549211,5.7398727178233475,-12.900690838462078,5.879997509549211
112,11.059137822073266,-13.99012036339403,1.5769581341355343,-1.4654912706603822,12.524629092733647,1.5769581341355343,4,8.379058453350832e-15,-3.704780015957324,9.64291095476263,6.184186190591257,5.9381309388053065,-13.347690970719954,6.184186190591257
113,11.272546162098092,-14.383996832321516,1.791967621968631,-1.5557253351117106,12.828271497209805,1.791967621968631,5,7.160723346098895e-15,-3.829922546587415,9.962459187307111,6.489184951617392,6.132536640719696,-13.792381733894526,6.489184951617392
114,11.475097980140674,-14.776280259437362,2.0165890165778246,-1.650591139648344,13.12568911978902,2.0165890165778246,5,1.2809491335957507e-14,-3.9539091184883906,10.279289407226704,6.7905958380560465,6.325380288738314,-14.233198525715094,6.7905958380560465
115,11.667017507894403,-15.16692768006552,2.250502302062081,-1.7499550860855582,13.416972593979962,2.250502302062081,3,1.9860273225978185e-14,-4.0750329392780955,10.593626400126658,7.084512928970686,6.518593460848562,-14.668659339404753,7.084512928970686
116,11.8485111373756,-15.555857386121913,2.4933664566461577,-1.853673124373155,13.702184261748757,2.4933664566461577,5,3.66205343881779e-15,-4.191824252205938,10.905569889488586,7.367567249054929,6.713745637282647,-15.097394141694524,7.367567249054929
117,12.019770972313069,-15.94295127408024,2.7448183416621745,-1.961590150883587,13.981361123196653,2.7448183416621745,5,8.881784197001252e-16,-4.303058318395265,11.215108369689743,7.636951457112893,6.912050051294478,-15.518166688085007,7.636951457112893
118,12.180977972885064,-16.328056729161926,3.0044715331154768,-2.073539378138431,14.254517351023496,3.0044715331154768,4,1.0695084443661336e-14,-4.40775559056053,11.522133137107236,7.890425310923745,7.114377546546706,-15.929888727667766,7.890425310923745
119,12.332304780780149,-16.710988111367783,3.2719150743126435,-2.189341665293817,14.521646446073966,3.2719150743126435,4,2.664535259100376e-15,-4.505174851483532,11.826452117132307,8.126303630210787,7.321277265648775,-16.33162696861584,8.126303630210787
120,12.473918295724268,-17.091527895778796,3.54671213067464,-2.3088048000272643,14.782723095751532,3.54671213067464,3,1.9214237003936263e-14,-4.594800302775741,12.127803222281061,8.343429054230334,7.5330029195053205,-16.7226035250568,8.343429054230334
121,12.605982062276883,-17.469427509809183,3.828398530454488,-2.43172272376615,15.037704786043031,3.828398530454488,4,1.020439314654103e-14,-4.6763237366130115,12.425867098760435,8.541132298175022,7.749543362147423,-17.102190835373445,8.541132298175022
122,12.728658515918806,-17.844407903208584,4.116481177974414,-2.557874693644889,15.286533209563697,4.116481177974414,5,1.020439314654103e-14,-4.749623002477111,12.720279224101855,8.719182845750694,7.970656221624744,-17.469902226578967,8.719182845750694
123,12.842111129518926,-18.216159882245044,4.410436329569702,-2.687024376363059,15.529135505881984,4.410436329569702,3,7.944109290391274e-15,-4.814737994373947,13.010641406438413,8.877733078550571,8.195903412064467,-17.82537940081236,8.877733078550571
124,12.946506494593072,-18.58434423749829,4.709707727100947,-2.818918871452606,15.76542536604568,4.709707727100947,3,1.020439314654103e-14,-4.871845337470798,13.296532807218309,9.017258751271186,8.42468746974751,-18.168378144689108,9.017258751271186
125,13.04201636586707,-18.948591695077155,5.013704590183153,-2.9532876646050426,15.995304030472113,5.013704590183153,3,1.517719948885615e-14,-4.9212328557579665,13.577520664641684,9.138498498652694,8.656287808883718,-18.49875352039965,9.138498498652694
126,13.128819692081224,-19.30850272399614,5.321799476778687,-3.089841515957458,16.218661208038682,5.321799476778687,3,3.552713678800501e-15,-4.963274765539395,13.853170935993033,9.24239473412533,8.889896170453639,-18.816445701532427,9.24239473412533
127,13.207104650296218,-19.663647238205623,5.633326033244508,-3.2282712939547027,16.43537594425092,5.633326033244508,4,7.32410687763558e-15,-4.998408375760696,14.12305910418654,9.330037903186996,9.124650728425845,-19.121467479947235,9.330037903186996
128,13.277070694741443,-20.013564240773334,5.947576670143376,-3.3682467730159464,16.64531746775739,5.947576670143376,4,1.5888218580782548e-14,-5.027112897958162,14.38678140761691,9.402615618441207,9.359668509658748,-19.41389430557507,9.402615618441207
129,13.338930624021604,-20.357761470459817,6.263800220107232,-3.5094154232191066,16.84834604724071,6.263800220107232,4,3.552713678800501e-15,-5.049890787725761,14.643966752514475,9.46136775786799,9.594075964788715,-19.693857540240234,9.46136775786799
130,13.392912661772328,-20.695715127965315,6.581199659803458,-3.651401233096494,17.04431389486882,6.581199659803458,4,8.140289677804162e-15,-5.067251866304066,14.894289552396673,9.507548179332806,9.827037686092606,-19.96154141870074,9.507548179332806
131,13.439262535102026,-21.026869780959014,6.89893001064373,-3.793803622928496,17.23306615803052,6.89893001064373,5,1.9131948672901813e-14,-5.079700313447404,15.137483708126089,9.542393313551024,10.057783394678685,-20.217184021573495,9.542393313551024
132,13.47824552186,-21.35063857397664,7.216096573155261,-3.936196526058321,17.41444204791832,7.216096573155261,3,5.3290705182007506e-15,-5.08772448710762,15.373357892179145,9.56709755999447,10.285633405071525,-20.461082379286765,9.56709755999447
133,13.510148421462915,-21.66640390137171,7.531753698341547,-4.078127739954396,17.588276161417312,7.531753698341547,4,1.0658141036401504e-14,-5.091789415353082,15.601812229305116,9.582795135001422,10.510022813952034,-20.693601644658198,9.582795135001422
134,13.535281384396512,-21.973518738043747,7.844904355522074,-4.2191186768236175,17.75440006122013,7.844904355522074,7,1.004859173557616e-14,-5.092331722805591,15.822856370122581,9.590547812593288,10.73052464731699,-20.915188092928172,9.590547812593288
135,13.5539795126051,-22.271308861902096,8.154500818281425,-4.358664674648497,17.912644187253598,8.154500818281425,3,2.5864145986817697e-14,-5.089756697306071,16.036628832128418,9.591337855384763,10.946872134822346,-21.12638552943449,9.591337855384763
136,13.56660411735506,-22.559076240654704,8.459446854422493,-4.496236061649823,18.06284017900488,8.459446854422493,3,1.6758116906701664e-14,-5.084437170556138,16.243417332849337,9.586065350810188,11.158980162293197,-21.327854503405476,9.586065350810188
137,13.573543494216011,-22.836103888121745,8.758601865376015,-4.631280196952867,18.20482369116888,8.758601865376015,3,1.5587468005037626e-14,-5.076713876052372,16.443679662816475,9.575549139174173,11.366965786764103,-21.520393538868845,9.575549139174173
138,13.575213049116416,-23.10166251383587,9.050787464773247,-4.763224732359727,18.33843778147614,9.050787464773247,3,6.4047456679787536e-15,-5.066896954960999,16.63806444428836,9.560530535501135,11.571167489327362,-21.70496139924936,9.560530535501135
139,13.572054589055806,-23.355019283361024,9.334796999937724,-4.891482347152609,18.463536936208413,9.334796999937724,5,7.944109290391274e-15,-5.055268301594457,16.82743090061238,9.541679096752285,11.772162599017925,-21.882699202206837,9.541679096752285
140,13.564534581677664,-23.59544896222492,9.609408484902676,-5.015457190273629,18.57999177195129,9.609408484902676,6,1.0658141036401504e-14,-5.042084470797873,17.01286652955816,9.519599759695035,11.970782058760287,-22.054951000356034,9.519599759695035
141,13.55314119667366,-23.822247619290383,9.873401307724002,-5.134553211308361,18.687694407982026,9.873401307724002,3,1.9860273225978185e-14,-5.027579906076072,17.195701344293678,9.494840763252016,12.168121438217606,-22.22328125036975,9.494840763252016
142,13.5383799767402,-24.034748903222567,10.125576877953936,-5.248184463241183,18.786564439981383,10.125576877953936,3,2.131628207280301e-14,-5.011970286413035,17.377517134056816,9.467901864403691,12.365546847643781,-22.38948742046985,9.467901864403691
143,13.520768053542358,-24.23234267217981,10.364783078876044,-5.355787309318728,18.876555362861087,10.364783078876044,3,7.944109290391274e-15,-4.995455828769512,17.560150022610305,9.439242452002155,12.564694193840793,-22.555605851379816,9.439242452002155
144,13.500826928635746,-24.414495457623804,10.589941985386051,-5.456834264494029,18.957661193129773,10.589941985386051,3,2.4161065164093013e-14,-4.978224420139973,17.745684488649907,9.409289253072242,12.767460068509934,-22.72390890878988,9.409289253072242
145,13.479073978181098,-24.5807719014834,10.80007982786251,-5.550848961651152,19.02992293983225,10.80007982786251,4,1.020439314654103e-14,-4.960454486379786,17.936436982496616,9.378443407765856,12.975982496116831,-22.8968914688764,9.378443407765856
146,13.456013002362797,-24.73085596588576,10.994357680279206,-5.637421481761482,19.09343448412428,10.994357680279206,5,1.6280579355608324e-14,-4.942317533919852,18.134927351708168,9.347086759940973,13.192609817788316,-23.07724488562802,9.347086759940973
147,13.432124304510223,-24.864570439019023,11.17210091108166,-5.716223067254399,19.148347371764626,11.17210091108166,5,7.944109290391274e-15,-4.923980324599971,18.3438364967388,9.315587269409383,13.419856172138829,-23.26781682133877,9.315587269409383
148,13.407854921580222,-24.98189312092188,11.332825158932204,-5.78701909967083,19.194874021251053,11.332825158932204,4,1.5987211554602254e-14,-4.905606663196805,18.565949034093162,9.284303499259586,13.660342370896357,-23.471555697289965,9.284303499259586
149,13.38360970464568,-25.082968131838943,11.476256577282474,-5.849679213596631,19.233288918242312,11.476256577282474,3,1.7763568394002505e-15,-4.88735879211277,18.80408025919665,9.2535881680586,13.916721467083878,-23.69143905130942,9.2535881680586
150,13.359743938833072,-25.168111075778743,11.60234439095058,-5.904183568472835,19.263927507305908,11.60234439095058,5,7.32410687763558e-15,-4.869398398639801,19.06098737550165,9.223790783404109,14.19158897686185,-23.93038577414145,9.223790783404109
151,13.595909317646145,-25.57515436025844,11.789188485781514,-5.989622521306149,19.58553183895229,11.789188485781514,4,7.105427357601002e-15,-4.851887247840484,19.339265779358872,9.195259391749584,14.487378531518388,-24.191153027199356,9.195259391749584
152,13.83164202920842,-25.99862790032851,11.99170089764833,-6.083492935560045,19.915134964768463,11.99170089764833,5,2.0791723739534308e-14,-4.834987459063261,19.641232137488696,9.16834149128116,14.806244678425436,-24.476219596551957,9.16834149128116
153,14.065070695440689,-26.44325152651045,12.216466117162469,-6.189090415534882,20.25416111097557,12.216466117162469,4,1.432144669219779e-14,-4.8188614470798585,19.96879702658982,9.143384161476597,15.149935579509961,-24.787658473669676,9.143384161476597
154,14.293740771341042,-26.91654212593379,12.473454360595392,-6.311400677296374,20.60514144863742,12.473454360595392,5,1.5987211554602254e-14,-4.803671550400859,20.323330969588557,9.120733466289785,15.519659419187699,-25.127002519989418,9.120733466289785
155,14.514033840144,-27.43155932823869,12.779347937823756,-6.458762744047346,20.972796584191347,12.779347937823756,4,2.5864145986817697e-14,-4.789579370010048,20.70552873448212,9.100733188956148,15.91594936447207,-25.495108104492168,9.100733188956148
156,14.719529927803327,-28.01439797890244,13.166671365252284,-6.647434025549557,21.366963953352883,13.166671365252284,4,8.881784197001252e-15,-4.776744841989853,21.115277684257155,9.08372295626102,16.338532842267302,-25.892022526247008,9.08372295626102
