point_index,E_tb_1_source,E_tb_2_source,E_tb_3_source,E_tb_1_baseline,E_tb_2_baseline,E_tb_3_baseline,E_tb_1_compressed,E_tb_2_compressed,E_tb_3_compressed
335,10.50120135341115,-21.14096815327506,-60.60811586854085,3.331501342429401,-19.688949230060707,-55.5590999107024,8.6005622049882,-19.119652071619708,-60.868782819033115
336,10.54526801661634,-21.40562714543573,-60.39622895995149,3.332834107962049,-19.80012439591964,-55.479862072908986,8.431202057561825,-19.27849883300181,-60.58687758357325
337,10.59167750990047,-21.67616512700861,-60.18089643722492,3.3372671067442896,-19.90287366422348,-55.411285577199855,8.256870619598683,-19.43391869250368,-60.3035127660979
338,10.64041849076363,-21.95237389642454,-59.96230409840075,3.344766993076376,-19.9970402782882,-55.3534051778579,8.080386646767657,-19.587472126448205,-60.0197462990204
339,10.69147093642386,-22.23403408998194,-59.74064015831731,3.355318037586819,-20.0825780473997,-55.30616650739,7.904697750340348,-19.740946061696715,-59.7365382640876
340,10.74480622482225,-22.52091537208034,-59.51609515637195,3.368918004828762,-20.159546769521256,-55.269426815610586,7.732864264302521,-19.8963637087785,-59.45472632128372
341,10.80038725795482,-22.81277665475213,-59.28886187747028,3.385573604865613,-20.22810590024989,-55.24295701990715,7.5680473006027125,-20.055997125473287,-59.17500257232439
342,10.85816862429839,-23.10936634222121,-59.05913528718243,3.4052956449054275,-20.288506658252402,-55.226445001534515,7.413503029443211,-20.22238338866141,-58.89789300180381
343,10.91809679702606,-23.41042259615903,-58.82711248211017,3.428094008062857,-20.341082798782345,-55.21950004250287,7.272585298608813,-20.398345128883317,-58.62374084074534
344,10.98011036469356,-23.71567361731718,-58.59299265644688,3.4539725862588657,-20.386240320668104,-55.22165826384036,7.148758359536374,-20.58701564915546,-58.35269538538868
345,11.0441402911149,-24.02483793928142,-58.35697708568262,3.482924292821557,-20.424446396260386,-55.23238890054495,7.045620488141079,-20.79186772877376,-58.08470794686751
346,11.11011020122587,-24.33762473021296,-58.11926912836577,3.5149262771846366,-20.456217826809148,-55.25110123246888,6.966937488533249,-21.0167433597987,-57.819536662439745
347,11.17793668985079,-24.65373409861454,-57.88007424677811,3.5499354588388528,-20.48210932696876,-55.27715198399448,6.916682353756238,-21.26587903509613,-57.556761815714935
348,11.24752965043387,-24.97285739937194,-57.63960004731246,3.587884490084591,-20.502701931776112,-55.309853008189194,6.899073819280809,-21.543917943309605,-57.295813040455855
349,11.318792620964,-25.29467753658021,-57.3980563412513,3.628678246964486,-20.518591798418854,-55.34847908207486,6.918602551826272,-21.855896939044143,-57.03600927849371
350,11.391623144505,-25.61886925995749,-57.1556552265338,3.672190934973307,-20.530379644919215,-55.392275657143664,6.980029986894307,-22.207193182164644,-56.776611609484156
351,11.46591314193484,-25.9450994519836,-56.91261119095632,3.7182638808716204,-20.53866103045535,-55.44046643147543,7.088342421864202,-22.60341391633711,-56.51688808936869
352,11.54154929469322,-26.27302740327386,-56.66914123707379,3.7667040644736796,-20.54401763962817,-55.492260634860045,7.248643136598319,-23.050214162914568,-56.256188595299925
353,11.61841343553049,-26.60230507411232,-56.42546502884937,3.817283425123812,-20.547009687839015,-55.54685994440595,7.465969157109495,-23.55303212818342,-55.99402649807254
354,11.69638294544044,-26.93257734053244,-56.18180505982512,3.8697389573541225,-20.5481695192805,-55.60346497364862,7.745027279442455,-24.1167411799406,-55.730162928134376
355,11.77533115513878,-27.2634822238511,-55.93838684224934,3.923773589679246,-20.54799642487116,-55.66128130189781,8.089855500028262,-24.745229543710874,-55.46468863717338
356,11.85512774961927,-27.59465110314663,-55.69543911617922,3.9790578204309104,-20.546952666508357,-55.719525031558035,8.503429108785381,-25.440932319308814,-55.19809811780189
357,11.93563917447448,-27.92570891083602,-55.45319407707073,4.035232065771139,-20.545460657652658,-55.77742787884113,8.987242466551018,-26.204352057202197,-54.93135077105459
358,12.01672904281066,-28.25627431226802,-55.21188761974664,4.091909658275699,-20.54390121949992,-55.83424181738994,9.540904923224314,-27.033611082747743,-54.665914397977396
359,12.09825854171213,-28.5859598711266,-54.9717595958839,4.148680420366775,-20.542612807468007,-55.889243304834736,10.161790548060171,-27.92407942862651,-54.40378683449504
360,12.18008683732252,-28.91437220345419,-54.73305408125648,4.205114725842733,-20.541891584693555,-55.94173712938869,10.844776330706623,-28.868117141318614,-54.14749163024802
361,12.2620714777059,-29.24111212428672,-54.49601964788507,4.260767955065446,-20.541992207637122,-55.99105991758267,11.582094075248419,-29.85496137219968,-53.90004259064442
362,12.34406879273251,-29.56577479226315,-54.26090963495569,4.315185245089024,-20.54312918338829,-56.03658334554703,12.363310073240248,-30.87078053315197,-53.66486899519716
363,12.42593429030142,-29.88794985916356,-54.02798241084476,4.367906435023174,-20.545478658280327,-56.0777170953192,13.175436269598904,-31.89891287372448,-53.44568785520251
364,12.50752304826687,-30.20722163316965,-53.79750161680434,4.418471108940342,-20.549180502233078,-56.113911594934294,14.003168419583918,-32.92030615543431,-53.24630203870534
365,12.58869010147766,-30.52316926675133,-53.56973638079457,4.466423643248138,-20.554340562010925,-56.14466057697155,14.82924086809967,-33.91417647196321,-53.07029584952237
366,12.66929082337094,-30.83536698248361,-53.34496148758022,4.511318172165377,-20.561032968436614,-56.16950348515841,15.634883472971474,-34.858901123360184,-52.92059867706656
367,12.74918130158418,-31.14338435279467,-53.12345748853647,4.55272339322783,-20.56930239667702,-56.188027752908624,16.400363050281054,-35.73314143674414,-52.79890320464725
368,12.82821870706277,-31.44678665262893,-52.90551073163909,4.590227144074545,-20.579166194206927,-56.19987097156394,17.1055889794927,-36.517143299406186,-52.70497004905392
369,12.90626165614798,-31.74513530724041,-52.69141328889013,4.6234406916254,-20.590616307245828,-56.204722959832786,17.730760092556835,-37.19408114393624,-52.63593021590151
370,12.98317056513065,-32.03798846074227,-52.48146275502219,4.652002684710435,-20.60362095273774,-56.202327739644154,18.257027836292195,-37.751216408564595,-52.585789335796484
371,13.05880799675235,-32.32490169450436,-52.2759618878525,4.675582730885714,-20.618125998827697,-56.19248541746715,18.667149265798816,-38.18059123320466,-52.54538647668585
372,13.13303899812746,-32.60542892783706,-52.07521805730663,4.6938845672788645,-20.634056031913282,-56.17505396417147,18.946103041110185,-38.47904021190601,-52.50299788128869
373,13.20573142954978,-32.87912353636745,-51.87954246715311,4.706648803652429,-20.65131510247411,-56.14995088075595,19.081642513923533,-38.64749222212636,-52.44558769291949
374,13.27675628363362,-33.14553972575953,-51.68924911123057,4.713655223327686,-20.669787154865507,-56.1171547317725,19.064762320229477,-38.6897692696225,-52.360475143278094
375,13.34598799422627,-33.4042341995204,-51.50465342484851,4.714724634124113,-20.689336158050367,-56.076706523019965,18.890058602175387,-38.611240233933465,-52.23704043700524
376,13.41330473451379,-33.65476815902321,-51.32607059263665,4.709720267043595,-20.70980596484626,-56.02871089506965,18.55596789672574,-38.41768349211166,-52.06810038945298
377,13.4785887037279,-33.89670967095071,-51.15381347703433,4.698548725111108,-20.731019936744072,-55.973337099399636,18.064875566436886,-38.11458971682979,-51.8507133937175
378,13.54172640184807,-34.12963643142907,-50.98819013752949,4.68116048865857,-20.75278037978728,-55.91081971936169,17.423091041473608,-37.706983108759715,-51.58633272355632
379,13.60260889168031,-34.3531389465072,-50.82950092036075,4.6575499865053684,-20.774867844475388,-55.841459093897896,16.64069366552235,-37.19971812435205,-51.28035490183521
380,13.66113204768339,-34.56682413473111,-50.6780351122922,4.627755245061239,-20.797040349238966,-55.765621397905434,15.731259127641561,-36.598130832816246,-50.941193981773814
381,13.71719679090407,-34.77031933896302,-50.5340671706591,4.5918571294679085,-20.819032592762287,-55.683738329498865,14.711481831731724,-35.90887570659716,-50.57906628847027
382,13.77070930937635,-34.96327671124013,-50.39785256523565,4.549978192615237,-20.840555225288874,-55.59630635126223,13.600712607618563,-35.14075274827119,-50.20470012306031
383,13.82158126333599,-35.14537790677877,-50.26962329515759,4.5022811493149835,-20.861294252961397,-55.50388543009116,12.420433399686331,-34.3053350126455,-49.82818200923311
384,13.86972997460036,-35.31633899229742,-50.14958317506737,4.448966994176626,-20.88091065206835,-55.40709721863686,11.193690486049448,-33.41725355783532,-49.45810400522429
385,13.91507859946581,-35.47591544147382,-50.03790301700953,4.390272782878045,-20.899040271574066,-55.30662262097613,9.944504945179355,-32.49407914836833,-49.1010914804207
386,13.95755628448072,-35.62390705916314,-49.93471586579817,4.326469097614974,-20.915294102188053,-55.20319868630091,8.69727324959175,-31.555829310438547,-48.761695642654374
387,13.99709830446181,-35.76016264923507,-49.8401124723585,4.257857218586821,-20.929258988113798,-55.0976147775698,7.476162272957498,-30.624191664824682,-48.44256418490014
388,14.03364618213439,-35.8845842221458,-49.75413720830016,4.184766024461728,-20.94049885307362,-54.99070796764167,6.3044929501247156,-29.721572258806187,-48.144775578559596
389,14.06714778879545,-35.99713053120933,-49.67678463214958,4.107548645873477,-20.948556504780523,-54.883357623893005,5.204098504467138,-28.870058264947932,-47.86823356992697
390,14.09755742542055,-36.09781973389059,-49.60799691033414,4.026578897142107,-20.952956071277203,-54.77647915415449,4.194642309230897,-28.090351985696724,-47.61205001846757
391,14.12483588366223,-36.18673099800881,-49.5476622724719,3.9422475125763303,-20.953206108108592,-54.67101690235654,3.2928949299109194,-27.400713886871554,-47.37487791240115
392,14.14895048622023,-36.26400491247242,-49.49561464082225,3.8549582149020263,-20.948803396891364,-54.56793620180014,2.5120061466189343,-26.81596337081907,-47.15518166174076
393,14.16987510610084,-36.32984261598764,-49.45163451996704,3.7651236445580616,-20.939237433452895,-54.468214617482545,1.860863155704764,-26.34662697333589,-46.95144619607294
394,14.18759016432582,-36.38450362103875,-49.41545116898383,3.673161179799782,-20.923995577576882,-54.372832436172324,1.3436803568284468,-25.998372029171286,-46.76233224049926
395,14.20208260570028,-36.42830237869183,-49.38674601016402,3.579488678747963,-20.902568807112928,-54.28276249332467,0.9599816556451779,-25.77187856592012,-46.586785951767766
396,14.21334585230361,-36.46160369598756,-49.36515716217515,3.4845201757134836,-20.8744579877929,-54.19895945845893,0.705078925340674,-25.663246149801346,-46.424109845396494
397,14.22137973442918,-36.48481717552981,-49.35028492778326,3.3886615653207715,-20.839180537988387,-54.122348733835494,0.5710228843986531,-25.664906473404606,-46.27400049127299
398,14.22619039876601,-36.49839089108793,-49.34169802211166,3.29230630915187,-20.796277336688476,-54.05381515334132,0.5478590407841875,-25.766869677267998,-46.13655764512447
399,14.22779019369042,-36.50280454014818,-49.33894030036956,3.195831200846859,-20.745319695347188,-53.99419169724972,0.6249355663809832,-25.958046633786015,-46.012269458946875
400,14.22779019369042,-36.50280454014818,-49.33894030036956,3.099592226834717,-20.68591619229311,-53.944248461625875,0.7920214833802788,-26.227400434065302,-45.90197891770457
401,14.22621347788312,-36.4986044183308,-49.34151209864535,3.003920561131728,-20.617719154436198,-53.90468213628414,1.0400821496003967,-26.564768310057623,-45.80683726151806
402,14.22150024157357,-36.48634889254877,-49.348907737487,2.9091187339291067,-20.540430567091672,-53.876106250308595,1.3616697819617396,-26.961305674017417,-45.72825045329628
403,14.21368002880582,-36.46656187188892,-49.36064550875664,2.815457014972349,-20.45380720038064,-53.85904243770314,1.7509726282734643,-27.409590150980954,-45.667824427192855
404,14.20278779009251,-36.43977103448731,-49.37624586632807,2.7231700539756636,-20.357664760585006,-53.85391295696621,2.203609906625963,-27.903468099788324,-45.62731374068257
405,14.18886366030318,-36.40650188426326,-49.39523713902472,2.6324538214495457,-20.25188090679273,-53.861034667473504,2.716267491413531,-28.437735888756936,-45.60857634031214
406,14.17195271545626,-36.36727240045412,-49.41716062900612,2.5434628942632957,-20.13639701588617,-53.88061462368836,3.2862570259206607,-29.00773850078515,-45.61353454158302
407,14.15210470897037,-36.3225883380453,-49.44157503807231,2.4563081309060517,-20.011218630113376,-53.91274739758509,3.911061928902005,-29.60895196295461,-45.64413918888954
408,14.12937378805142,-36.2729392019525,-49.46806019971117,2.3710547816187733,-19.876414578023642,-53.95741418325132,4.587915154939704,-30.23660093179407,-45.70233051608525
409,14.10381819101703,-36.21879488834598,-49.49622012430649,2.2877210782030635,-19.732114817783202,-54.014483678948224,5.313438360927257,-30.885351023205455,-45.78998576153322
410,14.07549992648789,-36.16060296357238,-49.52568538798899,2.206277347224352,-19.578507107971777,-54.08371468464997,6.083360543153469,-31.549106883001134,-45.90884059542314
411,14.04448443550685,-36.09878653473744,-49.55611491213728,2.1266456883819465,-19.415832661259394,-54.16476030076011,6.89232553877374,-32.22093993042405,-46.06036980900163
412,14.01084023777854,-36.03374265564877,-49.58719719102844,2.0487002569046924,-19.244380977803022,-54.25717356926797,7.7337912570064535,-32.89316182543211,-46.245614067712935
413,13.9746385633548,-35.96584120663617,-49.61865103045974,1.9722681848823669,-19.06448408555048,-54.36041436423848,8.600018543087486,-33.557548223454745,-46.46494605447758
414,13.93595297122211,-35.89542418575195,-49.65022586130132,1.897131171445318,-18.876510432668194,-54.47385731542698,9.482143798289092,-34.205699754183996,-46.717783176474214
415,13.89485895637514,-35.82280535099734,-49.68170168993201,1.8230277657165521,-18.680858682832454,-54.596800537232795,10.370326612875733,-34.829502799658925,-47.00227550363285
416,13.85143354708419,-35.74827015756006,-49.71288874329076,1.749656359617855,-18.47795165791919,-54.72847493450112,11.25396150523058,-35.42162533289313,-47.31502275764303
417,13.80575489418121,-35.67207593977665,-49.74362686066834,1.6766789001314302,-18.26823065626356,-54.868053865506084,12.121941233053844,-35.975962317451376,-47.6508933042488
418,13.75790185429817,-35.594452293971,-49.77378467803352,1.6037253227973343,-18.052150350267397,-55.01466295896343,12.962957937556759,-36.48794353080884,-48.00301853487411
419,13.70795356909002,-35.51560162496088,-49.80325864414745,1.5303987004269117,-17.830174437154085,-55.16738990404796,13.765827546968568,-36.954642141228035,-48.36300972298547
420,13.65598904256189,-35.43569982548818,-49.83197190134617,1.4562810936465775,-17.602772183620893,-55.32529405802775,14.519822408778317,-37.3746701786292,-48.72139617399909
421,13.60208671869282,-35.35489706384978,-49.85987305791829,1.3809400833917074,-17.370415971407215,-55.48741574332218,15.214997091241193,-37.74789918006945,-49.068231319683136
422,13.54632406160573,-35.27331866043723,-49.88693487363766,1.3039359602804097,-17.133579918484863,-55.652785132875835,15.842492762298287,-38.07507966940619,-49.39377849794545
423,13.48877714057408,-35.1910660386263,-49.91315287531405,1.2248295423059654,-16.89273962140002,-55.820430648395885,16.39480657881982,-38.35744076495766,-49.68918155077099
424,13.42952022217681,-35.10821773947347,-49.93854391523343,1.1431905908158007,-16.648373039523296,-55.98938681927535,16.866014131917304,-38.59633518799062,-49.94704300828567
425,13.36862537191456,-35.02483049296428,-49.96314468207357,1.0586067954960683,-16.400962522397915,-56.15870157032285,17.25193518161655,-38.79296849734296,-50.16186126338547
426,13.30616206758157,-34.94094034115128,-49.98701017126724,0.9706933020996142,-16.150997967345813,-56.32744292345364,17.5502356121932,-38.948227181248356,-50.330305034996755
427,13.24219682664525,-34.85656381045683,-50.01021211980974,0.8791027617670668,-15.898981085864717,-56.49470511222592,17.760461633609097,-39.06260471370406,-50.45132203721446
428,13.17679284982306,-34.77169913174657,-50.03283740911131,0.7835358875383193,-15.64543075351933,-56.659614118681404,17.884005587215345,-39.13621791971425,-50.52608886854493
429,13.11000968296058,-34.68632750755951,-50.05498643863151,0.6837525111930579,-15.390889417878771,-56.82133264964408,17.92400609598616,-39.168904526744655,-50.55781398572023
430,13.04190289920692,-34.60041442616694,-50.07677147264001,0.5795831405358721,-15.135930540872069,-56.97906457479513,17.885188524888115,-39.16039230381373,-50.55140932882657
431,12.97252380335542,-34.51391102197638,-50.09831496247311,0.4709410215779858,-14.881167053268554,-57.132058851860776,17.773654579246728,-39.110527228117164,-50.51305198917738
432,12.90191916006903,-34.42675548126687,-50.11974784704135,0.3578347087107499,-14.627260796399796,-57.27961296549945,17.596632179164583,-39.01954098944125,-50.44966675195601
433,12.83013094754237,-34.33887449138211,-50.14120783503254,0.24038113450295712,-14.374932914957588,-57.42107590632146,17.36219835167092,-38.88832767517743,-50.36837241734446
434,12.75719613796855,-34.25018473039278,-50.1628376731889,0.11881914296434302,-14.124975138177899,-57.5558507152398,17.078988674806315,-38.718689315271874,-50.27594576034418
435,12.68314650598064,-34.16059439291904,-50.18478340615765,-0.0064766025844640975,-13.878261836088933,-57.68339661631645,16.75590674703999,-38.51350568433902,-50.178361211147276
436,12.60800846602671,-34.07000474635051,-50.20719263465836,-0.13498151497099692,-13.635762651061587,-57.803230758674275,16.40184626878791,-38.27679033074776,-50.08045687894542
437,12.53180293941733,-33.97831171017783,-50.23021278001533,-0.26600709996891236,-13.398555367832994,-57.914929585085744,16.025436708359802,-38.01361328557318,-49.985757444672835
438,12.4545452515583,-33.88540744962209,-50.25398936440012,-0.3986876208989611,-13.167838479938188,-58.018129841681,15.634821343565674,-37.72989667666987,-49.89645649477328
439,12.37624505965045,-33.79118197329484,-50.27866431735936,-0.5319682325874383,-12.94494261870349,-58.112529239968026,15.237473930713168,-37.43211395621944,-49.81353384548036
440,12.29690631090865,-33.69552472329798,-50.30437432029123,-0.6645958024731282,-12.7313396180143,-58.19788677911956,14.840057586519933,-37.12693858986535,-49.73696560109819
441,12.21652723112338,-33.59832614505272,-50.33124920142848,-0.7951141357585542,-12.52864749217699,-58.274022733339024,14.448326902272756,-36.820890383661826,-49.6659797954315
442,12.13510034316646,-33.4994792232873,-50.35941039452223,-0.9218658971611546,-12.338629031592715,-58.34081830612596,14.067072036729474,-36.52001913862003,-49.59931667912047
443,12.05261251482825,-33.39888097006406,-50.38896947475762,-1.0430040977519948,-12.163181147881252,-58.39821495048302,13.70010169178634,-36.22965123027363,-49.53546496558555
444,11.96904503517054,-33.29643385052875,-50.42002678542518,-1.1565164399348584,-12.004311678126463,-58.44621335158615,13.350260531028622,-35.95421028053955,-49.47285843468711
445,11.88437371839076,-33.19204713224411,-50.45267016850476,-1.2602658421436221,-11.864100331676884,-58.48487206623014,13.019475755996584,-35.69711166118252,-49.41002787616127
446,11.79856903401813,-33.08563814454212,-50.48697381157353,-1.3520497722694338,-11.744641157427013,-58.5143058115203,12.708827153461785,-35.4607232464365,-49.34571027552715
447,11.71159626210733,-32.97713343527904,-50.52299722234107,-1.4296792746591647,-11.647965655171229,-58.53468339386856,12.418634881154148,-35.24638119827601,-49.278920733926476
448,11.62341567195651,-32.8664698136969,-50.56078434065974,-1.4910756056757677,-11.575948625468206,-58.54622526844628,12.148559472023775,-35.05444857509343,-49.208993819439264
449,11.53398272275912,-32.75359526973188,-50.60036279610352,-1.5343784091583554,-11.530202836514722,-58.54920071892583,11.897708921986178,-34.884405146228666,-49.13560084140418
450,11.44324828450197,-32.63846976202326,-50.6417433171965,-1.5580551560834095,-11.511972793286994,-58.54392464771079,11.66474821935862,-34.7349581739106,-49.05874865429234
451,11.35115887734486,-32.52106586899355,-50.68491929618126,-1.4109520756044769,-11.544859259553023,-58.65805160964943,11.548197313212977,-34.50599110537661,-49.17719856726675
452,11.25765692766164,-32.40136929962325,-50.72986651090577,-1.2527947248698101,-11.588637471043173,-58.77218105150749,11.452184140776058,-34.30017609791569,-49.29253111628984
453,11.16268103888703,-32.27937926285203,-50.77654300306619,-1.0843815046671392,-11.642820611888405,-58.88603154288475,11.37417989058407,-34.1149350262097,-49.40485190278727
454,11.06616627529733,-32.1551086968256,-50.82488910973728,-0.906571341261889,-11.706869751418926,-58.99931485110649,11.31159755124222,-33.9475800825264,-49.51432171980865
455,10.9680444568559,-32.02858436139849,-50.87482764293569,-0.7202656653744208,-11.780211426104927,-59.11173634434648,11.261869851970571,-33.79540274111672,-49.62114611124424
456,10.86824446327419,-31.89984679933071,-50.926264209951,-0.5263922012687784,-11.862253383168083,-59.22299541943944,11.222513010135563,-33.6557462199019,-49.72556738100799
457,10.76669254547493,-31.76895017342336,-50.97908766541032,-0.3258909705067244,-11.952398081729786,-59.33278595400961,11.191176440415216,-33.52606174934857,-49.8278589026267
458,10.66331264269422,-31.63596198838195,-51.03317068454714,-0.11970265706690407,-12.05005380529039,-59.440796782473086,11.165679158334378,-33.40394960565699,-49.92832150577007
459,10.55802670352191,-31.50096270744157,-51.08837044596262,0.09124071749043831,-12.154643437440617,-59.54671219539203,11.144034047168203,-33.287186350660036,-50.02728166063585
460,10.4507550092537,-31.36404527472352,-51.14452941130586,0.3060229946453322,-12.265611087309876,-59.65021246157316,11.124461452629305,-33.17374004436836,-50.12509114431747
461,10.3414164980109,-31.22531455491321,-51.20147618876123,0.5237492185827893,-12.382426828783037,-59.750974372207914,11.105393734058227,-33.06177537199156,-50.22212785085308
462,10.22992908817374,-31.08488670216254,-51.25902646700912,0.7435494100764345,-12.504589849542775,-59.848671806250984,11.085472450348902,-32.94965067874405,-50.31879739170157
463,10.11620999977066,-30.94288847014927,-51.31698400638914,0.9645810690624598,-12.63163030540177,-59.94297631612895,11.063539814114126,-32.83590886044536,-50.41553511903819
464,10.00017607256482,-30.7994564750004,-51.37514167432452,1.1860306788194386,-12.763110153948022,-60.033557732761984,11.038625931114169,-32.71926394376982,-50.51280818551619
465,9.881744079682035,-30.65473642233568,-51.43328251261535,1.4071144517576069,-12.898623208730065,-60.12008478877205,11.0099331761432,-32.59858503206021,-50.61111722904021
466,9.760831035727,-30.50888230905732,-51.49118082494211,1.6270785194845685,-13.037794617988268,-60.202225758640125,10.976818862056014,-32.47287911108198,-50.71099724112539
467,9.637354498437988,-30.36205560973748,-51.54860327379978,1.8451987326617152,-13.180279934899092,-60.279649114467816,10.938777153160292,-32.34127401831756,-50.813017147245375
468,9.511232863031339,-30.21442445657541,-51.60530997706113,2.06078020193255,-13.325763912176292,-60.35202419589416,10.895420971824596,-32.20300268788766,-50.91777760429056
469,9.38238564848584,-30.06616282095307,-51.66105559541044,2.2731566812609882,-13.473959124034879,-60.419021892618126,10.846464457837827,-32.05738959428608,-51.02590651228395
470,9.250733775113133,-29.91744970363997,-51.71559040296175,2.481689869813813,-13.624604493417543,-60.480315337884385,10.791706369763897,-31.903840131218605,-51.1380517533062
471,9.116199832850883,-29.76846833971893,-51.76866133444682,2.6857686879362825,-13.777463781888947,-60.53558061120489,10.731014668581695,-31.74183347388322,-51.25487071743784
472,8.97870833980266,-29.61940542334669,-51.82001300339963,2.8848085663728087,-13.932324083287932,-60.58449744851118,10.664312395621053,-31.570919280125008,-51.377016258396296
473,8.83818599062992,-29.4704503565488,-51.86938868676162,3.078250775108526,-14.088994349522322,-60.626749957865,10.591564846489039,-31.39071838488137,-51.50511884222003
474,8.694561894476756,-29.3217945253913,-51.9165312722637,3.2655618084488074,-14.247303967194606,-60.66202733879849,10.512767946654144,-31.200927432104194,-51.63976480904709
475,8.547767802179122,-29.17363060608344,-51.96118416579841,3.446232835651244,-14.407101396493463,-60.690024603309055,10.427937649231335,-31.001327170835324,-51.78147085541015
476,8.397738322573707,-29.026151902854,-52.00309215677125,3.6197792210707664,-14.56825287847141,-60.710443296497836,10.337100099383642,-30.791793922710948,-51.93065505424133
477,8.244411127780346,-28.87955171881062,-52.0420022401124,3.7857401139485356,-14.730641213025432,-60.72299221481828,10.240282243285757,-30.572313515583343,-52.08760495179472
478,8.087727147384372,-28.73402276043711,-52.07766439423254,3.9436781053122134,-14.894164607251039,-60.72738811988849,10.137502506719201,-30.34299678344919,-52.25244350430072
479,7.927630751491557,-28.5897565759106,-52.1098323147316,4.09317894767865,-15.05873559206666,-60.723356445819505,10.028761136511473,-30.104095569105972,-52.425093832663926
480,7.764069922669905,-28.44694302701623,-52.13826410410766,4.233851332128935,-15.22428000387846,-60.71063199802127,9.914029797567784,-29.856018045464726,-52.60524397319494
481,7.596996416827953,-28.30576979410718,-52.16272291808311,4.365326716689244,-15.390736027401045,-60.688959641467164,9.793240061203424,-29.599342105234317,-52.792312980904306
482,7.42636591311004,-28.16642191328699,-52.182977569463,4.48725919965993,-15.558053295431558,-60.65809497642931,9.666270518428567,-29.334825565051574,-52.985419895775195
483,7.252138152914798,-28.02908134478066,-52.19880309067787,4.599325431489322,-15.726192041291666,-60.617804999732634,9.532932413221124,-29.063411993932615,-53.18335720850111
484,7.074277068164379,-27.89392657129829,-52.2099812563452,4.70122455891016,-15.895122299727518,-60.567868749626214,9.392953918115808,-28.786231108375006,-53.384570555541316
485,6.892750898969256,-27.7611322250775,-52.21630106731991,4.792678195287047,-16.06482315223484,-60.50807793242227,9.245963461642612,-28.50459287525141,-53.587146425346745
486,6.707532300846608,-27.63086874221064,-52.21755919779428,4.873430411422506,-16.235282013014928,-60.43823752911685,9.091472848242471,-28.219974723320576,-53.788809654551926
487,6.518598441660165,-27.50330204281386,-52.21356040706814,4.943247741406042,-16.40649395203588,-60.358166380273715,8.92886126016533,-27.934001576351164,-53.986932416275124
488,6.325931088456189,-27.37859323557324,-52.20411791763711,5.001919198442789,-16.578461051953795,-60.2676977475256,8.757361563065944,-27.648418774324906,-54.17855623110103
489,6.129516684373713,-27.25689834520081,-52.18905376125143,5.049256295952379,-16.751191795924157,-60.166679850125995,8.576050613258762,-27.365058329896772,-54.36042824454931
490,5.929346415808904,-27.13836806134952,-52.16819909458335,5.085093069573144,-16.924700483596485,-60.054976375065024,8.383845445553277,-27.085799358178726,-54.5290525986088
491,5.725416270012065,-27.02314750756497,-52.14139448611029,5.109286096035469,-17.09900667282892,-59.9324669593481,8.179507272208115,-26.812523898915344,-54.68075717605609
492,5.517727083293265,-26.91137602888813,-52.1084901757802,5.121714505177534,-17.274134644880807,-59.79904764312363,7.961655121769451,-26.5470696985211,-54.81177532661121
493,5.306284580007801,-26.80318699676875,-52.06934630897628,5.122279981663441,-17.450112891038366,-59.654631292433386,7.72879068049893,-26.29118181070129,-54.91834142192717
494,5.09109940248717,-26.69870762999729,-52.02383314624161,5.110906753228019,-17.62697361880188,-59.49914799044979,7.4793354718399465,-26.046465083405494,-54.996798275541856
495,4.872187132073607,-26.59805883041358,-51.97183125016807,5.087541562514186,-17.804752275912012,-59.3325453961546,7.211680936278643,-25.814339702784107,-55.04371365846455
496,4.64956830140945,-26.50135503220088,-51.91323165079324,5.052153619787481,-17.983487090619946,-59.15478906950258,6.924251278848951,-25.59600194098499,-55.05600239882752
497,4.423268398122827,-26.4087040636239,-51.84793599079031,5.004734534010569,-18.16321862671152,-58.96586276220519,6.61557816172461,-25.392392088861538,-55.031049928055374
498,4.19331786004302,-26.32020702011688,-51.77585665167943,4.945298219937996,-18.343989351882307,-58.76576867335619,6.284385460957012,-25.20417123971307,-54.966832666374685
499,3.959752062069508,-26.23595814767145,-51.69691686223395,4.8738807790511425,-18.525843218128966,-58.554527669209946,5.9296814014518,-25.031708129421464,-54.862030347843756
500,3.722611294809103,-26.156044735515,-51.61105079020525,4.790540352295381,-18.708825252875517,-58.33217946650946,5.550854450737658,-24.875076648881326,-54.71612526716109
501,3.481940735086957,-26.08054701710597,-51.51820361844305,4.695356942708276,-18.892981159591766,-58.09878277884386,5.147768408157156,-24.734063960727493,-54.529483462612106
502,3.237790408427638,-26.00953807850399,-51.41833160644853,4.588432206140674,-19.078356926688112,-57.85441542560046,4.720851198597138,-24.60818842912714,-54.30341298958096
503,2.990215143595277,-25.94308377319898,-51.31140213836028,4.46988920837318,-19.26499844348696,-57.599174403153796,4.271171016447524,-24.496725887657757,-54.040194637586566
504,2.739274519272613,-25.88124264250381,-51.19739375834539,4.339872147020868,-19.452951122078233,-57.333175918014696,3.80049274924418,-24.39874222920083,-53.74308065885843
505,2.485032802952579,-25.82406584063141,-51.07629619434427,4.198546036699832,-19.642259523866922,-57.056555381739486,3.3113071738543463,-24.313130026060144,-53.41625729366022
506,2.227558882110404,-25.77159706358604,-50.94811037109987,4.046096356003963,-19.83296698961469,-56.7694673674711,2.8068254510492503,-24.238647005891174,-53.06476713434289
